hilp munaia,"help, to help"
ikaia,"kill, to kill"
ilingkaia,to open up
ilingwaia,to open up
imhplikaia,to steal
inaia,to cry
inaisa,will cry
inan,cryed
ing-ni,bright
ing-w-aia,shine
inglis,English
ingni-ka,brightness
inisa,cries
inma,grass
inras,doesn't cry
inska,fish
iwaia,"to sit, to sit down"
iwaika,seat
iwaisa,will sit
iwan,sit (past)
jang,I
jang nani,we
jawin,our
jawin aiska,twenty
jawin aiska wol,forty
jumpa,three
kabu,sea
kahbaia,to place
kahmi,huacal
kahmuntra,tecomate
kaia,to be
kaikaia,"to see, see"
kaikaisa,will see
kaikan,saw
kaina,before
kaina-ra,in front of
kaisa,"will be, we go"
kaka,if
kakau,cocoa
kakma,nose
kakna,day
kalila,hen
kalila wîna,chicken meat
kalkaia,to break
kalwaia,to break
kan,"was, because"
kan kutbaia,to cover
kangbaia,to play
kangbaia,to play
kanra,before
karhna,strong
karn-ik-ira,very strong
karn-ika,strength
karna,strong
karna araska ba,the strong horse
karna araska ba,the strong horse
karna uplika nani ba,the strong people
karnika,it forces
kat,"until, to"
kati,month
kati,moon
kau,more
kau,still
kauhaia,to fall
kauhla,cold
ki,question particle
kikaia,to laugh
kikal,it mates
kipl-ik-ira,rocky
kipla,rock
kla,river up
klahka,arm
klakaia,to cut
kli,again
kli-kli,repeatedly
klunghka,stomach
klâkaia,to hurt
kmisri,scorpion
kra,maybe
krauhni,hole
krawaia,to remember
krikaia,to break
krikri,bed
kriwaia,to be broken
kuka,grandmother
kulkaia,to count
kulmara,together with
kum,a
kum,"an, indefinite article"
kum,one
kum kum,some
kuma,chili
kumi,"a, one, an"
kumi,one
kumi sin,any
kumkum,plural indefinite article
kuna,but
kunhku,short
kupia,heart
kupia kraukaia,to wake up
kupia krawaia,to wake up
kupiara,in the center
kuswa,turtle of fresh water
kwahkaia,to transport
kwakaia,"to open, open"
kwawaia,to open up
kwâkaia,to open up
kwâkaia,to open up
kyama,ear
kî,key
la,law
lahbaia,to lower
lahwaia,to lower
laih,far
laik kaia,to like
laikaia,to pour
laikra,my sister
laka,habit
lakaia,to translate
laki yabaia,to return
lakra,"opposite sex, the sister of"
lal,head
lalah,money
lama-ra,near
lamara,close
lamkra,your sister
lan daukaia,to teach
lan takaia,to learn
langhkaia,to loose
langhwaia,to come unfastened
lapta,hot
laptika,heat
latara,out
latwan,pain
latwan kaikaia,to love
latwan wahwaya,to suffer
lawaia,to get angry
lawi daukaia,to nag
li,"water, it dilutes"
li ahwaia,to rain
lih,"green sea turtle, green turtle, turtle"
lihkaia,to like
lila,center
lila,lover
lilara,amid
limi wainka,panther
lingbaia,to play
lingwaia,to sound
liwa,worm
luha,lacking
luhpia,"small, little bit"
lukaia,to think
lukwaia,to boil
lupia,small
lus takaia,to lose
luwaia,to cross
lâwaia,to dry off
lâwan,dry
ma,fruit
ma,grain
ma mangkaia,to sow
mahbra,testicle
mahka,"already, now"
maia,spouse
maik-aia,give you
maira,couple
maira,married
mairin,woman
mairin na,this woman
mairin nani na,these women
makabaia,to request
makabi walaia,to ask
makaia,to build
man,"you, only"
man nani,you (pl)
man nani nampa,your (pl.) tooth
mana,expensive
mana,salary
mangkaia,to put
mangu,mango
mani,summer
manis,"a lot, many"
mapara,against
marikaia,to teach
marit,husband
marit,married
marit takaia,to marry
markit,market
mata,for
matasip,five
matawolsip,ten
matlalalkabi pura wol,eight
matlalkabi,six
matlalkabi pura jumpa,nine
matlalkabi pura kumi,seven
maura,a little
mawan,face
maya,river below
mayara,below
mihta,hand
mina,foot
mini,my name
miriki,american
miskaia,to fish
mula,grandson
munaia,"to do, to make, do"
munaisa,will do
munan,did
munhtara,under
musa,body
na,"this, proximal definite article"
naha,this
naha araska,this horse
naha araska na,this horse
naha watla nani na,these houses
naha wina,from here
nahara,here
nahki,how
nahki?,how?
naika,later
naipa,my tooth
naiwa,today
nakra,eye
naku,"this way, like this"
namna,my neck
nampa,your tooth
nana,"neck, your neck"
nanara,now
napa,"tooth, the tooth"
napa-s,toothless
nara,since
naura,"there, this, here"
ni,"with, I wonder"
nina,name
nina makaia,to name
nina-ra,behind
ninam,your name
ninara,in name
ningkara,afterwards
nini,my name
ninkara,later
nu kaia,to know
nu takaia,to know
o,or
pahb-aia,sweep
pahb-aika,broom
pahb-anka,act of sweeping
pain,well
pain kaikaia,to appreciate
palaia,to fly
pali,"very, a lot"
pan,though
pana,to change
papiki atkan araska na,this horse that my father bought
papu,ant
pasin,as
pat,quickly
pata,plun
paun,he liberates
perforate,perforate
piaia,to eat
piakaia,to cook
piakaisa,will cook
piakan,cooked
piakisa,cooks
piakras,doesn't cook
piawaia,to cook
pihni,white
pihwaia,to dry off
pihwan,dry
pla-plap-ra,runner
plap-aia,run
plap-aika,track
plap-ra,running
platu,banana
plikaia,to look for
plikaisa,will look for
plikan,looked for
pliki sakaia,to choose
plikisa,looks for
plikras,doesn't look for
plis,place
plis kumi sin,anywhere
plun,"food, eat"
prahni,short
prais,price
prakaia,to close
praks!,close it!
prias watla,church
priskaia,to tie
pruan uplika nani ba,dead people
prukaia,to hit
pruwaia,to die
puk,everything
pulaia,to play
pulaia kapri,I would have played
pulaia sna,I am to play
pulaia want sna,I want to play
pulaia want sna,I want to play
pulaisa,will play
pulamna kabia,I shall have played
pulan,played
puli kan,he was playing
puli kapri,I was playing
puli kapri,I was playing
pulisa,plays
pulras,doesn't play
pulri kan,I had played
pulri kan,I had played
pulri kan sa kaka,if I had played
puls!,play!
pura-ra,on top of
purara,above
pus,cat
pyu,time
pyu kumi sin,ever
pyuara,when
pyuta,snake
ra,in
ra-k-aia,cure
ra-raw-ra,patient
ra-w-aia,be cured
rais bins wal,rice with beans
rakaia,to cure
rapia,paternal uncle
rat-b-aia,wet (tr.)
rat-ni,wet
raw-aia,get better
raya,new
ridi,prepared
rum,room
rum ra,in the room
sa,is
sabi,immediately
saiwaia,evening
saiwan,evening
sak-b-aia,stretch
sakaia,to take out
sakuna,but
sandi,Sunday
sap,"shop, privately, spread"
sat,class
saura,bad
shap,"shop, spread"
si,fear
si briaia,to be afraid
sikbaia,to wash
sikia,avocado
siknis,sick person
siks-ira,blackness
siksa,black
silmika,it rocks
silp,for oneself
sim,same
sin,"too, also"
sip,capable
sipaia,to sew
sirpi,small
sirpi-k-ira,very small
sirpi-ra,smallness
skul,school
slilman,it shatters
srakia,great-grandfather
srung-k-aia,cover
sukra,rotten
sula,deer
sunaia,to ascend
sus,shoe
susu,nude
sut,"all, everything"
swapaia,to get tired
swapan,tired
swapkaia,to tire
swiaia,to leave
ta,tip
ta baikaia,to support
ta briaia,to guide
ta krikaia,to begin
tahbaia,to take a bath
tahkia,partner
tahti,maternal uncle
taihka,paternal aunt
taim,time
taim,when
takaia,"go out, to leave"
takaskaia,"to stay, to stop"
taki waia,to retire
tala,bleed
talia,resemblance
tangni,flower
tani,beside
tanis,silly
tanta,thin
tara,big
tara pali,very big
tasba,floor
taski,dirty
taukaia,to walk
taura,first
taw-ira,hairy
tawa,hair
tawaia,to return
tawan,"village, because of"
taya,skin
ti,tea
tiara,"young, young woman"
tibang,rabbit
tibil,table
tibil ra,on the table
tibilra,on the table
tigni-ka-s,flowerless
tihmia,table
tihmu,dark
tihu,deep
tikaia,to lose
tila,several
tila-ra,among
tilara,amid
tingki,gratitude
tisku,soon
titan,tomorrow
tiwaia,to get lost
tnata,anus
tnatamana,by reason of
trai kaikaia,to attempt
trai munaia,to attempt
truk,car
tuktan,"child, boy"
tuktan nani sut,all the children
tuktikam,your child
tuktiki,my child
tumatis,tomato
tuskaia,to wash
tutni,late
twas,papaya
twi,hay
twilkaia,to load
twisa,language
tyara,young
ulbaia,to write
umpira,"poor, close"
un,border
upla,person
upla kumi sin,anybody
utla,"house, she marries"
utla bila-ra,inside the house
utla wina,out of the house
uya,"a lot, many"
uya,very
wahbaia,to pick up
wahma,"young man, youth, young (male)"
wahya,page
waia,go
waia,"to go, to leave"
waikna,man
waikna nani,men
waisa,will go
waitla,my house
waitma,man
waitna,male
wal,"two, with"
wal,with
wala,"other, another"
walaia,"hear, to hear"
walhwal,four
wali daukaia,to obey
walpa,stone
walpa-ya-s,stoneless
wamtla,your house
wan,"went, our"
wank-aia,give us (inc.)
want kaia,"want, to want"
want sna,I want it
wapaia,to walk
wark,work
wark takaia,to work
wataukaia,to stroll
watla,house
watlika-ra,instead of
wi,going
wiaia,to say
wih,going
wihka,far
wik,week
wil,unless
wilkaia,to tie
win takaia,to win
win takbia,it will win
wina,from
winaia,to call
windar,window
winti nani,they
wiria,a little
wisi,for
witin,"he, she"
wol,two
wol-wol,four
wâl,two
wâl na,these two
wîna,meat
ya,who
yab-aia,give him
yabaia,to give
yabal,road
yakan,only
yakura,high
yakwra,"high, tall"
yamni,good
yang,"I, me"
yang maikamna,I will give you what you ask
yang nani,we
yapaia,sleep
yapti,mother
yaptikam,your mother
yaptiki,my mother
yaptiki,my mother
yauhka,tomorrow
yaura,"whom, see"
yawan,we
yu,day
yul,dog
yumhpa,three
yâ?,who?
âdar,order
