English,Other
algerian,Al·ge·ri·an || æl'dʒɪrɪən /-dʒɪə- adj. αλγερινός
algiers,n. αλγερίο
alice,n. αλίκη
allah,n. αλλάχ
allies,Al·lies || ə'laɪs /'ælaɪz n. σύμμαχοι
almagest,n. αλμαγέστη
alpine,Al·pine || 'ælpaɪn adj. αλπικός
alps,"n. άλπαι, άλπεις"
alsace,n. αλσατία
amazon,Am·a·zon || 'æməzɑn /-zn n. αμαζών
amelia,n. αμαλία
america,n. αμερική
american express,n. american express
american indian,n. ινδιάνος
american,A·mer·i·can || ə'merɪkən n. αμερικανός A·mer·i·can || ə'merɪkən adj. αμερικάνικος
americanism,A·mer·i·can·ism || ə'merɪkənɪzm n. αμερικανισμός
americanization,A·mer·i·can·i·za·tion || ə'merɪkənaɪ'zeɪʃən n. εξαμερικανισμός
americanize,A·mer·i·can·ize || ə'merɪkənaɪz v. εξαμερικανίζω
amphibia,"Am·phib·i·a || æm'fɪbɪə n. αμφιβία, βατραχία"
andrew,An·drew || 'ændruː n. ανδρέας
androcles,n. ανδροκλής
andromache,n. ανδρομάχη
andromeda,n. ανδρομέδα
angle,an·gle || 'æŋgl n. γωνία
ankara,n. άγκυρα
ann,n. άννα
anna,an·na || 'ænə n. άννα
annunciation,an·nun·ci·a·tion || ənʌnsɪ'eɪʃn n. ευαγγελισμός
antaeus,n. ανταίος
antarctic,ant·arc·tic || ænt'ɑːktɪk n. ανταρκτική
anthem,an·them || 'ænθəm n. ύμνος
anthony,n. αντώνιος
antichrist,n. αντίχριστος
antigone,n. αντιγόνη
antilles,n. αντίλλες
antilope,n. αντιλόπη
antiochus,n. αντιόχος
antipodes,an·tip·o·des || æn'tɪpədiːz n. αντιπόδες
antony,n. αντώνης
apache,A·pach·e· || ə'pætʃɪ n. απάχης
apennines,n. απεννίνα
aphrodite,n. αφροδίτη
apollo,"A·pol·lo || ə'pɑləʊ /-'pɒl- n. απόλλων, απόλλωνας"
april fool's day,n. πρωταπριλιά
april,A·pril || 'eɪprəl n. απρίλιος
aquarius,A·quar·i·us || ə'kwerɪəs /-'kweər- n. υδροχόος [ζώδιο]
arab,"Ar·ab || 'ærəb n. άραβας, αράπης, αραβικός ίππος Ar·ab || 'ærəb adj. άστεγος"
arabia,n. αραβία
arabian,"A·ra·bi·an || ə'reɪbɪən adj. αραβικός, αραπικός"
arabic,'Ar·a·bic || 'ærəbɪk adj. αραβικός
arcadia,Ar·ca·di·a || ɑr'keɪdɪə /ɑː- n. αρκάδια
archimedes,n. αρχιμήδης
arctic,arc·tic || 'ɑːktɪk adj. αρκτικός
ares,n. άρης
argentina,n. αργεντίνη
argentinean,adj. αργεντίνος
arian,Ar·i·an || 'ærɪən /'eərɪən adj. αρειανός
aries,A·ri·es || 'erɪːz /'eər- n. κριός [ζώδιο]
aristophanes,n. αριστοφάνης
aristotle,n. αριστοτέλης
ark,ɑːk n. κιβωτός
armenia,n. αρμενία
armenian,"Ar·me·ni·an || ɑr'mɪːnɪən /ɑːm- n. αρμενής, αρμένιος Ar·me·ni·an || ɑr'mɪːnɪən /ɑːm- adj. αρμενικός"
arsenal,ar·se·nal || 'ɑːsənl n. οπλοστάσιο
art nouveau,Art Nou·veau || ɑrnuː'vəʊ /'ɑːn- art nouveau
artemis,n. αρτέμη
arthur,n. αρθούρος
ash,"æʃ n. στάκτη, μελιά, φλαμουριά"
asia minor,μικρά ασία
asia,n. ασία
asian,A·sian || 'eɪʒn /-ʃn n. ασιανός A·sian || 'eɪʒn /-ʃn adj. ασιάτης
aspen,as·pen || 'æspən n. είδος λεύκης
assassin,as·sas·sin || ə'sæsɪn n. δολοφόνος
assyria,n. ασσυρία
assyrian,As·syr·i·an || ə'sɪrɪən n. ασσυριακός As·syr·i·an || ə'sɪrɪən adj. ασσυριακός
athanasius,n. αθανάσιος
athena,n. αθήνα
athenaeum,n. βιβλιοθήκη
athenian,A·the·ni·an || ə'θɪːnɪən n. αθηναίος A·the·ni·an || ə'θɪːnɪən adj. αθηναϊκός
athens,n. αθήνα
atlantic ocean,ατλαντικός ωκεανός
atlantic,At·lan·tic || ət'læntɪk adj. ατλαντικός
atlantis,n. ατλαντίδα
atlas,"at·las || 'ætləs n. άτλας, γεωγραφικός χάρτης"
attic,"at·tic || 'ætɪk n. σοφίτα, υπερώο"
attica,n. αττική
attila,n. αττίλας
augeas,n. αυγείας
august,au·gust || ɔː'gʌst n. αύγουστος
augusta,n. αυγούστα
aurora,au·ro·ra || ɔː'rɔːrə n. αυγή θέα
australia,n. αυστραλία
australian,Aus·tral·ian || ɑ'streɪlɪən /ɒ's- n. αυστραλός
austria,n. αυστρία
austrian,Aus·tri·an || 'ɑstrɪən /'ɒs- n. αυστριακός Aus·tri·an || 'ɑstrɪən /'ɒs- adj. αυστριακός
azores,"n. αζόρες, αζόραι"
b,bɪː n. σι
babel,Ba·bel || 'beɪbl n. βαβυλωνία
babylon,Bab·y·lon || 'bæbɪlən n. βαβυλών
babylonia,n. βαβυλωνία
bacardi,n. μπακάρντι
bacchus,n. βάκχος
baghdad,n. βαγδάτη
baize,"beɪz n. μαλακό μάλλινο ύφασμα, τσόχα"
balkan,Bal·kan || 'bɔːlkən adj. βαλκανικός
balkans,n. βαλκανία
baltic,'Bal·tic || 'bɔːltɪk adj. βαλτική
barbara,n. βαρβάρα
barbery,n. οξυάκανθα
barcelona,n. βαρκελώνη
bartholomew,n. βαρθολομαίος
batrachia,n. βατραχοειδή
bavaria,n. βαυαρία
bavarian,Ba·var·i·an || bə'verɪən /-'veər- adj. βαυάρος
beck,n. νεύμα
becky,n. ρεβέκκα
beelzebub,Be·el·ze·bub || bɪː'elzɪbʌb n. σατανάς
beirut,n. βηρύτος
belgian,Bel·gian || 'beldʒən n. βέλγος Bel·gian || 'beldʒən adj. βελγικός
belgium,n. βέλγιο
belgrade,n. βελιγράδιο
bengal,Ben·gal || beŋ'gɔːl n. βεγγάλη
benjamin,n. βενιαμίν
berlin,n. βερολίνο
berliner,n. βερολινέζος
bermuda,n. βερμούδα
bernard,n. βερνάρδος
berne,n. βέρνη
bertha,n. μπέρτα
beryl,ber·yl || 'berɪl n. βηρύλλος
bethlehem,n. βηθλεέμ
bible,"Bi·ble || 'baɪbl n. βίβλος, άγια γραφή"
big dipper,μεγάλη άρκτος [ζώδιο]
bill,"bɪl n. ράμφος πτηνού, μεσαιωνικό δόρυ με λόγχη και πελέκι, νομοσχέδιο, επίσημο έγγραφο, πρόγραμμα, λογαριασμός, τιμολόγιο, γραμμάτιο, χαρτονόμισμα"
billboard,"n. πίνακας αγγελίων, πίνακας τοιχοκολλήσεως διαφημίσεων, μάνδρα τοιχοκολλήσεως διαφημίσεων"
billingsgate,"Bil·lings·gate || 'bɪlɪŋzgeɪt n. ιχθυαγορά του λονδίνου, ύβρεις, βρωμόλογα της πιάτσας"
biro,bi·ro || 'baɪərəʊ n. στυλό διάρκειας
black sea,μαύρη θάλασσα
blackfoot,n. μαυροπόδαρος
blessed virgin,μεγαλόχαρη
board of health,υγειονομείο
bob,"bɒb n. βαρίδι, βολίδα"
bohemia,n. βοημία
bohemian,Bo·he·mi·an || bəʊ'hɪːmɪən n. τσιγγάνος
bolivia,n. βολιβία
bologna,n. μπολώνια
bolshevik,Bol·she·vik || 'bəʊlʃɪvɪk /'bɒl- n. μπολσεβικός
bombay,n. βομβάη
bond,"bɒnd n. εγγυητής, δεσμός, ομολογία"
bonn,n. βόννη
bosnia,n. βοσνία
bosporus,n. βόσπορος
boxing day,δευτέρα χριστούγεννων
brazil,Bra·zil || brə'zɪl n. βραζιλία
brazilian,Bra'zil·ian || brə'zɪljən adj. βραζιλιανός
britain,n. βρετανία
british,'Brit·ish || 'brɪtɪʃ adj. βρεταννικός
briton,'Brit·on || 'brɪtn n. βρετανός
brittany,n. βρετανή
bronze age,n. χάλκινη εποχή
brown,braʊn n. καστανόχρους
brussels sprouts,"Brus·sels sprouts || brʌsl'spraʊts λαχανάκια βρυξέλλων, λαχανάκια"
brussels,Brus·sels || 'brʌslz n. βρυξέλλες
brute,"bruːt n. κτήνος, ζώο"
brutus,n. βρούτος
bucharest,n. βουκουρέστι
budapest,n. βουδαπέστη
buddha,Bud·dha || 'buːdə /'bʊd- n. βούδας
buddhism,'Bud·dhism || 'bʊdɪzm n. βουδισμός
buddhist,'Bud·dhist || 'bʊdɪst n. βουδιστής
buenos aires,n. μπουένος άιρες
bulgaria,n. βουλγαρία
bulgarian,Bul·gar·i·an || bʌl'geərɪən n. βούλγαρος Bul·gar·i·an || bʌl'geərɪən adj. βουλγαρικός
burgundy,bur·gun·dy || 'bɜːgəndɪ n. βουργουνδία
byron,"n. βύρων, βύρωνος"
byzantine,By·zan·tine || bɪ'zntaɪn /-'zæn- adj. βυζαντινός
byzantium,n. βυζάντιο
c,sɪː n. ντο
cd,"sɪː'dɪːz n. cd, ψηφιακός δίσκος, συμπαγής δίσκος"
caesar,Cae·sar || 'sɪːzə(r) n. καίσαρας
caesarean,Cae·sar·e·an || sɪː'zeərɪən n. καισαρική τομή Cae·sar·e·an || sɪː'zeərɪən adj. καισαρικός
caesarian,adj. καισαρικός
cain,keɪn n. κάιν
cainozoic,adj. καινοζωικός
cairo,n. κάιρο
calcutta,n. καλκούτα
california,n. καλιφόρνια
caligula,n. καλιγούλας
calvary,Cal·va·ry || 'kælvərɪ n. γολγοθάς
calypso,n. καλύψω
camembert,n. camembert (τυρί)
canada,n. καναδάς
canadian,Ca·na·di·an || kə'neɪdjən n. καναδός Ca·na·di·an || kə'neɪdjən adj. καναδικός
canary islands,κανάριοι νήσοι
cancer,can·cer || 'kænsə n. καρκίνος
cannes,n. κάννες
canon law,"εκκλησιαστικό δίκαιο, κανονικό δίκαιο"
canon,"can·on || 'kænən n. κανόνας, κανόνες"
capitol,Cap·i·tol || 'kæpɪtl n. καπιτώλιο
capri,n. capri
capricorn,Cap·ri·corn || 'kæprɪkɔrn /-kɔːn n. αιγόκερως [ζώδιο]
caroline,n. καρολίνα
carpathians,n. καρπάθια
carthage,"n. καρχηδών, καρχηδόνα"
caspian sea,κασπία θάλασσα
caspian,Cas·pi·an || 'kæspɪən adj. κασπία
caterpillar,"cat·er·pil·lar || 'kætəpɪlə n. ερπύστρια, μεγάλος τροχός με διευρυμένο πέλμα ελαστικού, κάμπια"
catherine,"n. κατερίνα, αικατερίνη"
catholic,"cath·o·lic || 'kæθəlɪk adj. καθολικός, γενικός"
catholicism,Ca·thol·i·cism || kə'θɒlɪsɪzəm n. καθολικισμός
caucasian,Cau·ca·si·an || kɔː'keɪzjən n. καυκάσιος Cau·ca·si·an || kɔː'keɪzjən adj. καυκάσιος
caucasus,n. καύκασος
celt,n. κέλτης
ceres,n. δήμητρα
cervantes,n. θερβάντες
ceylon,n. κεϋλάνη
chalcis,n. χαλκίδα
chaldea,n. χαλδαία
charlemagne,"n. κάρολος ο μέγας, καρλομάγνος"
charles,n. κάρολος
charlie,n. κάρολος
charlotte,n. καρλότα
cheddar,"Ched·dar || 'tʃedə n. κασέρι, τσεντάρ (τυρί)"
cheviot,n. ύφασμα
chicago,n. σικάγο
chief executive,n. γενικός διευθυντής
chief rabbi,αρχιραββίνος
chile,n. χιλή
china,chi·na || 'tʃaɪnə n. κίνα
chinese,"Chi·nese || tʃaɪ'niːz adj. σινικός, κινέζικος Chi·nese || tʃaɪ'niːz n. κινέζος, κινέζικα"
chink,"tʃɪŋk n. ήχος μέταλλου, χαραμάδα, ήχος, ρωγμή"
christ,kraɪst n. χριστός
christian name,βαφτιστικό
christian,Chris·tian || 'krɪstʃən n. χριστιανός Chris·tian || 'krɪstʃən adj. χριστιανικός
christine,n. χριστίνα
christmas,Christ·mas || 'krɪsməs n. χριστούγεννα
christopher,n. χριστόφορος
cicero,cic·er·o || 'sɪsərəʊ n. κικερώνας
cinderella,Cin·der·el·la || sɪndə'relə n. στακτοπούτα
circe,Cir·ce || 'sɜːsɪ n. κίρκη
cleopatra,n. κλεοπάτρα
cliff,"klɪf n. βράχος, κρημνός, απότομος βράχος, γκρεμός"
cold war,n. ψυχρός πόλεμος
cologne,n. κολόνια
colombia,n. κολομβία
colosseum,col·os·se·um || kɒlə'sɪəm n. κολοσσαίο
columbus,n. κολόμβος
columns,n. στήλες
commodore,"com·mo·dore || 'kɒmədɔː n. ανώτερος αξιωματικός του ναυτικού, αρχιπλοΐαρχος"
common market,κοινή αγορά
commons,"com·mons || 'kɒmənz n. πολλοί, κάτω βουλή, απλός λαός, αστοί, κοινά"
confucius,n. κομφούκιος
congo,n. κογκό
congregationalism,",Con·gre'ga·tion·al·ism || 'kɑŋgrɪ'geɪʃnəlɪzm /'kɒŋ- n. λαοκρατία, εκκλησιαστική αυτοκυβέρνηση"
congress,"con·gress || 'kɒŋgres n. συνέδριο, σύγκλητος, κογγρέσο, κογκρέσο"
congressional,"con·gres·sion·al || kəŋ'greʃənl adj. βουλευτικός, του κογκρέσσου"
constantine,n. κωνσταντίνος
constantinople,n. κωνσταντινούπολη
continental,"con·ti·nen·tal || kɒntɪ'nentl adj. ηπειρωτικός, ευρωπαϊκός"
cooper,"coop·er || 'kuːpə n. βαρελοποιός, βαρελάς"
copenhagen,n. κοπεγχάγη
cordovan,cor·do·van || 'kɔːdəvən n. είδος δέρματος
corfu,n. κέρκυρα
corinth,n. κόρινθος
corinthian,"Co·rin·thi·an || kə'rɪnθɪən adj. κορίνθιος, κορινθιακός"
corsica,n. κορσική
cosmopolitan,"cos·mo·pol·i·tan || kɒzmə'pɒlɪtən n. κοσμοπολίτης, κοσμοπολιτικός"
costa rica,κόστα ρίκα
covenanter,n. συμβαλλόμενος
coventry,Cov·en·try || 'kɒvəntrɪ n. κόβεντρυ
creole,"Cre·ole || 'kriːəʊl n. κρεολός, μιγάδας, μιγάς ιθαγενής των δυτικών ινδίων"
cretan,"Cre·tan || 'kriːtn adj. κρητικός, κρης Cre·tan || 'kriːtn n. κρης"
crete,n. κρήτη
crimea,n. κριμαία
crimson,"crim·son || 'krɪmzn n. βαθύ κόκκινο χρώμα, βυσσινί"
croatian,Cro·a·ti·an || krəʊ'eɪʃjən n. κροατία
croesus,Croe·sus || 'kriːsəs n. κροίσος
cuba,n. κούβα
cupid,Cu·pid || 'kjuːpɪd n. έρως
curacao,n. κουράσω
curie,cu·rie || 'kjʊərɪ n. μονάδα ραδιοενέργειας
cyclades,n. κυκλάδες
cyclops,Cy·clops || 'saɪklɒps n. κύκλωψ
cyclostomata,n. κυκλόστομοι
cyprian,n. κύπριος
cyprus,n. κύπρος
cyril,n. κύριλλος
cyrus,n. κύρος
czech,tʃek n. τσέχος tʃek adj. τσέχος
dvd player,n. συσκευή dvd
dvd,dvd
daedalus,n. δαίδαλος
dahlia,"dahl·i·a || 'deɪljə n. ντάλια, δάλια"
daily,dai·ly || 'deɪlɪ n. καθημερινή εφημερίδα
daltonism,"dal·ton·ism || 'dɔːltənɪzəm n. δαλτωνισμός, αδυναμία για διάκριση χρωμάτων, αχρωματοψία"
damascus,n. δαμάσκο
dane,deɪn n. δανός
danish,Dan·ish || 'deɪnɪʃ n. δανός Dan·ish || 'deɪnɪʃ adj. δανικός
danube,n. δουνάβης
daphne,daph·ne || 'dæfnɪ n. δάφνη
dardanelles,n. δαρδανέλια
darius,n. δάρειος
darwinian,adj. δαρβίνειος
darwinism,Dar·win·ism || 'dɑːwɪnɪzəm n. δαρβινισμός
david,n. δαβίδ
dead sea,νεκρή θάλασσα
dear madam,αγαπητή κυρία μου
dear sir,αγαπητέ κύριε
decalogue,Dec·a·logue || 'dekəlɒg n. δεκάλογος
december,De·cem·ber || dɪ'sembə n. δεκέμβριος
delft,n. είδος πορσελάνης
delhi,n. δελχί
delphi,n. δελφοί
demeter,n. δήμητρα
democritus,n. δημόκριτος
demosthenes,n. δημοσθένης
denmark,n. δανία
department of education,υπουργείο παιδείας
derby,"Der·by || 'dɑːbɪ n. ιπποδρομία, καπέλο ημίψηλο, καπέλο σκληρό"
detente,n. ύφεση
deuteronomy,Deu·ter·on·o·my || djuːtə'rɒnəmɪ n. δευτερονόμιο
diana,"n. αρτεμίδα, αρτέμις, αρτέμη"
dick,"dɪk n. μυστικός αστυφύλακας, φαλλός, τσουτσούνι, ψωλή"
dickens,dick·ens || 'dɪkɪnz n. διάβολος
diogenes,n. διογένης
dionysia,n. διονυσία
dionysus,n. διονύσιος
dodecanese,n. δωδεκάνησα
dominican,Do·min·i·can || də'mɪnɪkən adj. δομινικανός
don quixote,Don Quix·ote || dɒn'kwɪksət δον κιχώτης
doom,"duːm n. μοίρα, μοιραίο, χαμός, καταδίκη"
dorado,n. τσίπουρα
doric,Dor·ic || 'dɒrɪk adj. δωρικός
dorothy bag,δωροθέα
druid,Dru·id || 'druːɪd n. ιερέας των κελτών
dunkirk,n. δουγκέρκη
dutch,dʌtʃ n. ολλανδός dʌtʃ adj. ολλανδικός
dutchman,'Dutch·man || 'dʌtʃmən n. ολλανδός
e,iː n. μι
earl,ɜːl n. κόμης
earth,n. γη [ζώδιο]
easter,"East·er || 'iːstə n. πάσχα, ανάσταση"
ecstasy,ec·sta·sy || 'ekstəsɪ n. έκσταση
ecuador,n. εκουαδόρ
ecuadorian,adj. εκουαδορικός n. εκουαδόριος
edam,n. ένταμ (τυρί)
eden,E·den || 'iːdn n. εδέμ
edinburgh,n. εδιμβούργο
edward,n. εδουάρδος
egypt,n. αίγυπτος
egyptian,E·gyp·tian || ɪ'dʒɪpʃn n. αιγύπτιος E·gyp·tian || ɪ'dʒɪpʃn adj. αιγυπτιακός
egyptology,E·gyp·tol·o·gy || iːdʒɪp'tɒlədʒɪ n. αιγυπτολογία
eiffel tower,πύργος του αΐφελ
einstein,n. αϊνστάιν
elbe,n. έλβας
elizabeth,n. ελισάβετ
elizabethan,E·liz·a·be·than || ɪlɪzə'biːθn adj. ελισαβετιανός
eminence,"em·i·nence || 'emɪnəns n. εξοχότης, υπεροχή, περιωπή, ύψωμα"
emmanuel,n. εμμανουήλ
england,n. αγγλία
english channel,"n. μάγχη, θάλασσα της μάγχης"
english,Eng·lish || 'ɪŋglɪʃ adj. αγγλικός Eng·lish || 'ɪŋglɪʃ n. εγγλέζος
englishman,'Eng·lish·man || 'ɪŋglɪʃmən n. άγγλος
englishwoman,n. αγγλίδα
enlightenment,"en'light·en·ment || -mənt n. διαφωτισμός, διαφώτιση"
enterprise,en·ter·prise || 'entəpraɪz n. επιχείρηση
epicurus,n. επίκουρος
epirus,n. ήπειρος
erebus,n. έρεβος
eros,n. έρως
esperanto,Es·pe·ran·to || espə'ræntəʊ n. εσπεράντο
esq.,κύριος
esquire,"es·quire || ɪ'skwaɪə n. αξιότιμος κύριος, κύριος"
ester,"es·ter || 'estə n. εκτίμηση, αστήρ"
ethiopia,n. αιθιοπία
ethiopian,E·thi·o·pi·an || iːθɪ'əʊpjən n. αιθίοπας E·thi·o·pi·an || iːθɪ'əʊpjən adj. αιθιοπικός
euboea,n. εύβοια
eucharist,"Eu·cha·rist || 'juːkərɪst n. ευχαριστία, θεία μετάληψη, θεία ευχαριστία"
euclid,Eu·clid || 'juːklɪd n. ευκλείδης
eurasia,n. ευρασία
euripides,n. ευριπίδης
euro,Eu·ro || 'jʊərəʊ n. ευρώ
eurocard,n. ευρωκάρτα
europe,n. ευρώπη
european,Eu·ro·pe·an || jʊərə'piːən n. ευρωπαίος Eu·ro·pe·an || jʊərə'piːən adj. ευρωπαϊκός
eve,iːv n. εύα
exodus,ex·o·dus || 'eksədəs n. έξοδος πλήθους
extremely low frequency,εξαιρετικά χαμηλή συχνότητα
f,n. φά
fabian,"Fa·bi·an || 'feɪbjən adj. αποφεύγων τη μάχη, αναβλητικός n. φαβιάνος"
fahrenheit,Fahr·en·heit || 'færənhaɪt n. θερμόμετρο φαρενάιτ
fang,"n. δόντι ζώου, νύχι ζώου, δόντι σκύλου"
far east,άπω ανατολή
february,"Feb·ru·ar·y || 'febrʊərɪ n. φεβρουάριος, φλεβάρης"
fender,"'fend·er || 'fendə(r) n. προφυλακτήρας αυτοκίνητου, προφυλακτήρας, φτερό"
filipino,Fil·i·pi·no || fɪlɪ'piːnəʊ adj. φιλιππίνος
finland,n. φινλανδία
finn,fɪn n. φινλανδός
finnish,Finn·ish || 'fɪnɪʃ adj. φινλανδικός
fleet admiral,αρχιναύαρχος
fleet air arm,n. ναυτική αεροπορία
formica,For·mi·ca || fɔː'maɪkə n. φορμαίκα
fort,fɔrt /fɔːt n. φρούριο
foundation,"foun·da·tion || faʊn'deɪʃn n. θεμέλιο, θεμελίωση, θεμέλια, ίδρυμα"
france,n. γαλλία
frances,n. φραγκίσκη
frank,fræŋk n. φραγκίσκος
fred,n. φρειδερίκος
frederic,n. φρειδερίκος
frederick,n. φρειδερίκος
freemason,n. ελευθερότεκτων
french toast,"φέτα άρτου αλειμμένη με αυγόγαλα και τηγανισμένη, φέτα ψωμιού αλειμμένη με αυγόγαλα και τηγανισμένη"
french,"frentʃ n. γαλλική γλώσσα, γαλλίδα, γάλλος frentʃ adj. γαλλικός"
frenchman,'French·man || 'frentʃmən n. γάλλος
frenchwoman,n. γαλλίδα
friday,Fri·day || 'fraɪdɪ n. παρασκευή
fronde,n. σύνθετο
g,dʒiː n. σολ
gb,γιγαμπάιτ
gabriel,n. γαβριήλ
gad,n. βουκέντρο
gael,geɪl n. κέλτης
galatia,n. γαλατία
galatian,n. γαλάτης
galilean,Gal·i·le·an || gælɪ'liːən adj. γαλιλαίος
galilee,gal·i·lee || 'gælɪlɪː n. γαλιλαία
galileo,n. γαλιλαίος
gallic,"gal·lic || 'gælɪk adj. γαλλικός, γαλατικός"
ganges,n. γάγγης
garbage,gar·bage || 'gɑrbɪdʒ /'gɑːb- n. σκουπίδια
garrison,gar·ri·son || 'gærɪsn n. φρουρά
gaul,gɔːl n. γαλάτης
geiger counter,Gei·ger count·er || 'gaɪgə μέτρο ραδιενέργειας
gemini,Gem·i·ni || 'dʒemɪnaɪ n. δίδυμοι [ζώδιο]
gene,"dʒɪːn n. γένος, παράγοντας κληρονομικότητας, γονίδιο"
genesis,"gen·e·sis || 'dʒenɪsɪs n. γένεσις, γένεση"
geneva,ge·ne·va || dʒɪ'nɪːvə n. γενεύη
george,dʒɔːdʒ n. γεώργιος
georgia,n. γεωργία
german,"ger·man || 'dʒɜrmən /'dʒɜːm- n. γερμανός, συγγενής εξ' αίματος ger·man || 'dʒɜrmən /'dʒɜːm- adj. γερμανικός"
germany,n. γερμανία
gertrude,n. γερτρούδη
gethsemane,n. γεσθημάνη
gibraltar,n. γιβραλτάρ
gilbert,n. γίλβερτος
glasgow,n. γλασκώβη
glover,"n. κατασκευαστής χειροκτίων, πωλητής χειροκτίων"
go ahead,"προχωρήστε, συνέχισε"
god bless you,με τις υγείες σας
god,gɑd /gɒd n. θεός
goethe,n. γκάιτε
golden age,χρυσός αιώνας
golden fleece,n. χρυσόμαλλο δέρας
golgotha,n. γολγοθάς
goliath,Go·li·ath || gəʊ'laɪəθ n. γολιάθ
good friday,μεγάλη παρασκευή
gordian knot,n. γόρδιος δεσμός
gordian,Gor·di·an || 'gɔːdjən adj. γόρδιος
gorgon,"Gor·gon || 'gɔːgən n. γοργόνα, γοργών"
goth,gɒθ n. γότθος
gothic style,γοτθικό
gothic,Goth·ic || 'gɒθɪk adj. γοτθικός
goths,n. γότθοι
grace,"greɪs n. εύνοια, χάρη, χάρις, ευλογία"
great bear,n. μεγάλη άρκτος [ζώδιο]
great britain,"μεγάλη βρετανία, βρετανία"
grecian,Gre·cian || 'griːʃn adj. ελληνικός
greece,n. ελλάδα
greek salad,χωριάτικη
greek,"griːk n. ελληνικός, έλλην, ελληνικά, έλληνας, ελληνίδα griːk adj. ελληνικός"
greenland,n. γροιλανδία
greenwich,n. γκρήνουιτς
gregorian,Gre·go·ri·an || grɪ'gɔːrɪən adj. γρηγοριανός
gregory,n. γρηγόριος
gruyere,n. γραβιέρα
guatemala,n. γουατεμάλα
guiana,n. γουιάνη
guider,n. οδηγητής
guinea,guin·ea || 'gɪnɪ n. γκινέα
guy,"gaɪ n. φαιδρός, καλώδιο, άνθρωπος"
gypsy,gyp·sy || 'dʒɪpsɪ adj. αθίγγανος
hades,Ha·des || 'heɪdiːz n. άδης
hadrian,n. αδριάνος
hague,n. χάγη
hair,"her /heə n. κόμη, τρίχα, μαλλιά, τρίχωμα"
haiti,n. αΐτη
halloween,"Hal·low·e'en || hæləʊ'iːn n. 31 οκτώβρη, παραμονή των άγιων πάντων"
hamburg,n. αμβούργο
hamlet,ham·let || 'hæmlɪt n. χωριουδάκι
hannibal,n. αννιβάς
happy new year,"ευτυχές το νέο έτος, καλή πρωτοχρονιά"
harpy,"har·py || 'hɑrpɪ /'hɑːp- n. άρπυια, στρίγκλα"
harriet,n. ερριέτα
harry,har·ry || 'hærɪ n. έρρικος
havana,Ha·van·a || hə'vænə n. αβάνα
hawaii,n. χαβάη
hebrew,"He·brew || 'hiːbruː n. εβραίος, εβραϊκά He·brew || 'hiːbruː adj. εβραϊκός"
hecate,n. εκάτη
hector,n. έκτορας
hegira,"n. εγείρα, φυγή"
helen,n. ελένη
helicon,n. ελικών
hellas,n. ελλάδα
hellene,Hel·lene || 'heliːn n. έλληνας
hellenic,Hel·len·ic || he'liːnɪk adj. ελληνικός
hellenism,Hel·len·ism || 'helɪnɪzəm n. ελληνισμός
hellespont,n. ελλησπόντος
