Word,Meaning
adorn,"pryde, smykke"
adroit,behendig
adult,voksen
adult education,voksenopplæring
adulter,ekteskapsbryter
adulterate,forfalske
adultress,ekteskapsbryter
advance,frammarsj
advanced training,videreutdanning
advantage,fordel
advantageous,fordelaktig
adventure,"opplevelse, eventyr"
adversary,motstander
adverse,fiendtlig
advertise,"kunngjøre, reklamere"
advertisement,annonse
advice,"råd, rådgivning, vink"
advisor,rådgiver
advocate,advokat
aerial,luftig
aeroplane,fly
afar,langt borte
affair,"sak, affære, anliggende"
affect,"påvirke, berøre"
affection,hengivenhet
affiliate,knytte til
affirm,"forsikre, bekrefte"
afflict,bedrøve
affliction,"lidelse, prøvelse"
affluence,tilstrømning
afford,"ha råd til, yte"
afield,ut på marken
afoot,"i gjære, til fots"
afraid,redd
afresh,på ny
aft,akter-
after,"bak, etter"
afternoon,ettermiddag
afterwards,bak
again,"igjen, pånytt"
age,alder
agency,"virksomhet, agentur"
agglomerate,klumpe seg
aggravate,forverre
aggression,aggresjon
aggressive,"stridbar, pågående, aggressiv"
agile,smidig
agonize,"pine, pines"
agonizing,pinefull
agony,"pine, dødskamp"
agrarian,"jordbruks-, agrar"
agree,"stemme, samtykke, bli enig"
agreeable,"overensstemmende, behagelig"
agreement,"overenskomst, enighet"
agricultural,jordbruks-
agriculture,jordbruk
aground,på grunn
ahead,"framover, foran, fremover"
aid,hjelpe
ail,"være syk, hangle"
ailing,skrantende
ailment,"sykdom, illebefinnende"
aim,"målsetting, sikte, strebe etter, trakte"
aim for,tilstrebe
aimless,uten mål
air,luft
air force,luftvåpen
air pollution,luftforurensning
air-mail,luftpost
airbag,kollisjonspute
airbase,flybase
airborne,flybåren
airconditioning,"klimaanlegg, luftkondisjonering"
aircraft,"fly, luftfartøy"
aircraft carrier,hangarskip
airfield,flyplass
airliner,rutefly
airplane,fly
airport,"lufthavn, flyplass"
albania,albania
albanian,albaner
ale,øl
alien,fremmed
all,"alt, alle"
all but,alle untatt
all in all,overhodet
all over again,"på nytt, igjen"
all the same,likevel
all-around,allsidig
allege,påstå
alleged,"angivelig, påstått"
allegorical,allegorisk
allergic,allergisk
allergy,allergi
alleviate,lindre
alleviation,"lindring, lettelse"
alley,"allé, smug"
allow,"tillate, gi lov til, innrømme"
allowance,"innrømmelse, rasjon, rabatt"
alloy,legering
allude to,hentyde
allure,"forlokke, lokke"
allurement,"lokkemat, tillokking"
allusion,hentydning
ally,"forbi, forbundsfelle, alliert"
almond,mandel
almost,nesten
alms,almisse
aloft,til værs
alone,"enslig, alene"
along,"bortover, langs, avsted"
aloof,"fjern, reservert"
aloud,høyt
alphabet,alfabet
alpine,alpe-
already,"alt, allerede"
also,"dessuten, også, til og med"
also diocese,stift
also drageskip,drakeskip
also drakeskip,drageskip
also fascinere,fasinere
also fascinerende,fasinerende
also pull,rake
also rullefelt,rullesjakt
also rullesjakt,rullefelt
also verb go,tre
altar,alter
alter,"endre, forandre"
alteration,forandring
alternate,"skifte, vekselvis, veksle"
although,"selv om, skjønt"
altitude,høyde
altogether,"aldeles, alt i alt, ganske"
alum,alun
aluminium,aluminium
aluminum,aluminium
always,"bestandig, alltid"
am,er
amazing,utrolig
ambassador,ambassadør
ambiguous,"mangetydig, tvetydig"
ambition,"ærgjerrighet, bestrebelse"
ambitious,ærgjerrig
ameliorate,"bedre, forbedre"
amenable,"føyelig, mottagelig"
amendment,tillegg
amicable,vennskapelig
amidst,midt iblandt
amnesia,hukommelsestap
among,"blant, blandt"
among other things,blant annet
among others,blant andre
amongst,"blant, blandt"
amorous,forelsket
amount,"beløp, bety, mengde"
amplifier,forsterker
amplify,forsterke
amuse,"underholde, more"
amused,"underholdt, moret"
amusement,"moro, underholdning"
amusing,underholdende
an,"et, en"
an out-of-the-way place,avkrok
anaemia,blodmangel
anaemic,blodfattig
anaesthesia,bedøvelse
anaesthetic,"bedøvende middel, bedøvelse"
analogic,analogisk
analogous,analog
analogy,"analogi, overensstemmelse"
analyse,analysere
analysis,analyse
anatomy,anatomi
ancestor,"forfedre, stamfar, aner"
ancestry,"ætt, byrd, aner, herkomst"
anchor,"anker, ankre"
anchor in,forankre
anchorage,ankerplass
anchovy,ansjos
ancient,"gammel, fra gamle tider"
ancillary,hjelpe-
and,og
and so,og så videre
anew,"igjen, pånytt"
angel,engel
anger,sinne
angle,"fiske med snøre, vinkel, angel"
angle brackets < and >,vinkelparentes
angry,sint
anguish,"pine, kval"
angular,vinkelformet
animal,dyr
animal experimentation,dyreforsøk
animosity,"fiendskap, hat"
ankle,ankel
annex,tilføyelse
annihilate,tilintetgjøre
anniversary,årsdag
announce,"meddele, forkynne, melde, kunngjøre"
announcement,"kunngjøring, melding, påmelding"
announcer,"hallodame, hallomann"
annoy,"irritere, ergre"
annoyance,"irritasjon, ergrelse"
annual,årlig
annual report,årsberetning
annual volume,årgang
anoint,smøre
anomalous,uregelrett
anomaly,"avvik, uregelmessighet"
anonymity,anonymitet
anonymous,anonym
another,"en til, en annen"
answer,"stå til, svar, svare, besvare"
answerable,ansvarlig
answering machine,telefonsvarer
ant,maur
antagonism,"strid, motsetningsforhold"
antagonist,motstander
antarctic,"sydpols-, antarktisk, sydpols-, Antarktis"
ante,innsats
antecedents,"tidligere liv, fortid, tidlig"
antechamber,forværelse
antedate,forutdatere
antelope,antilope
antenna,"følehorn, antenne"
anterior,tidligere
anthem,hymne
anthill,maurtue
anthrax,miltbrann
anticipate,"foregripe, forutse"
anticipation,"foregriping, forutfølelse, forventning"
antidote,motgift
antipathy,"antipati, motvilje"
antiquarian,antikvar
antique,"antikk, antikvitet"
antiquities,oldtidslevninger
antiquity,klassisk oldtid
antiseptic,antiseptisk
anvil,ambolt
anxiety,"engstelse, uro"
anxious,"ivrig, engstelig"
anybody,hvem som helst
anyhow,helst
anyone,"hvilken som helst, enhver"
anything,hva som helst
anyway,"allikevel, helst"
anywhen,når som helst
anywhere,hvor som helst
apart,avsondret
apartment,"leilighet, værelse"
apartment building,blokk
apathy,sløvhet
ape,"etterape, ape"
aperture,"hull, åpning"
apiece,"for stykket, til hver"
apish,"etterapende, fjollet, apelignende"
apologetic,unnskyldende
apologize,be om unnskyldning
apology,unnskyldning
apostle,apostel
appal,forskrekke
apparatus,apparat
apparently,tilsynelatende
appeal,"appellere, behage, innanking, appell, henstilling"
appear,"vise seg, innfinne seg, opptre"
appearance,"utseende, tilsynekomst"
appearances,skinn
appellation,navn
appendix,"blindtarm, vedheng"
appetite,"lyst, appetitt"
appetizer,forrett
appetizers,foretter
appetizing,appetittvekkende
applaud,applaudere
applause,"bifall, applaus"
apple,eple
appliance,"innretning, redskap"
applicable,anvendelig
applicant,søker
application,"anbringelse, anvendelse, påmelding, flid, søknad"
applied,henvendt
applies to,gjelde
apply,"henvende seg, søke, påføre, bruke"
apply for funds,søke om midler
apply to,gjelde
appoint,"fastsette, utnevne"
appointment,"utnevnelse, tilsetting, avtale"
appointments,"utrustning, avtaler"
appraisal,vurdering
appraise,vurdere
appreciate,"sette pris på, forstå, verdsette"
appreciation,"bedømmelse, verdsettelse"
apprehend,"pågripe, anholde, frykte, begripe"
apprehension,"pågripelse, forståelse, frykt"
apprehensive,"bekymret, rask til å oppfatte, redd"
apprentice,lærling
apprenticeship,læretid
approach,"henvende, adkomst, innfallsvinkel, innstilling"
approaching,anmarsj
approbation,bifall
appropriate,"bevilge, tilegne seg, grei, hensiktsmessig"
appropriation,"bevilgning, tilegnelse"
approval,"godkjenning, bifall"
approve,"bifalle, godkjenne"
approximate,omtrentlig
apricot,aprikos
april,april
apron,forkle
aptitude,sikkerhet
arbitrary,villkårlig
arbitrate,megle
arbitration,voldgift
arbitrator,voldgiftsmann
arcade,buegang
arch,"bue, skjelmsk, hvelv, erke-"
archaeologist,arkeolog
archaeology,arkeologi
archbishop,erkebiskop
archer,bueskytter
archery,bueskyting
archipelago,"arkipel, øygruppe"
architect,arkitekt
architecture,byggekunst
arctic,arktisk
ardent,"brennende, ildfull"
area,"flateinnhold, område, flate, areal"
area of activity,fagområde
argue,"drøfte, argumentere"
arm,"arm, ruste"
arm-chair,lenestol
army,hær
arouse,vekke
arrange,formidle
arrangement,ordning
arrears,restanse
arrest,pågripe
arrival,ankomst
arrive,"framme, ankomme"
arrogance,hovmod
arrogant,"hoven, hovmodig"
arrow,pil
arrow key,piltast
arse,"rompe, ræv"
arson,brannstiftelse
arsonist,brannstifter
art,kunst
art for loan,artotek
article,ting
artificial,kunstig
artisan,håndtverker
as,som
as a rule,som regel
as it were,liksom
as though,som om
as usual,som vanlig
ascend,bestige
ascertain,finne ut
ascribe,"tillegge, tilskrive"
ash,ask
ash tray,askebeger
ash wednesday,askeonsdag
ash-tray,askebeger
ashamed,skamfull
ashes,aske
ask,spørre
askance,på skjeve
asparagus,asparges
aspiration,bestrebelse
aspirin,globoid
ass,"esel, ræv"
assassin,snikmorder
assemblage,samling
assemble,"montere, komme sammen"
assent,samtykke
assert,"hevde, påstå"
assertion,påstand
assertive,påståelig
assess,beskatte
assessment (tax),"likning, ligning"
asshole,rævhol
assigner,oppdragsgiver
assignment,oppdrag
assist,hjelpe
associate,"kollega, forbindelse"
associated with,forbundet
association,"forening, liga"
assume,anta
assumed,antatt
astonish,forbause
astonishing,forbausende
astound,forbløffe
astray,på villspor
astride,overskrevs
astute,"gløgg, slu"
asunder,i stykker
asylum,asyl
asylum seeker,asylsøker
at,ved
at all,overhodet
at any rate,i hvert fall
at last,endelig
at most,høyst
at night,"om natten, om kvelden"
at once,straks
at present,nå
at random,på måfå
at school,på skolen
at sea,"til sjøs, på sjøen"
at stake,på spill
at the same time,samtidig
at times,"undertiden, av og til"
athens,Athen
athlete's foot,fotsopp
atone for,sone
atonement,soning
atrocious,fryktelig
atrocity,grusomhet
attach,"tillegge, binde, knytte"
attack,"angrep, angripe"
attain,oppnå
attempt,"prøve, forsøke"
attempted rape,voldtektsforsøk
attend,"besøke, innfinne seg, betjene, ledsage"
attend to,rette opp
attendance,tilstede
attention,"oppmerksomhet, oppsikt, gehør"
attic,loft
attitude,"innstilling, holdning"
attorney,advokat
attractive,fordelaktig
attribute,kjennetegn
audacious,dumdristig
audible,hørbar
audience,publikum
audio,lyd
audio book,lydbok
august,august
aunt,tante
authentic,"ekte, autentisk"
author,"opphavsmann, forfatter"
authority,myndighet
authorize,autorisere
authorized,autorisert
automatic,automatisk
automatic transmission,automatgir
automobile,bil
automoton,automat
autumn,høst
available,tilgjengelig
avalanche,skred
avarice,"griskhet, gjerrighet"
avenge,hevne
avenue,allé
average,gjennomsnitt
average household,gjennomsnittshusholding
averse,uvillig
aversion,"aversjon, uvilje"
aviation,flyging
aviator,flyger
avocation,bibeskjeftigelse
avoid,"unngå, sky"
await,vente
awaken,vekke
award,"pris, premie"
aware,kjent
away,"vekk, bortreist"
awesome,kjempeflott
awful,uhyggelig
awkward,"klosset, keitet"
awning,"markise, solseil"
awry,forkjært
axe,øks
axis,aksel
axle,aksel
baby,spebarn
bachelor,ungkar
back,"rygg, tilbake"
back up,rygge
back wheel,bakhjul
back-logged,tilbakelagt
background,bakgrunn
backing,dekning
backpack,ryggsekk
backspace key,tilbaketast
backsweep,dragsug
backwards,"baklengs, bakvendt"
backwash,dragsug
backwater,bakevje
bacon,flesk
bacon bits,fleskebiter
bacteria,bakterier
bad,dårlig
badge,merke
baffle,"forpurre, forvirre"
bag,"pose, sekk, veske, bag"
baggage,bagasje
baggy,posete
bagpipe,sekkepipe
bail,kausjon
bait,"åte, lokkemat, agn"
bake,bake
baker,baker
bakery,bakeri
balance,likevekt
balcony,"altan, balkong"
bald,skallet
bald-headed,skallet
ball,ball
ball of yarn,nøste
balloon,ballong
ballot,stemmeseddel
ballpoint pen,kulepenn
balm,balsam
balmy,"mild, skrullete"
bamboo,bambus
banana,banan
bandage,bind
banish,forvise
banister,gelender
bank,bank
bank statement,kontoutskrift
bank),disk
banner,flagg
banter,småerte
barb,"brodd, mothake, tagg"
barbecue,grillfest
barbed wire,piggtråd
barber,"frisør, barbermester"
bare,"bart, bare, bar"
bargain,"kupp, prute, god handel"
barge,"lekter, pram"
bark,"bjeff, bjeffe"
barley,bygg
barn,låve
barometer,barometer
barracks,"brakke, kaserne"
barrel,"tønne, valse, fat, løp"
barren,"gold, ufruktbar"
barrister,advokat
barrow,trillebår
barter,byttehandel
based on observ,empirisk
basement,kjeller
basic,"grunn-, basisk"
basin,"kum, fat, basseng"
basis,"basis, grunnlag"
bask,sole seg
basket,kurv
bass,bass
bastard,uekte
bat,"balltre, flaggermus"
bath,"bad, badekar"
bathe,"bade, bad"
bathing suit,badedrakt
bathing trunks,badebukse
bathroom,badeværelse
bathtub,badekar
baton,stokk
battery,"batteri, akkumulator"
battle,slag
battlefield,slagmark
battlefront,forside
battlement,brystvern
bawl,"skråle, brøle"
bay,"bukt, vik"
bazaar,"samvirkelag, torg"
be,være
be accepted,komme inn
be asleep,sove
be bound for,"være bestemt for, på vei til"
be bound to do,"være forutbestemt, nødt til"
be brief,fatte
be brought up,komme opp
be clear from,framgå
be content with,nøye seg
be enough,rekke
be full of,romme
be going to,komme til å
be in agreement with,innforstått
be in charge,ha ledelsen
be in mourning,bære sørgedrakt
be included in,inngå
be located,stå
be on parole,være prøveløslatt
be on the sick list,sykemeldt
be prejudiced,"være forutinntatt, ha fordommer"
be right,ha rett
be satisfied with,nøye seg
be sick,kaste opp
be stuck,sitte fast
be surprised,stusse
be taken,bli tatt
be under repair,være til reparasjon
be unwilling,vegre seg
be up to,drive med
be versed in,være kyndig i
beach,strand
beacon,"fyr, sjømerke"
bead,perle
beak,nebb
beam,"ståle, bjelke"
bean,bønne
bear,bjørn
beard,skjegg
beast,"udyr, dyr, utdyr"
beast of prey,rovdyr
beastly,"avskyelig, dyrisk"
beat down,"slå ned, prute ned"
beautiful,"vakker, nydelig, skjønn, pen"
beauty,skjønnhet
beauty care,skjønnhetspleie
because,fordi
beckon,vinke
become,bli
bed,seng
bedroom,soverom
bee,bie
beef,oksekjøtt
beefsteak,biff
beehive,bikube
beer,øl
beet,bete
beetle,bille
before,"foran, innen, før"
beg,tigge
beggar,tigger
begin,"begynne, innlede"
behalf,vegne
behave,forholde
behave affectedly,gjøre seg til
behavior,atferd
behaviour,oppførsel
behind,bak
behold,"skue, se"
beige,beige
being,"skapning, vesen, eksistens"
belated,forsinket
belch,"rap, oppstøt"
belief,tro
bell,klokke
belligerent,krigførende
bellowing,skrål
belly,"mave, buk"
belong,tilhøre
belong to,tilhøre
below,"under, ned"
bench,benk
beneath,under
benefaction,velgjerning
benefit,"gagn, gode"
benevolence,velvilje
benevolent,velvillig
bent,"tilbøyelighet, vippe, buktet"
bequeath,testamentere
berth,ankerplass
beside,nær
besiege,beleire
bestow,"skjenke, gi"
bestseller,bestselger
bet,"vedde, satse"
betray,forråde
betrayal,svik
betroth,forlove
better,"bedre, forbedre"
between,imellom
beverage,drikk
beverages,drikker
bewilder,forvirre
bewilderment,forvirring
bewitch,forhekse
beyond,hinsides
beyond retrieval,"ugjenkallelig, kan ikke reddes"
bias,"fordom, vinkling"
biased,"partisk, forutinntatt"
biassed,"forutinntatt, partisk"
bib,smekke
bicycle,sykkel
bier,"båre, likbåre"
big,stor
bigamy,bigami
bigot,"intolerant person, fanatiker"
bigoted,sneversynt
bike,sykkel
bilberry,blåbær
bill,"seddel, regning, billett"
bill of lading,konnossement
billboard,plakattavle
billiards,biljard
bin,"kasse, binge"
bind,binde
binding,innbinding
binoculars,kikkert
biographer,levnetsskildrer
biography,biografi
biological,biologisk
biologist,biolog
biology,biologi
birch,bjørk
bird,fugl
birth,"fødsel, herkomst, byrd"
birthday,fødselsdag
birthmark,"fødselsmerke, føflekk"
birthplace,fødested
birthrate,fødselshyppighet
biscuit,kjeks
bisexual,biseksuell
bishop,"biskop, løper"
bishopric,stift
bit,"stykke, borspiss, bissel"
bit,crumble smule
bit by bit,litt etter litt
bitch,tispe
bite,"bite, bitt, stikk"
bitter,"bitter, besk"
bitterness,"bitterhet, skarphet"
black,"sverte, neger, mørk, svart"
black currants,solbær
black frost,barfrost
black market,svartebørs
black widow,svart enke
blackberry,bjørnebær
blackboard,tavle
blackcurrant,solbær
blacken,sverte
blackened,formørket
blackguard,"slyngel, kjeltring"
blacklist,svarteliste
blackmail,pengeutpressing
blacksmith,grovsmed
bladder,blære
blade,blad
blame,"klandre, daddel, dadle"
bland,"blid, mild"
blank,"tomrom, blank, ubeskrevet"
blanket,"teppe, ullteppe"
blant annet - among others,bl. a.
blaspheme,"spotte, banne"
blasphemy,"blasfemi, gudsbespottelse"
blast,"vindkast, sprenge, ødelegge"
blaze,"flamme, skinne, lyse, brann"
blazer,sportsjakke
blazonry,heraldikk
bleach,"blekemiddel, bleike"
bleak,"kald, guffen, sturen"
bleat,breke
bleed,"blø, årelate'"
bleep,"kort lydsignal, pipe"
bleeper,personsøker
blemish,"skjemme, skavank"
blend,"blande, blanding"
bless,velsigne
blessed,"hellig, velsignet"
blessing,velsignelse
bli,"become, is (are)"
blight,sykdom på planter
blind,blind
blind alley,blindvei
blind followers,medløper
blinds,rullegardin
bliss,lykksalighet
blissful,lykksalig
blister,blemme
blizzard,snøstorm
bloated,oppsvulmet
block,"sperre, kvartal"
block of flats,blokk
blond,blond
blood,blod
blood poisoning,blodforgiftning
blood transfusion,blodoverføring
bloodshed,blodsutgytelse
bloodvessel,blodkar
bloody,"helvetes, blodig, fordømt"
bloom,blomst
blossom,"blomstre, blomst"
blot,klatt
blouse,bluse
blow up,sprenge
blowfly,spyflue
blubber,spekk
blue,blå
blue cheese,roquefortost
blueprint,blåkopi
bluff,"barsk, steil, bratt"
blunder,bommert
blunt,"sløv, likefram"
blur,dimme
blush,rødme
boar,villsvin
board,nemnd
boast,skryte
boat,båt
body,legeme
bog,myr
boil,koke
boiler,kjele
boisterois,støyende
bold,tykk
bomb,bombe
bone,ben
bonfire,bål
bonnet,panser
book,"bok, hefte"
book binding,innbinding
book spread,oppslag
booking,bestilling
booklet,hefte
bookshop,bokhandel
boost,"forsterke, øke"
booth,bod
boring,kjedelig
born,født
borrow,låne
bosom,"barm, bryst"
bother,bryderi
bottle,flaske
bouillon,buljong
boulder,kampestein
bounce,"bykse, sprette, stusse"
bound,"sprett, begrense, grense, byks"
boundary,grense
bounty,skuddpremie
boutique,"butikk, forretning"
bow,"baug, bøye, bue, bukk, fiolinbue, sløyfe"
bow-legged,hjulbeint
bowels,"innvoller, tarmer"
bowl,"bolle, kule, skål"
bowler,"hatt, en som bowler"
bowling,"bowling, kjeglespill"
box,"avlukke, skrin, losje, eske, kasse, koffert"
box-office,billettkontor
boxer shorts,underbukser
boy,gutt
boy scout,speidergutt
boyish,gutteaktig
bra,bysteholder
brace,"stramme, binde, spenne, par, bånd"
bracelet,armbånd
braces,bukseseler
bracket,"konsoll, sette i klammer, understøtte"
brackets,"parentes, klammer"
brag,skryte
braid,"flette, snor"
braiding,"pyntebånd, snorbesetning"
brain,"forstand, hjerne"
brain damage,hjerneskade
brain-injured,hjerneskadet
braindead,hjernedød
brains,"hjerne, forstand"
brainteaser,gåte
brake,"bremse, brems"
brake lining,bremsebelegg
bran,kli
branch,"gren, avdeling, filial"
branch library,bibliotekfilial
brand,"brennemerke, stemple, svimerke, merke"
brandy,konjakk
brass,messing
brat,unge
brave,"modig, tapper"
brawl,"klammeri, slagsmål"
brazen,"messing-, frekk, skamløs"
breach,"bresje, brudd"
bread,brød
breadbin,brødboks
breadth,bredde
breadwinner,familieforsørger
break,"friminutt, brudd, avbrytelse, ødelegge, brekke"
break-in,innbrudd
break-up,"sammenbrudd, oppløsning"
breakable,"skrøpelig, skjør"
breakage,"brudd, beskadigelse"
breaker,brottsjø
breakfast,frokost
breaking-in (a new engine),innkjøring
breakthrough,gjennombrudd
breakwater,molo
breast,bryst
breath,"ånde, åndedrag, pust"
breathe,puste
breathless,andpusten
breech birth,setefødsel
breed,"formere seg, avle, fostre, rase"
breeding,"avl, oppdragelse"
breeding stock,avlsdyr
breeze,bris
brew,"brygge, brygg"
brewer,brygger
brewery,bryggeri
bribe,"bestikke, bestikkelse"
bribery,bestikkelse
brick,murstein
bricklayer,murer
bridal,"bryllups-, brude-"
bride,brud
bridegroom,brudgom
bridesmaid,prudepike
bridge,"bridge, bro"
bridle,"tøyle, bissel"
brief,"kort, saksresymé, kortvarig, orientere"
briefcase,dokumentmappe
bright,"lys, strålende, klar, gløgg"
bright spot,lyspunkt
brighten,lyse opp
brightness,lysstyrke
brilliance,"stråleglans, lysstyrke"
brilliant,"briljant, strålende"
brim,"kant, rand"
bring,"hente, bringe"
bring about,medføre
bring in,innbringe
brink,kant
brisk,"rask, livlig"
bristle,"bust, reise bust"
british,britisk
briton,brite
brittle,"skjør, sprø"
broad,bred
broad-minded,"tolerant, vidsynt"
broadcast,kringkaste
broke,blakk
broken stones,steinsprut
broker,mekler
bronchitis,bronkitt
bronze,bronse
brooch,brosje
brook,bekk
broom,"sopelime, kost"
broth,"sjy, kjøttkraft"
brother,bror
brother-in-law,svoger
brown,brun
brown sugar,råsukker
browser,nettleser
bruise,skade
brush,børste
brussels sprouts,rosenkål
brutal person,råskinn
bubble,blære
bucket,"spann, bøtte"
buckle,spenne
budgie,undulat
buffer,støtfanger
buffet,bar
buffoon,bajas
bug,insekt
build,lage
build on,grunne
building,"bygning, anlegg"
built-in,innebygd
bulb,pære
bulge,ese
bull,tull
bullet,kule
bully,hakke på
bulwark,skansekledning
bumblebee,humle
bumper,støtfanger
burden,byrde
burdensome,tung
bureau,"kontor, byrå"
burglar,innbruddstyv
burglary,innbrudd
burial,begravelse
burn,brenne
burrow,hule
bury,begrave
bus stop,buss-stopp
business,"forretning, anliggende"
business deal,anliggende
busstop,buss-stopp
bustle,travelhet
busy,"opptatt, travel"
but,men
but for,uten
butcher,slakter
butler,hovmester
butter,smør
butterfly,sommerfugl
buttock,rumpeballe
button,knapp
buxom,"trivelig, yppig"
buy,kjøpe
by,"ifølge, etter, av, forbi, ved, med"
by a certain time,innen
by rail,med jernbane
by request,etter anmodning
by that time,innen den tid
by the way,forresten
by turns,vekselvis
by way of,"gjennom, via"
by word of mouth,muntlig
bye,"på gjensyn, farvel"
cab,drosje
cab-stand,drosjeholdeplass
cabaret,kabaret
cabbage,kål
cabinet,skap
cable,kabel
cackle,"snadre, kakle"
