Word,Meaning
lyhennelmä,abridgment
abriini,abrin
ulkomailla,abroad
kumota,abrogate
kumoamista,abrogation
abrogatorille,abrogator
äkillinen,abrupt
äkillisesti,abruptly
jyrkkyyttä,abruptness
paise,abscess
-tys,absciss
abskissa,abscissa
abskissoja,abscissae
livistää,abscond
karannut,absconded
karkurien,absconder
poissaolo,absence
poissa,absent
poissaolija,absentee
poissaolojen,absenteeism
hajamielisesti,absently
hajamielisesti,absentmindedly
absintti,absinthe
absitin,absit
absoluuttinen,absolute
ehdottomasti,absolutely
ehdottomuus,absoluteness
synninpäästö,absolution
absolutismi,absolutism
itsevaltiuden kannattaja,absolutist
antaa synninpäästö,absolve
omaksua,absorb
absorboituvuus,absorbability
imeytyviä,absorbable
imeytyy,absorbed
imukyky,absorbency
imukykyinen,absorbent
vaimentimen,absorber
vaimentava,absorbing
absorptiometrillä,absorptiometer
absorptiometrisellä,absorptiometric
imeytyminen,absorption
imukykyinen,absorptive
absorptiivisuus,absorptivity
pidättyä,abstain
raittiusmies,abstainer
pidättyvä,abstemious
pidättyminen,abstention
pidättyvyys,abstinence
raitis,abstinent
abstrakti,abstract
hajamielinen,abstracted
abstraktio,abstraction
abstrakti taidesuunta,abstractionism
abstraktitasoa,abstractive
abstraktisti,abstractly
abstraktisuus,abstractness
vaikeatajuinen,abstruse
järjetön,absurd
järjettömyys,absurdity
mielettömän,absurdly
runsaus,abundance
runsas,abundant
runsaasti,abundantly
väärinkäyttö,abuse
väärinkäyttäjä,abuser
loukkaava,abusive
väärin,abusively
päätyä,abut
rajoittuminen,abutment
päittäin,abutting
pullollaan,abuzz
pohjaton,abysmal
syvyys,abyss
abessinialainen,Abyssinian
akaasia,Acacia
akateemikko,academian
akateeminen,Academic
akateeminen,academic
sovinnainen,academical
akateemisesti,academically
akateeminen puku,academicals
akateemikko,academician
traditionaalisuus,academism
akatemia,academy
novascotialainen,Acadian
väkäkärsämadot,Acanthocephala
lehväkoriste,acanthus
kapseliton,acapsular
punkki,acari
akarisidinen,acaricidal
punkkien,acaricide
punkkituholaisia,acarid
liittymään,accede
kiihdyttimen,accelerant
kiihdyttää,accelerate
kiihtyi,accelerated
kiihdytetysti,acceleratedly
kiihtyvyys,acceleration
kiihdytin,accelerator
kiihtyvyysanturi,accelerometer
aksentti,accent
painottaa,accentuate
hyväksyä,accept
hyväksyttävyys,acceptability
hyväksyttävä,acceptable
hyväksyttävästi,acceptably
hyväksyminen,acceptance
vastaanottamisen,acceptation
hyväksytty,accepted
tunnustaja,acceptor
pääsy,access
saavutettavuus,accessibility
saatavilla,accessible
liittyminen,accession
liitännäisyytensä,accessoriness
lisävaruste,accessory
taivutusoppi,accidence
onnettomuus,accident
satunnainen,accidental
vahingossa,accidentally
vahingossa tapahtuvan,accidential
vahingossa,accidently
haukka,Accipiter
suosiota,acclaim
suosionhuuto,acclamation
nukautua ilmanalaan,acclimate
mukautuminen,acclimation
akklimatisaatio,acclimatization
mukautua ilmanalaan,acclimatize
luiska,acclivity
kunnianosoitus,accolade
majoittaa,accommodate
mukautuva,accommodating
majoitus,accommodation
elvyttävää,accommodative
säestys,accompaniment
säestäjä,accompanist
seurata,accompany
rikoskumppani,accomplice
suorittaa,accomplish
aikaan,accomplished
saattaa tehdä,accomplisher
suoritus,accomplishment
sopimus,accord
mukaisesti,accordance
jnk kanssa yhtäpitävä,accordant
mukaan,according
sen mukaisesti,accordingly
harmonikka,accordion
ahdistaa,accost
puhutellut,accosted
tili,account
vastuullisuutta,accountability
vastuussa,accountable
vastuullisesti,accountably
kirjanpito,accountancy
kirjanpitäjä,accountant
kirjanpito,accounting
akkreditoida,accredit
akkreditointi,accreditation
valtuutettu,accredited
yhteenkasvu,accretion
kertyminen,accrual
kertyä,accrue
akkulturaatio,acculturation
kerätä,accumulate
kertymä,accumulation
akkumulatiivinen,accumulative
kerryttävyys,accumulativeness
akku,accumulator
tarkkuus,accuracy
tarkka,accurate
tarkasti,accurately
kirota,accurse
kirottu,accursed
syytös,accusation
akkusatiivi,accusative
syyttävä,accusatory
moittia,accuse
syytetty,accused
syyttäjä,accuser
syyttävästi,accusingly
totuttaa,accustom
tottuneet,accustomed
ässä,ace
asenafteeni,acenaphthene
asenaftenyyli,acenaphthenyl
asenaftyleeni,acenaphthylene
karvaus,acerbity
asetabulaaristen,acetabular
asetaali,acetal
asetaldehydi,acetaldehyde
asetalisaatiotuote,acetalization
asetamidi,acetamide
asetamidiini,acetamidine
asetamido,acetamido
acetani,acetanilid
asetanilidia,acetanilide
asetaatti,acetate
asethydratsidi,acethydrazide
etikka-,acetic
muuttaa etikaksi,acetify
asetoasetanilidia,acetoacetanilide
asetoasetaatti,acetoacetate
asetetikkahapon,acetoacetic
ista,acetoarsenite
acetobacterin,Acetobacter
asetoiinia,acetoin
asetolin,acetol
asetonaftonia,acetonaphthone
asetoni,acetone
asetoni-,acetonic
asetonitriili,acetonitrile
asetonin,acetonization
asetonyyli,acetonyl
asetonyyliasetonia,acetonylacetone
asetofenonin,acetophenone
etikka,acetous
asetyyli,acetyl
asetyyliasetonaattien,acetylacetonates
asetyyliasetoni,acetylacetone
asetylaatio,acetylation
asetylaatiofenotyypistä,acetylator
asetyylibentseeni,acetylbenzene
asetyyliselluloosaftalaatin,acetylcellulose
asetyylikoliini,acetylcholine
asetyleeni,acetylene
asetyleeninen,acetylenic
asetylenyyli,acetylenyl
asetyyliglysiini,acetylglycine
asetylidin,acetylide
asetyylifenolia,acetylphenol
asetyylisalisylaatin,acetylsalicylate
akalasia,achalasia
särky,ache
saavutettavissa,achievable
saavuttaa,achieve
saavutus,achievement
menestyjä,achiever
kipeä,aching
aklorhydrian,achlorhydria
värittömän,achromatically
särkevät,achy
happo,acid
hapan,acidic
happamoituminen,acidification
hapata,acidify
happamuus,acidity
happamat,acidophilous
asidoosi,acidosis
asidoottinen,acidotic
happamuudensäätö,acidulent
hapahko,acidulous
tunnustaa,acknowledge
kuitattavaksi,acknowledgeable
tunnustettu,acknowledged
kuittaaja,acknowledger
huippu,acme
finni,acne
aknetyyppinen,acneiform
akoluutti,acolyte
ukonhattu,aconite
akonitiinihap,aconitic
akonitiini,aconitine
terho,acorn
akustinen,acoustic
akustiset,acoustical
akustisesti,acoustically
akustikko,acoustician
akustiikka,acoustics
tutustuttaa,acquaint
tuttavuus,acquaintance
tuttavuus,acquaintanceship
tutustui,acquainted
suostua,acquiesce
suostumus,acquiescence
myöntyväinen,acquiescent
hankkia,acquire
hankittu,acquired
hankkija,acquirer
hankinta,acquisition
omistushaluinen,acquisitive
omistushalu,acquisitiveness
vapauttaa,acquit
vapauttava tuomio,acquittal
eekkeri,acre
pinta-ala,acreage
pisteliäs,acrid
akridiini,acridine
akridiniumin,acridinium
purevuus,acridity
akridonia,acridone
akridyyli,acridyl
pisteliäs,acrimonious
katkeruus,acrimony
akrobatialajiksi,acrobacy
akrobaatti,acrobat
taiturimainen,acrobatic
akrobatia,acrobatics
akroleiinia,acrolein
jättikärkisyyttä,acromegalia
akromegaliapotilaan,acromegalic
akromegalia,acromegaly
akronyymi,acronym
akropolis,acropolis
akrosomin,acrosome
poikki,across
akryyli,acryl
akryylialdehydi,acrylaldehyde
akrylaatti,acrylate
akryyli,acrylic
akrylonitriilistä,acrylonitrile
akrylyyli,acrylyl
säädös,act
aktiini,actin
aktiini,actine
toimiva,acting
aktiinisesti,actinically
aktinium,actinium
aktinobasilloosi,actinobacillosis
aktinoidi,actinoid
aktinoliitti,actinolite
aktinomysiini,actinomycin
aktinomykoosi,actinomycosis
toiminta,action
kannekelpoinen,actionable
toimintapläjäyksestä,actioner
aktivoitava,activable
aktivoida,activate
aktivointi,activation
aktivaattori,activator
aktiivinen,active
aktiivisesti,actively
aktiviini,activin
aktivismi,activism
aktivisti,activist
toiminta,activity
näyttelijä,actor
toimijuuden,actorship
näyttelijä,actress
säädökset,Acts
vakuutusmatemaat,actu
todellinen,actual
todellisuus,actuality
toteutuminen,actualization
kuvata elävästi,actualize
todella,actually
vakuutusmatemaattiset,actuarial
vakuutusmatemaattisesti,actuarially
aktuaari,actuary
vaikuttaminen,actuation
toimilaite,actuator
terävyys,acuity
terävyys,acumen
akupainanta,acupressure
akupunktio,acupuncture
akuutti,acute
akuutisti,acutely
asykliset,acyclic
asyyli,acyl
asyyliamido,acylamido
asyyliaminolla,acylamino
asylaatti,acylate
asyloinnin,acylation
asyloksi,acyloxy
mainos,ad
sananparsi,adage
aatami,Adam
järkkymätön,adamant
aatamin,Adamic
adamsiitti,adamsite
sopeuttaa,adapt
sopeutumiskyky,adaptability
mukautuva,adaptable
sovittaminen,adaptation
sopeutuvuus,adaptedness
adapteri,adapter
sovittaminen,adaption
mukautuva,adaptive
adaptiivisesti,adaptively
sopeutumiskykyyn,adaptiveness
adapteri,adaptor
lisätä,add
mendesinantilooppi,addax
lisätty,added
yhteenlaskettavalla,addend
lisäyksiä,addenda
lisäys,addendum
kyykäärme,adder
narkomaani,addict
riippuvainen,addicted
riippuvuus,addiction
addisonin,Addisonian
lisäys,addition
lisä-,additional
lisäksi,additionally
lisäaine,additive
additiivisuus,additivity
pilaantua,addle
osoite,address
vastaanottaja,addressee
esittää,adduce
additiotuotteen,adduct
adeniini,adenine
adenokarsinooma,adenocarcinoma
rauhasmainen,adenoid
honottava,adenoidal
rauhaskasvain,adenoma
adenomatoottinen,adenomatous
adenopatia,adenopathy
adenosiini,adenosine
adenoosi,adenosis
mestari,adept
riittävyys,adequacy
riittävä,adequate
riittävästi,adequately
riittävyyden,adequateness
kiinni,adhere
kiinnittyminen,adherence
kannattaja,adherent
toisissaan kiinni,adherently
kiinnittyminen,adhesion
tarttuva,adhesive
liimalla,adhesively
kiinnittyvyys,adhesiveness
adiabaattista,adiabatic
adiabaattisesti,adiabatically
automaattikenno,adiactinic
adielin,Adiel
hyvästi,adieu
adipaattia,adipate
adipiini,adipic
adipiini,adipinic
adipogeenisiä,adipogenic
lihava,adipose
liikalihavuus,adiposity
viereisen,adjacent
adjektiivinen,adjectival
adjektiivi,adjective
olla vieretysten,adjoin
vierestä,adjoined
viereinen,adjoining
lykätä,adjourn
hajaantuminen,adjournment
ratkaista,adjudge
ratkaista,adjudicate
tuomio,adjudication
tuomiomalli,adjudicative
lisä,adjunct
lisähoitona,adjunctively
vannottaa,adjure
säätää,adjust
säädettävä,adjustable
aseteltavasti,adjustably
säädin,adjuster
säätö,adjustment
adjutantti,adjutant
adjuvanttia,adjuvant
apf,adlay
mainosmies,adman
antaa,administer
annettavissa,administrable
hallinnonala,administrate
hallinto,administration
hallinnollinen,administrative
hallinnollisesti,administratively
ylläpitäjä,administrator
ihailtava,admirable
ihailtavan,admirably
amiraali,admiral
amiraalinvirka,admiralty
ihailu,admiration
ihailla,admire
ihaillut,admired
ihailija,admirer
ihaillen,admiring
ihaillen,admiringly
tutkittavaksi,admissibility
hyväksyttävä,admissible
pääsy,admission
myöntää,admit
pääsy,admittance
hyväksytty,admitted
eittämättä,admittedly
sekoitus,admixture
neuvokaa,admonish
kehotus,admonition
varoittava,admonitory
melu,ado
nuoruus,adolescence
nuori,adolescent
aadolf,Adolphus
adonitoli,adonitol
hyväksyä,adopt
ottolapseksi,adoptability
adoptoitavissa,adoptable
lapseksiottajalle,adoptant
hyväksyttiin,adopted
ottolapsi,adoptee
lapseksiottaja,adopter
hyväksyminen,adoption
otto-,adoptive
adoptiivisesti,adoptively
ihana,adorable
palvonnan kohde,adorant
palvonta,adoration
jumaloida,adore
kaunistaa,adorn
koriste,adornment
adrammelek,Adrammelech
lisämunuais-,adrenal
adrenaliini,adrenaline
adrenergistä,adrenergic
adrenokortikaaliset,adrenocortical
adrenokortikotrooppiset,adrenocorticotropic
adrenolyytti,adrenolytic
adrianmeri,Adriatic
tuuliajolla,adrift
näppärä,adroit
adsorboivat,adsorb
adsorboituvia,adsorbable
adsorbaattien,adsorbate
adsorbentti,adsorbent
adsorptio,adsorption
adsorptiiviset,adsorptive
mielistely,adulation
liehakoija,adulator
liehakoivalla,adulatory
adullamin,Adullam
odollamista,Adullamite
aikuinen,adult
väärentää,adulterate
väärennys,adulteration
avionrikkoja,adulterer
avionrikkoja,adulteress
avionrikkoja-,adulterous
aviorikos,adultery
aikuisuuteen,adulthood
aikuismuotojen,adulticidal
luonnostaa,adumbrate
advaitan,Advaita
edistää,advance
askellettavan,advanceable
kehittynyt,advanced
edistäminen,advancement
etenee,advancing
etu,advantage
edullinen,advantageous
edullisesti,advantageously
edullisuus,advantageousness
lämpö tasoittuu,advective
adventti,Advent
adventismi,Adventism
adventisti,Adventist
satunnainen,adventitious
seikkailu,adventure
seikkailija,adventurer
seikkailijatar,adventuress
seikkailunhaluinen,adventurous
adverbi,adverb
seikkamäärite,adverbial
vastustaja,adversary
haitallinen,adverse
haitallisesti,adversely
vastoinkäyminen,adversity
mainos,advert
mainostaa,advertise
mainos,advertisement
mainostajan,advertiser
mainonta,advertising
neuvot,advice
aiheellisuutta,advisability
suositeltava,advisable
suositeltavasti,advisably
neuvoa,advise
neuvoi,advised
harkiten,advisedly
neuvonantaja,adviser
neuvonantaja,advisor
neuvonta,advisory
asianajo,advocacy
puolestapuhuja,advocate
talso,adz
koverokirves,adze
egeanmeri,Aegean
suojeluksessa,aegis
ikuisuus,aeon
ilmastaa,aerate
ilmastus,aeration
ilmastin,aerator
antenni,aerial
trapetsitaiteilija,aerialist
lentoruiskutuksena,aerially
kotkanpesä,aerie
taitolento,aerobatic
taitolento,aerobatics
aerobinen,aerobic
aerobisesti,aerobically
lentoasema,aerodrome
aerodynaaminen,aerodynamic
aerodynamiikan,aerodynamicist
aerodynamiikka,aerodynamics
kantopinta,aerofoil
ilmakirje,aerogram
aeromekaanisten,aeromechanical
ilmailu-,aeronautical
ilmailu,aeronautics
lentokone,aeroplane
aerosoli,Aerosol
aerosoli,aerosol
ilmalaiva,aerostat
aerostaattinen,aerostatic
kotkanpesä,aery
esteetikko,aesthete
esteettinen,aesthetic
esteettinen,aesthetical
esteettisesti,aesthetically
esteetikko,aesthetician
esteettisyys,aestheticism
estetiikka,aesthetics
kauas,Afar
kauas,afar
kuumeettomat,afebrile
ystävällisyys,affability
rakastettava,affable
asia,affair
vaikuttaa,affect
teennäisyys,affectation
vaikuttaa,affected
maireasti,affectedly
vaikuttavat,affecting
tunteet,affection
tunne-,affectional
hellä,affectionate
hellästi,affectionately
helläsydämiset,affectioned
affektiivinen,affective
affenpinseri,affenpinscher
afferenttien,afferent
kihlata,affiance
valaehtoinen todistus,affidavit
kuuluminen,affiliation
affiniteetti,affinity
vahvistaa,affirm
vakuutus,affirmation
myöntävä,affirmative
myöntävästi,affirmatively
kiinnittää,affix
kiinnittämisessä,affixation
vaivata,afflict
koetelleet,afflicted
koettelee,afflicting
koettelemus,affliction
yltäkylläisyys,affluence
hyvinvoiva,affluent
antaa,afford
edullinen,affordable
metsittää,afforest
metsänistutus,afforestation
aluen järvi,affrighted
loukkaus,affront
loukkaantuneena,affronted
afganistanilainen,Afghan
kauempanakin,afield
tulessa,afire
liekeissä,aflame
pystyssä,afloat
tekeillä,afoot
edellä,afore
edellä mainittu,aforesaid
harkittu,aforethought
muinoin,aforetime
riitautui,afoul
peloissaan,afraid
uudelleen,afresh
afrikkalainen,African
afrikanisti,Africanist
afrikandi,Afrikaner
aetukaiutin,afront
perä-,aft
jälkeen,after
jälkeiset,afterbirth
perälaivan,afterbody
jälkipoltin,afterburner
jälkipolttaminen,afterburning
jälkihoito,aftercare
jälkijäähdytin,aftercooler
takakansi,afterdeck
jälkivaikutus,aftereffect
iltarusko,afterglow
jälkikasvun,aftergrowth
sulkemisajan jälkeen,afterhours
tuonpuoleinen elämä,afterlife
jälkiseuraukset,aftermath
takimmainen,aftermost
iltapäivällä,afternoon
iltapäivisin,afternoons
jälkimaku,aftertaste
jälkiviisaus,afterthought
jälkikäsittelyjärjestelmän,aftertreatment
jälkeenpäin,afterward
jälkeenpäin,afterwards
jälkiviisas,afterwise
atoiminta,afunction
jälleen,again
vastaan,against
agalaktian,agalactia
suu ammollaan,agape
helttasieni,agaric
akaatti,agate
ikä,age
ikäinen,aged
iätön,ageless
toimisto,agency
esityslista,agenda
agentti,agent
ikäinen,ager
kasata,agglomerate
yhteenpuristettu,agglomerated
kasauma,agglomeration
agglomeraattorissa,agglomerator
sideaineka,agglutinant
agglutinoda,agglutinate
agglutinaation,agglutination
agglutinogeeniä,agglutinogen
liioittelu,aggrandizement
pahentaa,aggravate
raskauttava,aggravating
paheneminen,aggravation
aggregaatti,aggregate
yhdistäminen,aggregation
aggregatiiviset,aggregative
kerääjä,aggregator
aggregaatioresponssit,aggregatory
aggressio,aggression
aggressiivinen,aggressive
aggressiivisesti,aggressively
aggressiivisuus,aggressiveness
hyökkäävä puoli,aggressor
loukkaantunut,aggrieved
kauhistunut jstk,aghast
ketterä,agile
ketteryys,agility
ikääntyminen,aging
hoidettavaksi,agistment
yllyttää,agitate
levottomuus,agitation
kiihotus-,agitational
agitaattori,agitator
hehkuen,aglow
agmatiini,agmatine
kynsiajos,agnail
leuattomista,Agnatha
diagnosis,agnosis
agnostikko,agnostic
agnostismin,agnosticism
sitten,ago
innoissaan,agog
agogiikka,agogics
agonisti,agonist
agonistiset,agonistic
agonistisesti,agonistically
tuskailla,agonize
tuska,agony
agranulosytoosi,agranulocytosis
agraarinen,agrarian
agrarismia,agrarianism
suostua,agree
miellyttävä,agreeable
sovittu,agreed
sopimalla,agreeing
sopimus,agreement
agrégation,agregation
maatalous-,agricultural
maanviljelysneuvos,agriculturalist
maanviljelyn,agriculturally
maanviljely,agriculture
maatalouden harjoittaja,agriculturist
rusokki,agrimony
agriinin,agrin
agronomi,agronomist
agronomia,agronomy
karille,aground
vilutauti,ague
eteenpäin,ahead
köh,ahem
ohoi,ahoy
tuki,aid
avustaja,aide
antajan,aider
avustajansa,Aides
vaivata,ail
siiveke,aileron
sairaalloinen,ailing
vaiva,ailment
tavoite,aim
jonka tavoitteena,aiming
päämäärätön,aimless
päämäärättömästi,aimlessly
ei ole,aint
ilma,air
lentokone,aircraft
lentosotamies,aircraftman
lentosotamies,aircraftsman
lentohenkilöstö,aircrew
lentoasema,airdrome
pudottaa lentokoneesta,airdrop
lentokenttä,airfield
lentorahti,airfreight
ilmavasti,airily
tuuletus,airing
ilmaton,airless
ilmasilta,airlift
liikennelentokone,airliner
lentoposti,airmail
lentäjä,airman
pieni lentokenttä,airpark
lentokone,airplane
lentokenttä,airport
ilmalaiva,airship
pahoinvoiva,airsick
kiitorata,airstrip
ilmatiivis,airtight
ilmatiiviisti,airtightly
ilmatiiviys,airtightness
hengitysteiden,airway
lentokelpoisuuden,airworthiness
lentokelpoinen,airworthy
ilmava,airy
käytävä,aisle
h-kirjain,aitch
lonkkaluu,aitchbone
raollaan,ajar
kädet puuskassa,akimbo
kaltainen,akin
akinesiaa,akinesia
akkadialainen,Akkadian
ai,al
alabamidi,alabamide
alabasteri,alabaster
ripeys,alacrity
alaniini,alanine
alanyyli,alanyl
hälytys,alarm
hälyttävänä,alarmed
hälyttävä,alarming
huolestuttavan,alarmingly
paniikin aiheuttaja,alarmist
touhua,alarum
valitettavasti,alas
alba,Alb
alba,alb
albanialainen,Albanian
albatrossi,albatross
vaikkakin,albeit
albiino,albino
albiittiutunut,albitization
albumi,album
valkuaisaine,albumen
albumiini,albumin
valkuaismaiset,albuminoid
valkuaisaineet,albuminoidal
valkuaisai,albuminous
albuminuriaa,albuminuria
albumiinimäärän,albuminuric
pintapuun,alburnum
alkemisesti,alchemically
alkemisti,alchemist
alkemisoida,alchemize
alkemia,alchemy
alkoholi,alcohol
alkoholisti,alcoholic
alkoholipitoisuus,alcoholicity
alkoholismi,alcoholism
alkoholisoituminen,alcoholization
alkometrillä,alcoholmeter
alkoholometrin,alcoholometer
alkoholipitoisuustaulukoista,alcoholometric
alkoholometriaa,alcoholometry
alkoholyysillä,alcoholysis
alkovi,alcove
aldehydillä,aldehyde
aldehydi,aldehydic
leppä,alder
raatimies,alderman
aldimiinin,aldimine
aldoheksoosi,aldohexose
aldoli,aldol
aldoosi,aldose
aldoksiimia,aldoxime
sattumanvaraisiksi,aleatory
hälytys,alert
valppaus,alertness
aleuroni,aleuronic
aleksanterinkadun,alexanders
aleksandrian,Alexandrian
sinimailanen,alfalfa
ulkona,alfresco
levä,alga
levät,algae
levien,algal
algebran,algebraic
algerialainen,Algerian
algesian,algesia
algiinia,algin
alginaatti,alginate
algiini,alginic
kipuperäisten,algogenic
algoritmi,algorithm
algoritmeihin,algorithmic
alisyklistä,alicyclic
ulkomaalainen,alien
riistää,alienable
luovuttaa,alienate
vieraantuminen,alienation
luovuttaja,alienator
uusi omistaja,alienee
valaistu,alight
kohdista,align
suuntaus,alignment
samankaltainen,alike
ravitsemus-,alimentary
ravinto,alimentation
elatusapu,alimony
alifaattisista,aliphatic
näyte,aliquot
elossa,alive
eloon,aliveness
alitsariini,alizarin
emäksisiä,alkalic
emäksinen,alkaline
emäksisyys,alkalinity
alkalinisaatio,alkalinization
alkalointi,alkalization
alkaloidi,alkaloid
alkaloidit,alkaloidal
alkaloosi,alkalosis
aikaani,alkane
aikeeni,alkene
alkenyyli,alkenyl
alkoksidia,alkoxide
alkoksi,alkoxy
alkoksyylillä,alkoxyl
alkydi,alkyd
alkyyli,alkyl
alkyyliamiinia,alkylamine
alkylaatin,alkylate
alkylointi,alkylation
alkyleeni,alkylene
alkyylihartsit,alkylic
alkylideenin,alkylidene
alkyylioksilla,alkyloxy
alkyyni,alkyne
kaikki,all
allantoisnes,allantoic
allantoiinia,allantoin
allantoiskalvoon,allantois
lievittää,allay
väite,allegation
väittää,allege
väitetysti,allegedly
alamaisuus,allegiance
vertauskuvallinen,allegoric
vertauskuvallinen,allegorical
allegorisesti,allegorically
allegoria,allegory
alleeli,allele
alleelinen,allelic
halleluja,alleluia
allergeeni,allergen
allergiaa,allergenic
allerginen,allergic
allergialääkäri,allergist
allergia,allergy
lievittää,alleviate
lievitys,alleviation
kuja,alley
käytävään,alleyway
allium,alliaceous
liitto,alliance
liittoutunut,allied
liittoutuneet,Allies
liittoutuneet,allies
alligaattori,alligator
alkusointu,alliteration
alkusoinnullinen,alliterative
laukka,Allium
varattavissa,allocable
varattavissa olevaa,allocatable
jakaa,allocate
jako,allocation
allokoija,allocator
allogeenisiä,allogenic
allomorfin,allomorph
lääkehoitoa,allopathic
allopatrinen,allopatric
allopatriaksi,allopatry
allofaani,allophane
allofoni,allophone
alloosi,allose
jakaa,allot
siirtolapuutarha,allotment
allotropia,allotrope
allotropiaksi,allotropy
allotyyppi,allotype
sallia,allow
sallittu,allowable
avustus,allowance
eittämättä,allowedly
alloksaania,alloxan
metalliseos,alloy
joissa sulatetaan,alloyage
maustepippuri,allspice
vihjata,allude
viehätys,allure
viehätysvoima,allurement
viettelevä,alluring
kutsuvasti,alluringly
vihjaus,allusion
vihjaileva,allusive
lietteen,alluvia
tulva-,alluvial
tulva,alluvion
maatuma,alluvium
liittolainen,Ally
liittolainen,ally
allyyli,allyl
allyyliamiini,allylamine
allylointiin,allylation
allyleeni,allylene
allyyliset,allylic
allyylitioureaa,allylthiourea
almanakka,almanac
almerialaisia,Almerian
kaikkivaltias,almighty
almohadesissa,Almohades
manteli,almond
almujenjakaja,almoner
melkein,almost
almut,alms
vaivaistalo,almshouse
aaloe,aloe
korkealla,aloft
aloiini,aloin
yksin,alone
pitkin,along
rinnalla,alongside
syrjässä,aloof
välinpitämättömyys,aloofness
hiustenlähtö,alopecia
hiustenlähtö,Alopecias
åløse,alose
ääneen,aloud
alpakka,alpaca
alppitorvi,alpenhorn
alppisauva,alpenstock
aakkoset,alphabet
aakkosellinen,alphabetic
aakkosellinen,alphabetical
aakkosjärjestyksessä,alphabetically
lukutaito,alphabetization
aakkostaa,alphabetize
alppi-,Alpine
alppi-,alpine
vuorikiipeilijä,Alpinist
jo,already
kunnossa,alright
saksanpaimenkoira,Alsatian
myös,also
altain,Altaic
alttari,altar
alttaritaulu,altarpiece
muuttaa,alter
muuttuva,alterable
muutos,alteration
riidellä,altercate
kiista,altercation
toiseuden,alterity
vuorottelu,alternance
vaihtoehtoinen,alternate
vuorotellen,alternately
vuorotellen,alternating
vuorotellen,alternatingly
vuorottelu,alternation
vaihtoehto,alternative
vaihtoehtoisesti,alternatively
vaihtoehtoisuus,alternativity
vaihtovirtageneraattori,alternator
vaikka,although
korkeusmittari,altimeter
korkeudenmittaus,altimetry
korkeus,altitude
korkeussijainnin,altitudinal
altto,alto
yhteensä,altogether
altroosi,altrose
epäitsekkyys,altruism
altruisti,altruist
pyyteetön,altruistic
pyyteettömästi,altruistically
aluna,alum
alumiinioksidin,alumina
aluminaatti,aluminate
alumiinioksidisuhteet,alumine
aluminidikerroksen,aluminide
alumiini,aluminium
aluminosilikaatti,aluminosilicate
aluminoosi,aluminosis
alumiinitermisellä,aluminothermic
alunapitoinen,aluminous
alumiini,aluminum
alumiittikalvon,alumite
entinen oppilas,alumnus
alveolaarinen,alveolar
alveolata,alveolate
cell,alveolated
alveoli,alveole
keuhkorakkuloihin,alveoli
alveoliitit,Alveolites
alveoliitti,alveolitis
aina,always
amalgaami,amalgam
sulautua,amalgamate
yhdistäminen,amalgamation
amanitiinin,amanitin
amanuenssit,amanuenses
kirjuri,amanuensis
