Word,Meaning
absconded,karannut 
absconder,Karkurien 
absence,poissaolo 
absent,poissa 
absentee,poissaolija 
absenteeism,poissaolojen 
absently,hajamielisesti 
absentmindedly,hajamielisesti 
absinthe,absintti 
absit,Absitin 
absolute,absoluuttinen 
absolutely,ehdottomasti 
absoluteness,ehdottomuus 
absolution,synninpäästö 
absolutism,absolutismi 
absolutist,itsevaltiuden kannattaja 
absolve,antaa synninpäästö 
absorb,omaksua 
absorbability,absorboituvuus 
absorbable,imeytyviä 
absorbed,imeytyy 
absorbency,imukyky 
absorbent,imukykyinen 
absorber,vaimentimen 
absorbing,vaimentava 
absorptiometer,absorptiometrillä 
absorptiometric,absorptiometrisellä 
absorption,imeytyminen 
absorptive,imukykyinen 
absorptivity,absorptiivisuus 
abstain,pidättyä 
abstainer,raittiusmies 
abstemious,pidättyvä 
abstention,pidättyminen 
abstinence,pidättyvyys 
abstinent,raitis 
abstract,abstrakti 
abstracted,hajamielinen 
abstraction,abstraktio 
abstractionism,abstrakti taidesuunta 
abstractive,abstraktitasoa 
abstractly,abstraktisti 
abstractness,abstraktisuus 
abstruse,vaikeatajuinen 
absurd,järjetön 
absurdity,järjettömyys 
absurdly,mielettömän 
abundance,runsaus 
abundant,runsas 
abundantly,runsaasti 
abuse,väärinkäyttö 
abuser,väärinkäyttäjä 
abusive,loukkaava 
abusively,väärin 
abut,päätyä 
abutment,rajoittuminen 
abutting,päittäin 
abuzz,pullollaan 
abysmal,pohjaton 
abyss,syvyys 
abyssinian,Abessinialainen 
acacia,Akaasia 
academian,akateemikko 
academic,Akateeminen 
academic,akateeminen 
academical,sovinnainen 
academically,akateemisesti 
academicals,akateeminen puku 
academician,akateemikko 
academism,traditionaalisuus 
academy,akatemia 
acadian,Novascotialainen 
acanthocephala,Väkäkärsämadot 
acanthus,lehväkoriste 
acapsular,kapseliton 
acari,punkki 
acaricidal,akarisidinen 
acaricide,punkkien 
acarid,punkkituholaisia 
accede,liittymään 
accelerant,kiihdyttimen 
accelerate,kiihdyttää 
accelerated,kiihtyi 
acceleratedly,kiihdytetysti 
acceleration,kiihtyvyys 
accelerator,kiihdytin 
accelerometer,kiihtyvyysanturi 
accent,aksentti 
accentuate,painottaa 
accept,hyväksyä 
acceptability,hyväksyttävyys 
acceptable,hyväksyttävä 
acceptably,hyväksyttävästi 
acceptance,hyväksyminen 
acceptation,vastaanottamisen 
accepted,hyväksytty 
acceptor,tunnustaja 
access,pääsy 
accessibility,saavutettavuus 
accessible,saatavilla 
accession,liittyminen 
accessoriness,liitännäisyytensä 
accessory,lisävaruste 
accidence,taivutusoppi 
accident,onnettomuus 
accidental,satunnainen 
accidentally,vahingossa 
accidential,vahingossa tapahtuvan 
accidently,vahingossa 
accipiter,Haukka 
acclaim,suosiota 
acclamation,suosionhuuto 
acclimate,nukautua ilmanalaan 
acclimation,mukautuminen 
acclimatization,akklimatisaatio 
acclimatize,mukautua ilmanalaan 
acclivity,luiska 
accolade,kunnianosoitus 
accommodate,majoittaa 
accommodating,mukautuva 
accommodation,majoitus 
accommodative,elvyttävää 
accompaniment,säestys 
accompanist,säestäjä 
accompany,seurata 
accomplice,rikoskumppani 
accomplish,suorittaa 
accomplished,aikaan 
accomplisher,saattaa tehdä 
accomplishment,suoritus 
accord,sopimus 
accordance,mukaisesti 
accordant,jnk kanssa yhtäpitävä 
according,mukaan 
accordingly,sen mukaisesti 
accordion,harmonikka 
accost,ahdistaa 
accosted,puhutellut 
account,tili 
accountability,vastuullisuutta 
accountable,vastuussa 
accountably,vastuullisesti 
accountancy,kirjanpito 
accountant,kirjanpitäjä 
accounting,kirjanpito 
accredit,akkreditoida 
accreditation,akkreditointi 
accredited,valtuutettu 
accretion,yhteenkasvu 
accrual,kertyminen 
accrue,kertyä 
acculturation,akkulturaatio 
accumulate,kerätä 
accumulation,kertymä 
accumulative,akkumulatiivinen 
accumulativeness,kerryttävyys 
accumulator,akku 
accuracy,tarkkuus 
accurate,tarkka 
accurately,tarkasti 
accurse,kirota 
accursed,kirottu 
accusation,syytös 
accusative,akkusatiivi 
accusatory,syyttävä 
accuse,moittia 
accused,syytetty 
accuser,syyttäjä 
accusingly,syyttävästi 
accustom,totuttaa 
accustomed,tottuneet 
ace,ässä 
acenaphthene,asenafteeni 
acenaphthenyl,asenaftenyyli 
acenaphthylene,asenaftyleeni 
acerbity,karvaus 
acetabular,asetabulaaristen 
acetal,asetaali 
acetaldehyde,asetaldehydi 
acetalization,asetalisaatiotuote 
acetamide,asetamidi 
acetamidine,asetamidiini 
acetamido,asetamido 
acetanilid,acetani 
acetanilide,asetanilidia 
acetate,asetaatti 
acethydrazide,asethydratsidi 
acetic,etikka- 
acetify,muuttaa etikaksi 
acetoacetanilide,asetoasetanilidia 
acetoacetate,asetoasetaatti 
acetoacetic,asetetikkahapon 
acetoarsenite,ista 
acetobacter,Acetobacterin 
acetoin,asetoiinia 
acetol,asetolin 
acetonaphthone,asetonaftonia 
acetone,asetoni 
acetonic,asetoni- 
acetonitrile,asetonitriili 
acetonization,asetonin 
acetonyl,asetonyyli 
acetonylacetone,asetonyyliasetonia 
acetophenone,asetofenonin 
acetous,etikka 
acetyl,asetyyli 
acetylacetonates,asetyyliasetonaattien 
acetylacetone,asetyyliasetoni 
acetylation,asetylaatio 
acetylator,asetylaatiofenotyypistä 
acetylbenzene,asetyylibentseeni 
acetylcellulose,asetyyliselluloosaftalaatin 
acetylcholine,asetyylikoliini 
acetylene,asetyleeni 
acetylenic,asetyleeninen 
acetylenyl,asetylenyyli 
acetylglycine,asetyyliglysiini 
acetylide,asetylidin 
acetylphenol,asetyylifenolia 
acetylsalicylate,asetyylisalisylaatin 
achalasia,akalasia 
ache,särky 
achievable,saavutettavissa 
achieve,saavuttaa 
achievement,saavutus 
achiever,menestyjä 
aching,kipeä 
achlorhydria,aklorhydrian 
achromatically,värittömän 
achy,särkevät 
acid,happo 
acidic,hapan 
acidification,happamoituminen 
acidify,hapata 
acidity,happamuus 
acidophilous,happamat 
acidosis,asidoosi 
acidotic,asidoottinen 
acidulent,happamuudensäätö 
acidulous,hapahko 
acknowledge,tunnustaa 
acknowledgeable,kuitattavaksi 
acknowledged,tunnustettu 
acknowledger,kuittaaja 
acme,huippu 
acne,finni 
acneiform,aknetyyppinen 
acolyte,akoluutti 
aconite,ukonhattu 
aconitic,akonitiinihap 
aconitine,Akonitiini 
acorn,terho 
acoustic,akustinen 
acoustical,akustiset 
acoustically,akustisesti 
acoustician,akustikko 
acoustics,akustiikka 
acquaint,tutustuttaa 
acquaintance,tuttavuus 
acquaintanceship,tuttavuus 
acquainted,tutustui 
acquiesce,suostua 
acquiescence,suostumus 
acquiescent,myöntyväinen 
acquire,hankkia 
acquired,hankittu 
acquirer,hankkija 
acquisition,hankinta 
acquisitive,omistushaluinen 
acquisitiveness,omistushalu 
acquit,vapauttaa 
acquittal,vapauttava tuomio 
acre,eekkeri 
acreage,pinta-ala 
acrid,pisteliäs 
acridine,akridiini 
acridinium,akridiniumin 
acridity,purevuus 
acridone,akridonia 
acridyl,akridyyli 
acrimonious,pisteliäs 
acrimony,katkeruus 
acrobacy,akrobatialajiksi 
acrobat,akrobaatti 
acrobatic,taiturimainen 
acrobatics,akrobatia 
acrolein,akroleiinia 
acromegalia,jättikärkisyyttä 
acromegalic,akromegaliapotilaan 
acromegaly,akromegalia 
acronym,akronyymi 
acropolis,Akropolis 
acrosome,akrosomin 
across,poikki 
acryl,akryyli 
acrylaldehyde,akryylialdehydi 
acrylate,akrylaatti 
acrylic,akryyli 
acrylonitrile,akrylonitriilistä 
acrylyl,akrylyyli 
act,säädös 
actin,aktiini 
actine,aktiini 
acting,toimiva 
actinically,aktiinisesti 
actinium,aktinium 
actinobacillosis,aktinobasilloosi 
actinoid,aktinoidi 
actinolite,aktinoliitti 
actinomycin,aktinomysiini 
actinomycosis,aktinomykoosi 
action,toiminta 
actionable,kannekelpoinen 
actioner,toimintapläjäyksestä 
activable,aktivoitava 
activate,aktivoida 
activation,aktivointi 
activator,aktivaattori 
active,aktiivinen 
actively,aktiivisesti 
activin,aktiviini 
activism,aktivismi 
activist,aktivisti 
activity,toiminta 
actor,näyttelijä 
actorship,toimijuuden 
actress,näyttelijä 
acts,Säädökset 
actu,vakuutusmatemaat 
actual,todellinen 
actuality,todellisuus 
actualization,toteutuminen 
actualize,kuvata elävästi 
actually,todella 
actuarial,vakuutusmatemaattiset 
actuarially,vakuutusmatemaattisesti 
actuary,aktuaari 
actuation,vaikuttaminen 
actuator,toimilaite 
acuity,terävyys 
acumen,terävyys 
acupressure,Akupainanta 
acupuncture,akupunktio 
acute,akuutti 
acutely,akuutisti 
acyclic,asykliset 
acyl,asyyli 
acylamido,asyyliamido 
acylamino,asyyliaminolla 
acylate,asylaatti 
acylation,asyloinnin 
acyloxy,asyloksi 
ad,mainos 
adage,sananparsi 
adam,Aatami 
adamant,järkkymätön 
adamic,Aatamin 
adamsite,adamsiitti 
adapt,sopeuttaa 
adaptability,sopeutumiskyky 
adaptable,mukautuva 
adaptation,sovittaminen 
adaptedness,Sopeutuvuus 
adapter,adapteri 
adaption,sovittaminen 
adaptive,mukautuva 
adaptively,adaptiivisesti 
adaptiveness,sopeutumiskykyyn 
adaptor,adapteri 
add,lisätä 
addax,Mendesinantilooppi 
added,lisätty 
addend,yhteenlaskettavalla 
addenda,lisäyksiä 
addendum,lisäys 
adder,kyykäärme 
addict,narkomaani 
addicted,riippuvainen 
addiction,riippuvuus 
addisonian,Addisonin 
addition,lisäys 
additional,lisä- 
additionally,lisäksi 
additive,lisäaine 
additivity,additiivisuus 
addle,pilaantua 
address,osoite 
addressee,vastaanottaja 
adduce,esittää 
adduct,additiotuotteen 
adenine,adeniini 
adenocarcinoma,adenokarsinooma 
adenoid,rauhasmainen 
adenoidal,honottava 
adenoma,rauhaskasvain 
adenomatous,adenomatoottinen 
adenopathy,adenopatia 
adenosine,adenosiini 
adenosis,adenoosi 
adept,mestari 
adequacy,riittävyys 
adequate,riittävä 
adequately,riittävästi 
adequateness,riittävyyden 
adhere,kiinni 
adherence,kiinnittyminen 
adherent,kannattaja 
adherently,toisissaan kiinni 
adhesion,kiinnittyminen 
adhesive,tarttuva 
adhesively,liimalla 
adhesiveness,kiinnittyvyys 
adiabatic,adiabaattista 
adiabatically,adiabaattisesti 
adiactinic,automaattikenno 
adiel,Adielin 
adieu,hyvästi 
adipate,adipaattia 
adipic,adipiini 
adipinic,adipiini 
adipogenic,adipogeenisiä 
adipose,lihava 
adiposity,liikalihavuus 
adjacent,viereisen 
adjectival,adjektiivinen 
adjective,adjektiivi 
adjoin,olla vieretysten 
adjoined,vierestä 
adjoining,viereinen 
adjourn,lykätä 
adjournment,hajaantuminen 
adjudge,ratkaista 
adjudicate,ratkaista 
adjudication,tuomio 
adjudicative,tuomiomalli 
adjunct,lisä 
adjunctively,lisähoitona 
adjure,vannottaa 
adjust,säätää 
adjustable,säädettävä 
adjustably,aseteltavasti 
adjuster,säädin 
adjustment,säätö 
adjutant,adjutantti 
adjuvant,adjuvanttia 
adlay,APF 
adman,mainosmies 
administer,antaa 
administrable,annettavissa 
administrate,hallinnonala 
administration,hallinto 
administrative,hallinnollinen 
administratively,hallinnollisesti 
administrator,ylläpitäjä 
admirable,ihailtava 
admirably,ihailtavan 
admiral,amiraali 
admiralty,amiraalinvirka 
admiration,ihailu 
admire,ihailla 
admired,ihaillut 
admirer,ihailija 
admiring,ihaillen 
admiringly,ihaillen 
admissibility,tutkittavaksi 
admissible,hyväksyttävä 
admission,pääsy 
admit,myöntää 
admittance,pääsy 
admitted,hyväksytty 
admittedly,eittämättä 
admixture,sekoitus 
admonish,neuvokaa 
admonition,kehotus 
admonitory,varoittava 
ado,melu 
adolescence,nuoruus 
adolescent,nuori 
adolphus,Aadolf 
adonitol,adonitoli 
adopt,hyväksyä 
adoptability,ottolapseksi 
adoptable,adoptoitavissa 
adoptant,lapseksiottajalle 
adopted,hyväksyttiin 
adoptee,ottolapsi 
adopter,lapseksiottaja 
adoption,hyväksyminen 
adoptive,otto- 
adoptively,adoptiivisesti 
adorable,ihana 
adorant,palvonnan kohde 
adoration,palvonta 
adore,jumaloida 
adorn,kaunistaa 
adornment,koriste 
adrammelech,Adrammelek 
adrenal,lisämunuais- 
adrenaline,adrenaliini 
adrenergic,adrenergistä 
adrenocortical,adrenokortikaaliset 
adrenocorticotropic,adrenokortikotrooppiset 
adrenolytic,adrenolyytti 
adriatic,Adrianmeri 
adrift,tuuliajolla 
adroit,näppärä 
adsorb,adsorboivat 
adsorbable,adsorboituvia 
adsorbate,adsorbaattien 
adsorbent,adsorbentti 
adsorption,adsorptio 
adsorptive,adsorptiiviset 
adulation,mielistely 
adulator,liehakoija 
adulatory,liehakoivalla 
adullam,Adullamin 
adullamite,Odollamista 
adult,aikuinen 
adulterate,väärentää 
adulteration,väärennys 
adulterer,avionrikkoja 
adulteress,avionrikkoja 
adulterous,avionrikkoja- 
adultery,aviorikos 
adulthood,aikuisuuteen 
adulticidal,aikuismuotojen 
adumbrate,luonnostaa 
advaita,Advaitan 
advance,edistää 
advanceable,askellettavan 
advanced,kehittynyt 
advancement,edistäminen 
advancing,etenee 
advantage,etu 
advantageous,edullinen 
advantageously,edullisesti 
advantageousness,edullisuus 
advective,lämpö tasoittuu 
advent,Adventti 
adventism,Adventismi 
adventist,Adventisti 
adventitious,satunnainen 
adventure,seikkailu 
adventurer,seikkailija 
adventuress,seikkailijatar 
adventurous,seikkailunhaluinen 
adverb,adverbi 
adverbial,seikkamäärite 
adversary,vastustaja 
adverse,haitallinen 
adversely,haitallisesti 
adversity,vastoinkäyminen 
advert,mainos 
advertise,mainostaa 
advertisement,mainos 
advertiser,mainostajan 
advertising,mainonta 
advice,neuvot 
advisability,aiheellisuutta 
advisable,suositeltava 
advisably,suositeltavasti 
advise,neuvoa 
advised,neuvoi 
advisedly,harkiten 
adviser,neuvonantaja 
advisor,neuvonantaja 
advisory,neuvonta 
advocacy,asianajo 
advocate,puolestapuhuja 
adz,talso 
adze,koverokirves 
aegean,Egeanmeri 
aegis,suojeluksessa 
aeon,ikuisuus 
aerate,ilmastaa 
aeration,ilmastus 
aerator,ilmastin 
aerial,antenni 
aerialist,trapetsitaiteilija 
aerially,lentoruiskutuksena 
aerie,kotkanpesä 
aerobatic,taitolento 
aerobatics,taitolento 
aerobic,aerobinen 
aerobically,aerobisesti 
aerodrome,lentoasema 
aerodynamic,aerodynaaminen 
aerodynamicist,aerodynamiikan 
aerodynamics,aerodynamiikka 
aerofoil,kantopinta 
aerogram,ilmakirje 
aeromechanical,aeromekaanisten 
aeronautical,ilmailu- 
aeronautics,ilmailu 
aeroplane,lentokone 
aerosol,Aerosoli 
aerosol,aerosoli 
aerostat,ilmalaiva 
aerostatic,aerostaattinen 
aery,kotkanpesä 
aesthete,esteetikko 
aesthetic,esteettinen 
aesthetical,esteettinen 
aesthetically,esteettisesti 
aesthetician,esteetikko 
aestheticism,esteettisyys 
aesthetics,estetiikka 
afar,Kauas 
afar,kauas 
afebrile,kuumeettomat 
affability,ystävällisyys 
affable,rakastettava 
affair,asia 
affect,vaikuttaa 
affectation,teennäisyys 
affected,vaikuttaa 
affectedly,maireasti 
affecting,vaikuttavat 
affection,tunteet 
affectional,tunne- 
affectionate,hellä 
affectionately,hellästi 
affectioned,helläsydämiset 
affective,affektiivinen 
affenpinscher,Affenpinseri 
afferent,afferenttien 
affiance,kihlata 
affidavit,valaehtoinen todistus 
affiliation,kuuluminen 
affinity,affiniteetti 
affirm,vahvistaa 
affirmation,vakuutus 
affirmative,myöntävä 
affirmatively,myöntävästi 
affix,kiinnittää 
affixation,kiinnittämisessä 
afflict,vaivata 
afflicted,koetelleet 
afflicting,koettelee 
affliction,koettelemus 
affluence,yltäkylläisyys 
affluent,hyvinvoiva 
afford,antaa 
affordable,edullinen 
afforest,metsittää 
afforestation,metsänistutus 
affrighted,Aluen järvi 
affront,loukkaus 
affronted,loukkaantuneena 
afghan,Afganistanilainen 
afield,kauempanakin 
afire,tulessa 
aflame,liekeissä 
afloat,pystyssä 
afoot,tekeillä 
afore,edellä 
aforesaid,edellä mainittu 
aforethought,harkittu 
aforetime,muinoin 
afoul,riitautui 
afraid,peloissaan 
afresh,uudelleen 
african,Afrikkalainen 
africanist,Afrikanisti 
afrikaner,Afrikandi 
afront,AEtukaiutin 
aft,perä- 
after,jälkeen 
afterbirth,jälkeiset 
afterbody,perälaivan 
afterburner,jälkipoltin 
afterburning,jälkipolttaminen 
aftercare,jälkihoito 
aftercooler,jälkijäähdytin 
afterdeck,takakansi 
aftereffect,jälkivaikutus 
afterglow,iltarusko 
aftergrowth,jälkikasvun 
afterhours,sulkemisajan jälkeen 
afterlife,tuonpuoleinen elämä 
aftermath,jälkiseuraukset 
aftermost,takimmainen 
afternoon,iltapäivällä 
afternoons,iltapäivisin 
aftertaste,jälkimaku 
afterthought,jälkiviisaus 
aftertreatment,jälkikäsittelyjärjestelmän 
afterward,jälkeenpäin 
afterwards,jälkeenpäin 
afterwise,jälkiviisas 
afunction,ATOIMINTA 
again,jälleen 
against,vastaan 
agalactia,agalaktian 
agape,suu ammollaan 
agaric,helttasieni 
agate,akaatti 
age,ikä 
aged,ikäinen 
ageless,iätön 
agency,toimisto 
agenda,esityslista 
agent,agentti 
ager,ikäinen 
agglomerate,kasata 
agglomerated,yhteenpuristettu 
agglomeration,kasauma 
agglomerator,agglomeraattorissa 
agglutinant,sideaineka 
agglutinate,agglutinoda 
agglutination,agglutinaation 
agglutinogen,agglutinogeeniä 
aggrandizement,liioittelu 
aggravate,pahentaa 
aggravating,raskauttava 
aggravation,paheneminen 
aggregate,aggregaatti 
aggregation,yhdistäminen 
aggregative,aggregatiiviset 
aggregator,kerääjä 
aggregatory,aggregaatioresponssit 
aggression,aggressio 
aggressive,aggressiivinen 
aggressively,aggressiivisesti 
aggressiveness,aggressiivisuus 
aggressor,hyökkäävä puoli 
aggrieved,loukkaantunut 
aghast,kauhistunut jstk 
agile,ketterä 
agility,ketteryys 
aging,ikääntyminen 
agistment,hoidettavaksi 
agitate,yllyttää 
agitation,levottomuus 
agitational,kiihotus- 
agitator,agitaattori 
aglow,hehkuen 
agmatine,agmatiini 
agnail,kynsiajos 
agnatha,Leuattomista 
agnosis,Diagnosis 
agnostic,agnostikko 
agnosticism,agnostismin 
ago,sitten 
agog,innoissaan 
agogics,agogiikka 
agonist,agonisti 
agonistic,agonistiset 
agonistically,agonistisesti 
agonize,tuskailla 
agony,tuska 
agranulocytosis,agranulosytoosi 
agrarian,agraarinen 
agrarianism,agrarismia 
agree,suostua 
agreeable,miellyttävä 
agreed,sovittu 
agreeing,sopimalla 
agreement,sopimus 
agregation,Agrégation 
agricultural,maatalous- 
agriculturalist,maanviljelysneuvos 
agriculturally,maanviljelyn 
agriculture,maanviljely 
agriculturist,maatalouden harjoittaja 
agrimony,rusokki 
agrin,agriinin 
agronomist,agronomi 
agronomy,agronomia 
aground,karille 
ague,vilutauti 
ahead,eteenpäin 
ahem,köh 
ahoy,ohoi 
aid,tuki 
aide,avustaja 
aider,antajan 
aides,Avustajansa 
ail,vaivata 
aileron,siiveke 
ailing,sairaalloinen 
ailment,vaiva 
aim,tavoite 
aiming,jonka tavoitteena 
aimless,päämäärätön 
aimlessly,päämäärättömästi 
aint,ei ole 
air,ilma 
aircraft,lentokone 
aircraftman,lentosotamies 
aircraftsman,lentosotamies 
aircrew,lentohenkilöstö 
airdrome,lentoasema 
airdrop,pudottaa lentokoneesta 
airfield,lentokenttä 
airfreight,lentorahti 
airily,ilmavasti 
airing,tuuletus 
airless,ilmaton 
airlift,ilmasilta 
airliner,liikennelentokone 
airmail,lentoposti 
airman,lentäjä 
airpark,pieni lentokenttä 
airplane,lentokone 
airport,lentokenttä 
airship,ilmalaiva 
airsick,pahoinvoiva 
airstrip,kiitorata 
airtight,ilmatiivis 
airtightly,ilmatiiviisti 
airtightness,ilmatiiviys 
airway,hengitysteiden 
airworthiness,lentokelpoisuuden 
airworthy,lentokelpoinen 
airy,ilmava 
aisle,käytävä 
aitch,h-kirjain 
aitchbone,lonkkaluu 
ajar,raollaan 
akimbo,kädet puuskassa 
akin,kaltainen 
akinesia,akinesiaa 
akkadian,Akkadialainen 
al,ai 
alabamide,alabamidi 
alabaster,alabasteri 
alacrity,ripeys 
alanine,alaniini 
alanyl,alanyyli 
alarm,hälytys 
alarmed,hälyttävänä 
alarming,hälyttävä 
alarmingly,huolestuttavan 
alarmist,paniikin aiheuttaja 
alarum,touhua 
alas,valitettavasti 
alb,Alba 
alb,alba 
albanian,Albanialainen 
albatross,albatrossi 
albeit,vaikkakin 
albino,albiino 
albitization,albiittiutunut 
album,albumi 
albumen,valkuaisaine 
albumin,albumiini 
albuminoid,valkuaismaiset 
albuminoidal,valkuaisaineet 
albuminous,VALKUAISAI 
albuminuria,albuminuriaa 
albuminuric,albumiinimäärän 
alburnum,pintapuun 
alchemically,alkemisesti 
alchemist,alkemisti 
alchemize,alkemisoida 
alchemy,alkemia 
alcohol,alkoholi 
alcoholic,alkoholisti 
alcoholicity,alkoholipitoisuus 
alcoholism,alkoholismi 
alcoholization,alkoholisoituminen 
alcoholmeter,alkometrillä 
alcoholometer,alkoholometrin 
alcoholometric,alkoholipitoisuustaulukoista 
alcoholometry,alkoholometriaa 
alcoholysis,alkoholyysillä 
alcove,alkovi 
aldehyde,aldehydillä 
aldehydic,aldehydi 
alder,leppä 
alderman,raatimies 
aldimine,aldimiinin 
aldohexose,aldoheksoosi 
aldol,aldoli 
aldose,aldoosi 
aldoxime,aldoksiimia 
aleatory,sattumanvaraisiksi 
alert,hälytys 
alertness,valppaus 
aleuronic,aleuroni 
alexanders,Aleksanterinkadun 
alexandrian,Aleksandrian 
alfalfa,sinimailanen 
alfresco,ulkona 
alga,levä 
algae,levät 
algal,levien 
algebraic,algebran 
algerian,Algerialainen 
algesia,algesian 
algin,algiinia 
alginate,alginaatti 
alginic,algiini 
algogenic,kipuperäisten 
algorithm,algoritmi 
algorithmic,algoritmeihin 
alicyclic,alisyklistä 
alien,ulkomaalainen 
alienable,riistää 
alienate,luovuttaa 
alienation,vieraantuminen 
alienator,luovuttaja 
alienee,uusi omistaja 
alight,valaistu 
align,kohdista 
alignment,suuntaus 
alike,samankaltainen 
alimentary,ravitsemus- 
alimentation,ravinto 
alimony,elatusapu 
aliphatic,alifaattisista 
aliquot,näyte 
alive,elossa 
aliveness,eloon 
alizarin,alitsariini 
alkalic,emäksisiä 
alkaline,emäksinen 
alkalinity,emäksisyys 
alkalinization,alkalinisaatio 
alkalization,Alkalointi 
alkaloid,alkaloidi 
alkaloidal,Alkaloidit 
alkalosis,alkaloosi 
alkane,aikaani 
alkene,aikeeni 
alkenyl,alkenyyli 
alkoxide,alkoksidia 
alkoxy,alkoksi 
alkoxyl,alkoksyylillä 
alkyd,alkydi 
alkyl,alkyyli 
alkylamine,alkyyliamiinia 
alkylate,alkylaatin 
alkylation,alkylointi 
alkylene,alkyleeni 
alkylic,alkyylihartsit 
alkylidene,alkylideenin 
alkyloxy,alkyylioksilla 
alkyne,alkyyni 
all,kaikki 
allantoic,allantoisnes 
allantoin,allantoiinia 
allantois,allantoiskalvoon 
allay,lievittää 
allegation,väite 
allege,väittää 
allegedly,väitetysti 
allegiance,alamaisuus 
allegoric,vertauskuvallinen 
allegorical,vertauskuvallinen 
allegorically,allegorisesti 
allegory,allegoria 
allele,alleeli 
allelic,alleelinen 
alleluia,halleluja 
allergen,allergeeni 
allergenic,allergiaa 
allergic,allerginen 
allergist,allergialääkäri 
allergy,allergia 
alleviate,lievittää 
alleviation,lievitys 
alley,kuja 
alleyway,käytävään 
alliaceous,Allium 
alliance,liitto 
allied,liittoutunut 
allies,Liittoutuneet 
allies,liittoutuneet 
alligator,alligaattori 
alliteration,alkusointu 
alliterative,alkusoinnullinen 
allium,Laukka 
allocable,varattavissa 
allocatable,varattavissa olevaa 
allocate,jakaa 
allocation,jako 
allocator,allokoija 
allogenic,allogeenisiä 
allomorph,allomorfin 
allopathic,lääkehoitoa 
allopatric,allopatrinen 
allopatry,allopatriaksi 
allophane,allofaani 
allophone,allofoni 
allose,alloosi 
allot,jakaa 
allotment,siirtolapuutarha 
allotrope,Allotropia 
allotropy,allotropiaksi 
allotype,allotyyppi 
allow,sallia 
allowable,sallittu 
allowance,avustus 
allowedly,eittämättä 
alloxan,alloksaania 
alloy,metalliseos 
alloyage,joissa sulatetaan 
allspice,maustepippuri 
allude,vihjata 
allure,viehätys 
allurement,viehätysvoima 
alluring,viettelevä 
alluringly,kutsuvasti 
allusion,vihjaus 
allusive,vihjaileva 
alluvia,lietteen 
alluvial,tulva- 
alluvion,tulva 
alluvium,maatuma 
ally,Liittolainen 
ally,liittolainen 
