English,Other
abate,abbot superior (din drum) = to turn off / aside / away (din drum) = to divert (from smb.'s) course (prin forţă) = to push / drive away (de la o linie dreaptă) = to deflect (de la o linie dreaptă) = to deflect fig. (a distrage) (de la) = to divert (from) fig. (a distrage) (de la) = to call away (from) fig. (a distrage) (de la) = to draw / turn off fig. (a distrage) (de la) = to distract (from) fig. (pe cineva prin sfat) = to dissuade (from) fig. (prin motivare) (de la) = to reason ... out (of ... ) fig. (prin motivare) (de la) = to reason ... out (of ... ) mai ales silv. to fell mar. to warp mar. to steer off (a lua o altă direcţie) = to go out of one's way (a lua o altă direcţie) = to change the direction (a lua o altă direcţie) = to take another direction (a lua o altă direcţie) = to swerve (a lua o altă direcţie) = to bear off (din drumul drept) = to stray (din drumul drept) = to straggle fig. (de la) = to deviate (from) fig. (de la) = to digress (from) fig. (de la) = to wander (from) mai ales fiz. to deviate mar. to sheer mar. to deviate from the right course a abate atenţia cuiva de la ... = to call / draw / turn off smb.'s attention from ... a abate atenţia cuiva de la ... = to divert / call away smb.'s attention from ... a abate cursul unui râu = to turn the course of a river a abate de la băutură = to wean smb. from his drunken habits a abate de la drumul drept = to lead smb. astray a abate de la drumul drept = to turn smb. from the path of duty. a abate gândurile cuiva de la ... = to turn / divert smb.'s thoughts from ... a i se abate = to come / get into smb.'s head a i se abate = to strike smb. a i se abate să ... (ce idee!) = how could such an idea get into your head?. a i se abate să ... (ce idee!) = the idea (of such a thing)! a i se abate să ... (ce idee!) = what an idea! a i se abate să ... (ce vrei să spui?) = what do you mean?. a i se abate să ... (nu ţi-e bine?) = what possesses you? a i se abate să ... = to be seized with a desire to ... a i se abate să ... = to feel inclined / disposed to ... a i se abate să ... = to have a mind to ... a nu se abate din cuvântul cuiva = to obey smb. blindly a se abate de la adevăr = to depart / swerve from the truth a se abate de la datorie = to depart / swerve from one's duty a se abate de la datorie = to fail in one's duty a se abate de la drumul drept = to get off the right way a se abate de la drumul drept fig. = to go astray / adrift a se abate de la subiect = to digress from the matter / subject a se abate de la subiect = to make a digression a se abate de la subiect = to ramble a se abate de la subiect = to wander in one's speech a se abate de la ... jur. = to transgress ... a se abate de la ... jur. = to violate ... a se abate din drum = to go out of one's way. a se abate pe la ... (cineva) = to call at smb's house a se abate pe la ... (cineva) = to call on ... a se abate pe la ... (cârciumă etc.) = to drop in at ... ce vânt te abate pe aici? = what (business) brings you here? nu ştiu ce i s-a abătut = I don't know what's come to / over him nu te abate de la subiect! = don't ramble! nu te abate de la subiect! = keep to the subject un vânt năprasnic se abătu asupra noastră = a terrible wind burst upon us vântul abate grindina în altă parte = the wind drives the hail away
abatere,turning off deviation digression (călcare a legii) = trespass(ing) (călcare a legii) = violation (călcare a legii) = infringement (călcare a legii) = transgression exception nonconformity anomaly abatere de la datorie = breach of duty abatere de la datorie = dereliction of one's duty abatere de la regulă = exception (to the rule) abatere disciplinară = infraction of discipline prin abatere = by way of exception
abatiză,mil. abattis
abator,slaughter house shambles butchery abattoir fig. shambles fig. scene of carnage
abaţie,(mănăstire) = abbey (funcţie) = abbacy (funcţie) = abbotship
abces,abscess boil aposteme
abdica,to abdicate to resign the crown (a se retrage) = to retire (a se retrage) = to resign a abdica de la ... = to give up ... a abdica de la ... = to renounce ...
abdicare,abdication etc. abdication etc v. abdica
abdomen,belly
abdominal,belly ... abdominal hypogastric cavitate abdominală = abdominal / visceral cavity durere abdominală = abdominal complaint
abductor,anat. abducent muşchi abductor = abducent muscle muşchi abductor = abductor (muscle)
abducţiune,anat. abduction
abecedar,primer (first) spelling book
aberant,biol. etc. aberrant gram. etc. anomalous
aberaţie,astr. opt. aberration psih. aberration psih. insanity (absurditate) = fallacy
abia,(cu greutate) = hardly (nu tocmai) = not quite / wholly (d. cantitate) = scarcely (nu tot) = hardly (numai) = only (numai) = but (numai) = just (numai) = merely (numai) = no more than (d. timp) = only (d. timp) = not later than (d. timp) = no longer ago than (cu greutate) = with (much) trouble / difficulty (cu greutate) = with (much) ado abia ... şi ... = no sooner ... than ... abia ... şi ... = scarcely ... when ... abia (dacă) avea cu ce să trăiască = he had barely enough to live (up)on abia acum ştiu adevărul = only now do I know the truth abia ajunge = it is hardly / scarcely enough abia atunci = (then and) not till then abia atunci = only then abia intrase în casă = he had just stepped inside abia ne puteam ţine de râs = we could scarcely keep / refrain from laughing abia peste două zile = not for another two days abia poate să citească = he can hardly / scarcely read abia poate să citească = he reads but indifferently abia venise = he had only just come era abia de cinci ani când ... = she was scarcely five (years old) when l-am văzut abia ieri = I saw him only / not later than l-am văzut abia ieri = no longer ago than yesterday un băiat care abia terminase şcoala = a boy fresh from school voi afla abia mâine = I shall only hear of it to-morrow
abil,(în sens bun) (îndemânatic) = skilful (iute) = quick (deştept) = clever (uşor de mână) = handy (uşor de mână) = light-handed (intelectualiceşte) = versatile (cu experienţă) (în) = experienced (in) (cu experienţă) (în) = expert (in) (cu experienţă) (în) = a dab (at) (ager şi dibaci) = deft (fiziceşte şi spiritualiceşte) = dexterous (fiziceşte şi spiritualiceşte) = ready (fiziceşte şi spiritualiceşte) = shifty (capabil) = able (capabil) = capable (competent) = fit (competent) = competent (competent) = qualified (ingenios) = ingenious (ingenios) = inventive (ingenios) = resourceful (ingenios) = artistic (în sens rău) (subtil) = subtle (în sens rău) (subtil) = sharp (în sens rău) (subtil) = smart (în sens rău) (subtil) = deep (viclean) = sly (viclean) = artful (viclean) = crafty (viclean) = cunning skilfully un dansator abil = a good dancer un scriitor abil = a ready writer un truc abil = a clever / neat / pop. clean trick
abilitate,(pricepere) = ability (pricepere) = capability (competenţă) = competence (iscusinţă) = ability (iscusinţă) = cleverness (iscusinţă) = talent (iscusinţă) = art (îndemânare) = skill (îndemânare) = address (îndemânare) = adroitness (îndemânare) = facility (îndemânare) = craft (inventivitate) = ingenuity (inventivitate) = resourcefulness (inventivitate) = genius
abis,abyss (prăpastie) = chasm (prăpastie) = gulf fig. deep / bottomless pit poetic abysm (iad) = hell (mister) = mystery (văgăună) = ravine (râpă adâncă) = precipice la / pe marginea abisului = at the edge of the abyss
abisal,abyssal regiune abisală = abyssal zone
abisinian,Abyssinian
abitaţie,jur. occupancy (of a house) biol. habitat
abitir,mai abitir (mai mult) = more mai abitir (mai bine) = better mai abitir (mai repede) = quicker
abject,(netrebnic) = abject (netrebnic) = vile (netrebnic) = low (netrebnic) = mean (servil) = abject (servil) = servile (servil) = base (servil) = cringing (servil) = obsequious (servil) = obsequious (depravat) = (morally) abandoned (infam) = infamous (infam) = foul abjectly
abjecţie,(ticăloşie) = abjection (piece of) meanness (înjosire) = abjectness (înjosire) = abasement (înjosire) = degradation (înjosire) = humiliation
abjura,rel. to abjure rel. to deny (by oath) (a renunţa la) = to abjure (a renunţa la) = to give up (a renunţa la) = to renounce
abjurare,abjuration etc. v. abjura
ablativ,gram. ablative (case) ablativ absolut = ablative absolute
ablaut,gram. ablaut gram. vowel gradation
ablaţiune,med. ablation med. geol. ablation
abnegaţie,self-denial self-abnegation self-sacrifice abnegation plin de abnegaţie = selfless plin de abnegaţie = self-denying plin de abnegaţie = self-sacrificing spirit de abnegaţie = spirit of abnegation
aboli,(a desfiinţa) = to abolish
abolire,(desfiinţare) = abolition (desfiinţare) = abolishment
aboliţionism,abolitionism
aboliţionist,abolitionist
abominabil,abominable dreadful dire rank (dezgustător) = foul (oribil) = horrible (oribil) = execrable (odios) = loathsome (odios) = hateful (odios) = detestable abominably
abona,to enrol in a list of subscribers to take out a subscription (la) = to subscribe (to) (la) = to become a subscriber (to) (la) = to engage seats (at) in favour of
abonament,"(la un ziar) = subscription (la teatru, tramvai) = season ticket, season (la tren, amer. şi) = commutation ticket abonament anual ferov. = annual ticket în abonament = by subscription în abonament = by season ticket a face un abonament = to subscribe (to a newspaper)"
abonare,enrolling in a list of subscriber
abonat,(la un ziar) = subscriber (la tramvai etc.) = season-ticket holder (la tramvai etc.) = regular traveller (la electricitate etc.) = consumer a fi abonat la ... = to be a subscriber to ...
aborda,şi mar. to land mar. to moor mar. to moor mar. to cast anchor mar. (a urca la bord) = to board mar. (un vas) = to board mar. (un vas) = to close with mar. (a se ciocni de) = to run foul of mar. (a se ciocni de) = to come into collision with fig. (pe cineva) = to accost fig. (pe cineva) = to approach fig. (pe cineva) = to address (oneself to) fig. (pe cineva) = to speak to fig. (a se apropia de) = to approach fig. (o problemă etc.) = to tackle fig. (un subiect) = to broach fig. (a începe) = to begin (on / upon) fig. (a începe) = to enter upon fig. (a începe) = to come to fig. (a întreprinde) = to undertake fig. (a se ocupa de) = to deal with
abordabil,approachable (d. persoane) = affable (d. persoane) = accostable puţin abordabil = difficult of access uşor abordabil = easy of access
abordaj,mar. boarding mar. collision la abordaj! = board!
abordare,landing
aborigen,aboriginal
abortiv,abortive abortive medicine
abracadabra,abracadabra Mumbo Jumbo
abracadabrant,bizarre fantastic (de neînţeles) = incomprehensible (de neînţeles) = abstruse
abraziune,geol. med. abrasion
abraş,(d. cai) = vicious (d. cineva) = peevish (d. cineva) = fractious (d. cineva) = crusty (rău) = wicked (ghinionist) = unlucky (de piază rea) = ill-fated / omened (de piază rea) = ill-fated / ominous (de piază rea) = ill-fated / fatal (de piază rea) = ill-fated / inauspicious are o gură abraşă = he is a croaker a ieşi / rămâne abraş = to fail are o gură abraşă = he is a prophet of evil
abrevia,to abbreviate to abridge to contract
abreviat,abbreviated abridged contracted
abreviaţie,abbreviation
abreviere,abbreviation
abroga,to abrogate to annul to repeal
abrogare,abrogation abolishment repeal
abrudeancă,Transylvanian folk dance
abrupt,abrupt steep precipitous craggy fig. abrupt fig. disjoined fig. desultory fig. (d. stil) = abrupt fig. (d. stil) = harsh
abrutiza,to brutalize to brutify to imbrute (mintea sau simţirea) = to stupefy (mai ales prin băutură) = to besot to grow brutal to become brutalized to sink into a brute / an animal
abrutizant,brutalizing
abrutizare,brutalization
abrutizat,brutalized brutified
abscisă,geom. abscissa
absciziune,med. abscission
absent,absent missing wanting not present (plecat) = away (omis) = omitted (pierdut) = lost (pierdut) = gone fig. absent-minded (neatent) = inattentive (cufundat în gânduri) = abstracted interjecţional absent! interjecţional wanting! absently absent-mindedly inattentively person absent / missing absentee a fi absent = to be absent a fi absent (a nu fi acasă) = to be away from home a fi absent (a nu fi acasă) = to be out listă de absenţi = list of absence / absentees
absenta,to be absent to be away to be absent / wanting / missing
absentare,absence keeping away
absenteist,jur. absentee
absenţă,"(lipsă de apel) = absence (lipsă de apel) = non-attendance (lipsă, nevoie) = absence (lipsă, nevoie) = want (lipsă, nevoie) = lack (lipsă, nevoie) = shortage (neatenţie) = absence of mind absenţă de la domiciliu = non-residence absenţă de la domiciliu = absenteeism absenţă nemotivată = absence without leave intr-un moment de absenţă = in a fit of absence"
absidă,arhit. apse
absint,absinth(e) bitters bot. wormwood (Artemisia absinthium)
absoluitate,absoluteness absolute nature / character
absolut,absolute (perfect) = perfect (perfect) = finished (complet) = complete (complet) = entire (complet) = thorough (sigur) = sure (sigur) = positive (sigur) = unequivocal (sigur) = categorical (sigur) = unmistakable (afirmativ) = emphatic (afirmativ) = broad (nemărginit) = boundless (nemărginit) = unlimited (liber) = unrestricted (autoritar) = peremptory (autoritar) = imperative (sever) = strict (sever) = severe (sever) = imperative (sever) = coercive (pur) = pure (inalienabil) = inalienable (completamente) = absolutely (completamente) = quite (completamente) = utterly (completamente) = completely (completamente) = thoroughly (neapărat) = unfailingly (neapărat) = without fail (neapărat) = by all means (categoric) = absolutely (categoric) = positively (categoric) = categorically (categoric) = unmistakably interjecţional absolutely! interjecţional to be sure!; there is no doubt about it! interjecţional there is no doubt about it! (absolutul) = the absolute
absolutist,absolutist
absolutiza,to generalize to uphold / emphasize as absolute to render absolute
absolvent,graduate (de şcoală şi) = school-leaver
absolvenţă,graduation
absolvi,to finish one's studies at to graduate (from) rel. (de) = to absolve (from / of) jur. to acquit jur. to find / pronounce not guilty fig. to absolve fig. to release (a ierta) = to forgive (a ierta) = to excuse (a ierta) = to exonerate rel. (de) = to give absolution to
absolvire,"rel. absolution fig. release fig. liberation fig. enfranchisement (de obligaţii, datorii etc.) = acquittance (de obligaţii, datorii etc.) = exoneration (iertare) = forgiveness (iertare) = excuse şcol. univ. finishing of one's studies şcol. univ. graduation examen de absolvire = final / leaving examination"
absorbant,absorbent fig. absorbing fig. engrossing absorbent
absorbi,to absorb to suck to drink in / up (a inhala) = to inhale fig. to absorb fig. to captivate fig. to engross fig. to fascinate fig. to transport fig. (a-şi însuşi) = to imbibe fig. (a-şi însuşi) = to drink in
absorbire,absorption
absorbit,absorbit în gânduri = absorbed / engrossed in (one's) thoughts
absorbitor,absorbent sucking-in fig. absorbing fig. engrossing
absorbţie,absorption capacitate de absorbţie = absorption capacity
abstenţionist,abstentionist
abstenţiune,abstention
abstinent,abstinent (la mâncare şi băutură) = abstemious (mai ales la băutură) = temperate (mai ales la băutură) = teetotal (sexualiceşte) = continent (sexualiceşte) = chaste (la băutură) = abstainer (la băutură) = teetotal(l)er (sexualiceşte) = chaste person
abstinenţă,(periodică) = abstinence (de durată) = abstemiousness (la băutură) = temperance (la băutură) = teetotalism (sexualiceşte) = continence (post) = fast(ing)
abstract,abstract abstractive (ideal) = abstract (ideal) = ideal (ideal) = not practical (ideal) = remote (de neînţeles) = abstract (de neînţeles) = abstruse abstractive in an abstract way abstract(ness) idee abstractă = abstract idea idee abstractă = abstraction substantiv abstract gram. = abstract noun în abstract = in the abstract în abstract = in abstracto
abstractiza,to abstract to abstract
abstractizare,abstracting
abstracţie,abstraction făcând abstracţie de ... = leaving ... aside făcând abstracţie de ... = apart from ... făcând abstracţie de ... = barring ... făcând abstracţie de ... = ... excepted făcând abstracţie de ... = to say nothing of ... a face abstracţie de ... = to leave ... aside a face abstracţie de ... = to exclude ...
abstracţionism,abstractionism
abstracţionist,abstractionist (painter)
abstracţiune,abstraction
abstrage,to abstract
abstragere,abstraction
abstrus,abstruse obscure
absurd,"(iraţional) = irrational (contrar naturii) = preposterous (scos din minţi) = infatuated (fără judecată, nejudecat) = unreasonable (prostesc) = foolish (prostesc) = silly (ridicol) = ridiculous (fără sens) = nonsensical (nelogic) = illogical (nelogic) = incongruous absurdity absurdul = the absurd prin absurd = contrary to all reason prin absurd = against all reason reducere la absurd mat. = reductio ad absurdum a cădea în absurd = to fall into the absurd a reduce ceva la absurd = to drive smth. a reduce ceva la absurd = to absurdity a reduce ceva la absurd = to show the absurdity of smth."
absurditate,absurdity irrationality preposterousness unreasonableness foolishness nonsense incongruity (aberaţie) = fallacy (ca act) = piece of folly (ca act) = foolish notion (ca act) = nonsense (ca act) = foolish thing e o absurditate! = it's an absurdity! e o absurditate! = it's perfectly ridiculous! e o absurditate! = stuff and nonsense!
abulic,abulic abulic person
abulie,psih. med. abulia
abunda,to abound to be plentiful a abunda în ... = to abound in / with ... a abunda în ... = to be rich in ... a abunda în ... = to teem / swarm / bristle with ...
abundent,abundant plentiful exuberant (bogat) = rich (copios) = copious (luxuriant) = luxurious (amplu) = ample (implicând şi ideea de risipă) = profuse (implicând şi ideea de risipă) = lavish abundantly recoltă abundentă = bumper crop recoltă abundentă = ample harvest
abundenţă,abundance plenty exuberance (bogăţie) = richness (în sens rău) = diffuseness (în sens rău) = lavishness cornul abundenţei = the horn of plenty cornul abundenţei = cornucopia din abundenţă = in abundance / plenty
abur,"(de apă) = steam (lichid sau solid vaporizat) = vapour (apos) = fume (fum) = smoke (exalare) = reek (exalare) = exhalation (exalare) = fume (ceaţă umedă) = damp (al pământului) = damp (al pământului) = exhalation of the earth (al pământului) = haze (suflu) = breath of air / wind (suflu) = puff (suflu) = breeze (răsuflare) = breath (răsuflare) = breathing fig. mere phantom / phantasm baie de aburi = steam / vapour bath corabie cu aburi = steamship corabie cu aburi = steam vessel maşină cu aburi = steam engine a scoate aburi = to steam a scoate aburi = to exhale / emit vapours a scoate aburi = to emit / throw out smoke a scoate aburi (a fumega) = to smoke, to fume a scoate aburi (a fumega) = to fume a scoate aburi (a fumega) = to smoke a scoate aburi (din cauza transpiraţiei) = to be reeking with perspiration a scoate aburi pe gură = to talk at random a scoate aburi pe gură = to talk through one's hat a se transforma în aburi = to vaporize"
aburca,to lift up (a se căţăra) = to clamber (up) (a se ridica în zbor) = to take wing (a se ridica în zbor) = to fly up (a se ridica în zbor) = to soar
abureală,(exalare) = exhalation (produsă de lichide) = steam (produsă de lichide) = vapour (produsă de lichide) = fume (miasmă) = miasma (mai ales mirositoare) = reek (care se depune pe lucruri) = damp (care se depune pe lucruri) = vapour (adiere) = gentle / mild / soft wind / breeze poetic gale
aburi,(a expune la aburi) = to steam (a expune la aburi) = to apply steam to (a expune la fum) = to expose to smoke (a umple cu aburi) = to disinfect by fumes / vapours (a curăţi cu fum) = to fumigate (a curăţi cu fum) = to disinfect / purify by smoke (a umple cu parfumuri) = to fill with a sweet odour (a exala) = to exhale (a exala) = to give out (a se acoperi cu aburi) = to (be covered with) steam (a se umezi) = to sweat (a se umezi) = to become damp (a se întuneca a deveni neclar) = to dim (a se înfierbânta) = to become heated (a se înfierbânta) = to become / get / grow hot (la faţă) = to flush (a umple cu parfumuri) = perfume abureşte (adie) = there is a gentle breeze (on) abureşte (adie) = the air / breeze is very soft
aburire,steaming
aburit,(acoperit cu aburi) = covered with steam (acoperit cu aburi) = reeky (acoperit cu aburi) = smoky (aprins la faţă) = glowing (aprins la faţă) = red in the face (de emoţie) = flushing (beat) = boozy
aburos,(plin de aburi) = steamy (plin de aburi) = reeky (producând aburi) = vapoury (producând aburi) = steam-engendering (vaporos) = vapoury (ceţos) = foggy (ceţos) = hazy fig. vaporous
abuz,(exces) = abuse (exces) = intemperance (întrebuinţare greşită) = abuse (întrebuinţare greşită) = misuse (întrebuinţare greşită) = perversion (obicei rău) = abuse (obicei rău) = corrupt practice (înşelăciune) = abuse (înşelăciune) = deceit (înşelăciune) = fraud (încălcare) = encroachment (încălcare) = transgression abuz de autoritate = abuse of authority abuz de încredere = breach of trust abuz de încredere = abuse of smb.'s trust / confidence abuz de încredere = con(fidence) game abuz de putere = abuse of power abuz de termeni = abuse of terms
abuza,to abuse (a întrebuinţa greşit) = to abuse ... to misuse ... (a întrebuinţa greşit) = to misapply ... (a întrebuinţa greşit) = to pervert ... (a înşela) = to abuse ... (a înşela) = to deceive ... (a înşela) = to delude ... (a aduce prejudicii) = to encroach upon / of ... (a aduce prejudicii) = to prejudice ... (a aduce prejudicii) = to molest ... (a aduce prejudicii) = to intrude upon ... a abuza de bunătatea cuiva = to presume upon smb.'s kindness a abuza de bunătatea cuiva = to trespass / intrude upon smb.'s good nature a abuza de cineva = to take an unfair advantage of smb. a abuza de cineva = to make fun / sport / game of smb.
abuziv,abusive founded on abuse improper abusively improperly
abătut,(deprimat) = depressed (deprimat) = dejected (deprimat) = downcast (deprimat) = (heart-)heavy (deprimat) = out of sorts (deprimat) = mopish (descurajat) = disheartened (descurajat) = dispirited (descurajat) = low-spirited (melancolic) = melancholy (melancolic) = gloomy (melancolic) = under the weather (melancolic) = in the blues / dumps
abţibild,transfer (picture) decal fig. trifles
abţine,(de la) = to abstain (from) (de la) = to refrain (from) (de la) = to forbear (from) (de la) = to stay one's hand (a refuza) = to decline (a refuza) = to refuse (a-şi stăpâni pasiunile) = to subdue / control (a-şi stăpâni pasiunile) = master one's passions a se abţine de la băutură = to abstain from drinking a se abţine de la vot = to abstain from voting a se abţine de la vot = to stay away from the polls abţine-te! = tell it to the marines! nu m-am putut abţine să nu plâng = I could not help weeping
abţinere,abstention (refuz) = refusal
ac,"needle (cu gămălie) = pin bot. (frunză aciculară) = needle (leaf) bot. (frunză aciculară) = pointed / acicular leaf bot. (ghimpe) = prickle bot. (ghimpe) = thorn bot. (ghimpe) = spike zool. (de arici) = spine zool. (de porc spinos) = quill entom. sting med. needle med. stiletto ferov. shunt(ing) ferov. siding ferov. (turn-out) switch ferov. (de macaz) = switch blade fig (stimulent) = sting fig. (stimulent) = sting fig. (stimulent) = spur fig. (durere) = pang fig. (împunsătură) = hit fig. (împunsătură) = dig (at smb) fig. (împunsătură) = dig (at smb.) fig. (provocare ironică) = taunt fig. (al conştiinţei) = prick med. acus a căuta acul în carul cu fân = to look / seek for a needle in a bottle of hay a căuta acul în carul cu fân = to seek a needle in a haystack a lucra cu acul = to do needlework a prinde / fixa cu un ac = to fix / fasten with a pin / needle, to pin (up) a scăpa ca prin urechile acului = to escape by the skin of one's teeth a scăpa ca prin urechile acului = to make a hairbreadth escape a sta ca pe ace = to be on (the) tenterhooks a sta ca pe ace = to sit (up)on pins (and needles) a sta ca pe ace = to sit (up)on thorns ac de albină = sting of a bee ac de busolă = compass needle ac de cap = hair pin / needle ac de cravată = scarf pin ac de croşetat = crotchet (needle) ac de cusut = (sewing) needle ac de împletit = knitting needle ac de macaz ferov. = switch blade ac de mare iht. = great pipefish ac de mare iht. = needle fish ac de patefon = gramophone needle ac de păr = black curling pin ac de păr = hair pin / needle ac de picup = stylus ac de siguranţă = safety pin ac magnetic = magnetic needle acul pământului bot. = maidenhair acul pământului bot. = Venus's hair (Adiantum capillus Veneris) ca pe ace = (like a cat) on hot bricks ca pe ace = on tenterhooks ca pe ace = on thorns gămălie de ac = pin / pin's head împunsătură de ac (la cusut) = stitch împunsătură de ac = pin prick lucrător cu acul = needle hand lucrător cu acul = needleman lucru cu acul = needlework perniţă cu ace = pin cushion urechea acului = eye / ear of a needle urechea acului = needle eye / ear"
acadea,caramel lozenge
academic,academic(al) filoz. Academic academically sfert academic = quarter of an hour's allowance (previous to a lecture) sfert academic fig. = pardonable unpunctuality cu studii academice = having received a university education a conferi cuiva un titlu academic = to confer a degree on smb. a primi un titlu academic = to obtain / receive a degree
academician,academician
academie,academy filoz. Academy poetic Academe academie de Agricultură = Agricultural Academy academie de arte frumoase = Academy of Fine Arts academie de comerţ = Commercial School academie de medicină = Medical College academie de muzică = Academy of Music academie de ştiinţe = Academy of Sciences academie militară = Military Academy academie navală = Naval College
academism,academ(ic)ism formalism
academist,academician
acaju,bot. mahogany (tree) bot. cashew (lemn) = mahogany wood
acalmie,mar. lull mar. calm at sea (linişte) = abeyance (linişte) = lull (linişte) = quiet (pauză) = pause (pauză) = rest (armistiţiu) = armistice (armistiţiu) = truce (armistiţiu) = respite
acantă,bot. acanthus (Acanthus) arhit. acanthus
acapara,com. to buy up (pentru a urca preţurile) = to forestall (pentru a urca preţurile) = to corner (a monopoliza) = to monopolize fig. to monopolize fig. (a absorbi) = to absorb fig. (a absorbi) = to swallow up fig. (a pune stăpânire pe) = to seize fig. (a lua) = to take (hold of)
acaparant,absorbing engrossing (lacom) = grasping (lacom) = greedy
acaparare,buying up
