English,Other
adolescence,юность
adolescent,юношеский
adopt,усыновлять
adopted,приемный
adoptee,усыновленный
adoptive,восприимчивый
adorable,обожаемый
adoration,поклонение
adore,обожать
adorn,украшать
adornment,украшение
adrenal,надпочечный
adrift,плывущий по течению
adroit,ловкий
adsorb,всасывать
adsorbate,адсорбированное вещество
adsorption,поглощение
adulate,льстить
adulation,лесть
adult,взрослый
adulterant,примесь
adulterate,фальсифицированный
adultery,прелюбодеяние
adumbrate,делать набросок
adust,выжженный
advance,продвижение
advanced,продвинутый
advancement,продвижение
advancing,прогрессирующий
advantage,выгода
advantageous,выгодный
advent,приход
adventitious,добавочный
adventure,приключение
adventurer,искатель приключений
adventuress,авантюристка
adventurous,отважный
adverb,наречие
adverbial,наречный
adversary,противник
adversative,противительный
adverse,враждебный
adversity,несчастье
advert,ссылаться
advertise,помещать объявление
advertisement,объявление
advertising,рекламирование
advice,совет
advisable,благоразумный
advise,совет
advised,обдуманный
advisedly,намеренно
adviser,советник
advisory,совещательный
advocacy,защита
advocate,адвокат
adynamia,слабость
adz,тесать
adze,тесать
aegis,защита
aeon,вечность
aerate,проветривать
aerial,воздушный
aerialist,воздушный акробат
aerie,выводок
aerobatics,фигурные полеты
aerobic,аэробика
aerodrome,аэродром
aerodynamic,аэродинамический
aerodynamics,аэродинамика
aerodyne,летательный аппарат
aeroembolism,кессонная болезнь
aerofoil,несущая поверхность
aerogram,радиограмма
aeronaut,воздухоплаватель
aeronautic,воздухоплавательный
aeronautics,воздухоплавание
aeroplane,самолет
aerosol,аэрозоль
aerostat,воздушный шар
aerostatics,воздухоплавание
aery,выводок
aesthete,эстет
aesthetic,эстетический
aesthetics,эстетика
aestival,четний
afar,вдалеке
afebrile,безлихорадочный
affable,приветливый
affair,роман
affect,воздействовать
affectation,притворство
affected,неискренний
affection,любовь
affectionate,любящий
affective,эмоциональный
afferent,центростремительный
affiance,обручение
affianced,обрученнычй
affidavit,поручительство
affiliate,принимать в члены
affined,родственный
affinity,родственность
affirm,утверждать
affirmation,торжественное заявление
affirmative,утвердительный
affix,поставить
afflatus,божественное откровение
afflict,огорчать
afflicted,огорченный
affliction,огорчение
affluence,изобилие
affluency,изобилие
affluent,изобильный
afflux,прилив
afford,позволить себе что-либо
afforest,лесонасаждение
affray,драка
affright,испуг
affront,оскорбление
affusion,обливание
afghan,афганский
afghani,афгани
afghanistan,афганистан
aficionado,болельщик
afield,в поле
afire,в огне
aflame,в огне
aflat,горизонтально
afloat,на поверхности
aflutter,трепетно
afoot,пешком
afore,впереди
aforementioned,вышеупомянутый
aforesaid,вышеупомянутый
aforethought,предумышленный
aforetime,прежде
afraid,испуганный
afresh,снова
african,африканский
aft,корма
after,позади
afterbirth,ребенок пожилых родителей
aftercare,уход за выздоравливающим
aftereffect,последствие
afterglow,закат
afterimage,остаточное изображение
afterlife,загробная жизнь
aftermath,последствие
aftermost,ближайший к корме
afternoon,время после полудня
aftertaste,остающийся привкус
afterthought,запоздалая мысль
afterwards,впоследствии
again,снова
against,против
agamic,бесполый
agape,разинув рот
agate,агат
age,возраст
aged,пожилой
ageing,старение
ageless,нестареющий
agency,агентство
agenda,повестка дня
agent,посредник
agglomerate,скопление
agglomerating,спекание
agglomeration,скопление
agglutinate,склеенный
agglutination,склеивание
agglutinative,склеивающий
aggrandize,возвеличивать
aggravate,ухудшать
aggravating,ухудшающий
aggravation,ухудшение
aggregate,совокупность
aggression,нападение
aggressive,нападающий
aggressor,зачинщик
aggrieve,огорчать
aggro,уличная драка
aghast,ошеломленный
agile,подвижный
agility,подвижность
agin,против
aging,созревание
agitate,волновать
agitated,взволнованный
agitation,агитация
agitator,агитатор
agleam,мерцая
aglow,возбужденный
agnail,заусеница
agnate,родственник по мужской линии
ago,тому назад
agog,возбужденный
agonic,не образующий угла
agonistic,атлетический
agonize,быть в агонии
agonizing,мучительный
agony,сильнейшая боль
agoraphobia,боязнь пространства
agrarian,аграрный
agree,соглашаться
agreeable,выражающий согласие
agreed,согласованный
agreement,соглашение
agriculture,сельское хозяйство
agrimony,репейник
agronomy,сельское хозяйство
agrostology,учение о травах
aground,сидящий на мели
ague,озноб
ahead,вперед
ai,искусственный интеллект
aid,помощь
aide,адъютант
aids,спид
aigrette,пучок лучей
aiguille,горный пик
ail,причинять боль
ailing,хилый
ailment,недуг
aim,прицел
aiming,прицеливание
aimless,бесцельный
air,воздух
air-condition,кондиционировать
air-conditioned,с кондиционированным воздухом
air-conditioning,кондиционирование воздуха
air-cooled,с воздушным охлаждением
air-cooling,воздушное охлаждение
air mail,авиапочта
air space,воздушное пространство
airboat,гидросамолет
airborne,воздушно-десантный
aircraft,авиация
airdrome,аэродром
airedale,эрдель-терьер
airfield,аэродром
airfoil,несущая поверхность
airframe,остов самолета
airing,проветривание и просушивание
airless,безвоздушный
airlift,авиационный транспорт
airline,авиалиния
airman,авиаспециалист
airplane,самолет
airport,иллюминатор
airscrew,пропеллер
airship,дирижабль
airsick,страдающий воздушной болезнью
airsickness,воздушная болезнь
airstrip,летная полоса
airtight,воздухонепроницаемый
airway,воздушная трасса
airworthy,пригодный к полету
airy,просторный
aisle,крыло здания
ait,островок
aitchbone,крестцовая кость
ajar,приотворенный
akimbo,подбоченившийся
akin,родственный
akinesia,неподвижность
alabaster,алебастр
alacrity,рвение
alar,крылатый
alarm,тревога
alarmist,паникер
alarum,звон будильника
alas,увы
alaska,аляска
alate,крылатый
alb,стихарь
albania,албания
albanian,албанец
albatross,альбатрос
albeit,хотя
albert,цепочка для мужских часов
albescent,становящийся белым
album,альбом
albumen,белок
albumin,белок
albuminoid,белковидный
alchemist,алхимик
alchemy,алхимия
alcohol,спирт
alcoholic,спиртной
alcoholism,пьянство
alcoran,коран
alcove,беседка
alder,ольха
ale,пиво
aleatory,случайный
alee,в подветренную сторону
alembic,перегонный куб
alert,бдительный
alexandrite,александрит
alexin,комплемент
alfalfa,люцерна
alfresco,на открытом воздухе
alga,водоросль
algae,водоросли
algebra,алгебра
algebraic,алгебраический
algeria,алжир
algid,холодный
algiers,город алжир
algorism,система счисления
algorithm,метод
alias,иначе
alibi,оправдание
alidad,угломер
alien,иностранец
alienable,отчуждаемый
alienate,отчуждать
alienation,умопомешательство
alienist,психиатр
aliform,крыловидный
alight,светящийся
alighting,посадка
align,равняться
aligning,выравнивание
alignment,выравнивание
alike,похожий
aliment,пища
alimentary,пищевой
alimentation,питание
alimony,алименты
aline,выстраивать в линию
aliquot,кратный
alive,живой
alkalescent,слабощелочной
alkali,щелочной
alkaline,щелочной
alkalinity,щелочность
all,всякий
all-around,многосторонний
all-in,уставший
all-night,ночной
all-out,идущий напролом
all-purpose,универсальный
all-round,многосторонний
all-time,небывалый
all along the line,во всем
all but,кроме
all of a sudden,вдруг
all right,все в порядке
allah,аллах
allay,облегчать
allegation,заявление
allege,утверждать
alleged,утверждаемый
allegiance,верность
allegoric,иносказательный
allegorical,аллегорический
allegorize,изъясняться иносказательно
allegory,аллегория
allergen,аллерген
allergic,алергический
allergy,повышенная чувствительность
alleviate,облегчать
alley,узкая улица
alleyway,мраморный шарик
alliance,союз
allied,союзный
alligator,аллигатор
allocate,размещать
allocution,обращение
allogenic,чужеродный
allot,распределять
allotment,распределение
allottee,мелкий арендатор
allow,позволять
allowance,денежная помощь
allowedly,дозволенным образом
alloy,сплав
allseed,многосемянное растение
allspice,гвоздика
allude,намекать
allure,заманивать
alluring,привлекательный
allusion,намек
allusive,содержащий ссылку
alluvial,наносный
alluvion,нанос
alluvium,нанос
ally,союзник
almanac,календарь
almighty,всемогущий
almond,миндаль
almoner,раздающий милостыню
almost,почти
alms,милостыня
almsman,живущий подаянием
aloe,алоэ
aloft,наверху
alone,одинокий
along,вдоль
alongside,рядом
aloof,надменный
alopecia,облысение
aloud,громко
alp,горная вершина
alpaca,шерсть альпака
alphabet,алфавит
alphabetic,алфавитный
alphabetical,алфавитный
alphabetize,располагать по алфавиту
alpine,альпийский
alpinist,альпинист
alps,альпы
already,уже
alright,удовлетворительно
alsatian,восточноевропейская овчарка
also,тоже
altar,престол
alter,переделывать
alterable,изменяемый
alteration,изменение
alterative,вызывающий изменение
altercate,препираться
altercation,перебранка
alternate,чередующийся
alternating,сменяющийся
alternating current,переменный ток
alternation,чередование
alternative,взаимоисключающий
alternator,генератор переменного тока
although,если бы даже
altimeter,высотомер
altitude,высота
alto,альт
alto-relievo,горельеф
altocumulus,высоко-кучевые облака
altogether,вполне
altostratus,высоко-слоистые облака
altruism,альтруизм
alum,квасцы
alumina,окись алюминия
aluminiferous,содержащий алюминий
aluminium,алюминий
aluminous,содержащий алюминий
aluminum,алюминиевый
alumnus,бывший питомец
alveolar,ячеечный
always,всегда
am,сударыня
amalgam,смесь
amalgamate,соединять
amalgamated,соединенный
amalgamation,смешение
amanuensis,личный секретарь
amara,горечи
amaranth,пурпурный цвет
amaranthine,неувядающий
amaryllis,пастушка
amass,накоплять
amateur,любитель
amateurish,непрофессиональный
amative,влюбчивый
amatory,любовный
amaurosis,польная слепота
amaze,изумлять
amazement,изумление
amazing,удивительный
amazon,мужеподобная женщина
ambassador,посол
amber,янтарь
ambience,окружение
ambient,окружающий
ambiguity,двусмысленность
ambiguous,двусмысленный
ambit,границы
ambition,честолюбие
ambitious,честолюбивый
ambivalence,раздвоение чувств
ambivalent,двойственный
amble,иноходь
ambler,иноходец
ambulatory,передвижной
ambuscade,засада
ambush,засада
ameliorate,улучшать
amelioration,коренное улучшение
amen,аминь
amenable,ответственный
amend,исправлять
amendment,поправка
amenity,любезность
amenorrhoea,менструации
ament,слабоумный
amentia,слабоумие
amerce,штрафовать
american,американский
americanism,американизм
americanize,американизировать
amethyst,аметист
amiable,благожелательный
amianthus,горный лен
amicable,полюбовный
amid,посреди
amidst,посреди
amir,эмир
amiss,несвоевременный
amity,дружелюбие
ammeter,амперметр
ammo,боеприпасы
ammonia,нашатырный спирт
ammoniac,аммиачный
ammoniacal,аммиачный
ammunition,боеприпасы
amnesty,прощение
amoeba,амеба
amok,вне себя
among,среди
amongst,между
amoral,аморальный
amorous,влюбчивый
amorphous,бесформенный
amortization,погашение
amortize,отчуждать недвижимость
amount,сумма
amount to,равняться
amour,любовь
amperage,ток
ampere,ампер
amphibian,земноводное
amphibious,земноводный
amphibolous,двузначный
amphitheatre,амфитеатр
amphora,амфора
amphoteric,двусторонний
ample,обильный
amplification,усиление
amplifier,усилитель
amplify,расширять
amplitude,обилие
ampule,ампула
amputate,удалять
amputated,ампутированный
amsterdam,амстердам
amu darya,амударья
amuck,набрасываться
amulet,талисман
amur,амур
amuse,забавлять
amused,довольный
amusement,развлечение
amusing,забавный
amylaceous,крахмальный
amyloid,крахмалистый
amylum,крахмал
ana,сборник воспоминаний
anachronism,анахронизм
anaconda,удав
anaemia,малокровие
anaemic,малокровный
anaesthesia,обезболивание
anaesthesiology,анестезиология
anaesthetic,анестезирующее
anaesthetize,анестезировать
analgesia,обезболивание
analgesic,болеутоляющий
analog,аналог
analogical,аналогический
analogous,аналогичный
analogue,аналог
analogy,аналогия
analyse,разбирать
analyses,анализировать
analysis,разбор
analyst,аналитик
analytic,аналитический
analytics,аналитика
analyze,разбирать
anarchical,анархический
anarchism,анархизм
anarchist,анархист
anarchy,анархия
anathema,проклятие
anathematize,проклинать
anatomic,анатомический
anatomical,анатомический
anatomist,анатом
anatomize,анатомировать
anatomy,анализ
ancestor,предок
ancestral,наследственный
ancestry,предки
anchor,якорь
anchorage,якорная стоянка
anchored,верный
anchoress,отшельница
anchorite,отшельник
anchovy,анчоус
ancient,античный
ancillary,вспомогательный
and,"соединительный союз и, а"
androgyne,гермафродит
androgynous,женоподобный
android,человекоподобный робот
anecdote,рассказ
anecdotic,анекдотичный
anemia,малокровие
aneroid,барометр
anesthesia,анестезия
anesthetic,анестезирующий
anew,заново
anfractuous,запутанный
angel,ангел
angelica,дудник
anger,гнев
angina,ангина
angina pectoris,стенокардия
angle,угол
angler,рыболов
anglican,англиканский
anglicism,английский обычай
anglicist,англист
anglicize,англизировать
anglo-saxon,англосакс
angola,ангорская кошка
angora,ангорская кошка
angry,сердитый
anguish,испытывать острую тоску
angular,угловой
angularity,угловатость
anhydrous,безводный
anil,индиго
anile,слабоумный
aniline,анилин
animadversion,порицание
animadvert,критиковать
animal,животный
animalcule,микроскопическое животное
animalism,чувственность
animate,живой
animated,оживленный
animation,мультипликация
animosity,враждебность
animus,предубеждение
anise,анис
aniseed,анисовое семя
ankara,анкара
ankle,лодыжка
anklet,ножной браслет
anna,анна
annalist,летописец
annals,ежегодник
anneal,закалять
annealing,отжиг
annex,пристройка
annexe,флигель
annihilate,упразднять
annihilation,отмена
anniversary,годовщина
anno,старость
anno domini,христианской эры
annotate,снабжать примечаниями
annotation,примечание
announce,сообщать
announcement,объявление
announcer,диктор
annoy,досаждать
annoyance,досада
annoyed,раздраженный
annoying,досадный
annual,ежегодный
annuitant,получающий ежегодную ренту
annuity,ежегодная рента
annul,аннулировать
annular,кольцеобразный
annulate,кольчатый
annulet,колечко
annulled,отмененный
annulment,отмена
annulus,кольцо
annunciate,возвещать
annunciation,возвещение
anode,анод
anodyne,болеутоляющий
anoint,смазывать
anomalous,ненормальный
anomaly,аномалия
anomie,беззаконие
anon,тотчас
anonym,псевдоним
anonymity,анонимность
anonymous,безымянный
anopheles,малярийный комар
anorexia,отсутствие аппетита
anosmia,отсутствие обоняния
another,иной
anoxia,недостаток кислорода в крови
ansa,петля
anserine,глупый
answer,ответ
answer for,ручаться
answerable,ответственный
answerback,ответ
ant,муравей
antagonism,вражда
antagonist,противник
antagonize,противодействовать
antarctic,антарктический
ante meridiem,до полудня
anteater,муравьед
antebellum,довоенный
antecedence,предшествование
antecedent,предшествующий
antecedents,прошлое
antechamber,передняя
antedate,датировать задним числом
antediluvian,допотопный
antelope,антилопа
antemeridian,дополуденный
antenatal,внутриутробный
antenna,антенна
anterior,предшествующий
anteroom,передняя
anthem,гимн
anther,пыльник
anthill,муравейник
anthology,антология
anthrax,сибирская язва
anthropoid,человекообразный
anthropology,антропология
anthropometry,антропометрия
anti,анти
antiaircraft,противовоздушный
antibiotic,антибиотик
antibiotics,антибиотики
antibody,антивещество
antic,гримасы
antichrist,антихрист
anticipate,предвидеть
anticipation,ожидание
anticlimax,разрядка напряжения
anticline,свод
anticlockwise,против часовой стрелки
antidote,противоядие
antifebrile,противолихорадочный
antimacassar,салфеточка
antimissile,противоракетный
antimonial,сурьмяный
antimony,парадокс
antinomy,противоречие в законе
antipathy,антипатия
antipersonnel,противопехотный
antiphlogistic,противовоспалительный
antipodes,противоположности
antipyretic,жаропонижающий
antiquarian,антикварный
antiquary,собиратель древностей
antiquated,устарелый
antique,античный
antiquities,древности
antiquity,античность
antiscorbutic vitamin,аскорбиновая кислота
antisepsis,антисептика
antiseptic,обеззараживающий
antisocial,антиобщественный
antisubmarine,противолодочный
antitank,противотанковый
antithesis,полная противоположность
antithetic,прямо противоположный
antitoxic,противоядный
antitoxin,противоядие
antitrust,направленный против трестов
antiviral,противовирусный
antiwar,антивоенный
antler,олений рог
antonym,антоним
antrum,полость
anurous,бесхвостый
anus,заднепроходный канал
anvil,наковальня
anxiety,беспокойство
anxious,озабоченный
any,всякий
anybody,кто-нибудь
anyhow,как-нибудь
anyone,всякий
anything,что угодно
anyway,в любом случае
anywhere,где-нибудь
anywise,каким-нибудь образом
aorta,аорта
apace,быстро
apanage,атрибут
apart,раздельно
apartment,квартира
apathetic,безразличный
apathetical,равнодушный
apathy,вялость
ape,обезьяна
apeak,вертикально
aperient,слабительный
aperitif,аперитив
aperture,отверстие
apex,верхушка
aphasia,потеря речи
aphid,тля растительная
aphis,тля растительная
aphorism,афоризм
aphrodisiac,сладострастный
apian,пчелиный
apiarian,пчеловод
apiarist,пчеловод
apiary,пасека
apical,верхушечный
apiculture,пчеловодство
apiece,поштучно
aping,обезьянничание
apis,пчела
apish,обезьяний
aplenty,в изобилии
aplomb,отвесное положение
apocalypse,пророческое предвидение
apocrine,отделяющий
apocryphal,недостоверный
apodal,безногий
apogee,апогей
apollo,аполлон
apologetic,извиняющийся
apologetical,защитительный
apologia,апология
apologist,апологет
apologue,нравоучительная басня
apology,извинение
apophyse,отросток
apoplectic,больной
apoplexy,инсульт
apostasy,отступничество
apostate,изменник
apostatize,отступаться
apostle,поборник
apostolic,папский
apostrophe,обращение
apostrophize,ставить знак апострофа
apothecary,аптекарь
apotheosis,прославление
appal,ужасать
appall,ужасать
appalling,ужасающий
appanage,атрибут
apparatus,прибор
apparel,одежда
apparent,явный
apparition,привидение
appeal,просьба
appealing,привлекательный
appear,появляться
appearance,появление
appease,умиротворять
appeased,успокоенный
appeasement,умиротворение
appellant,апеллирующий
appellation,название
appellative,нарицательный
appellee,ответчик по апелляции
append,прибавлять
appendage,придаток
appendicitis,аппендицит
appendicular,добавочный
appendix,приложение
apperception,осознанное восприятие
appertain,принадлежать
appetence,влечение
appetency,влечение
appetite,аппетит
appetizer,закуска
appetizing,аппетитный
applaud,аплодировать
applause,аплодисменты
apple,яблоко
applejack,яблочная водка
appliance,приспособление
applicable,применимый
applicant,проситель
application,заявление
applied,прикладной
apply,обращаться
appoint,назначать
appointed,назначенный
appointee,получивший назначение
appointment,прием
apportion,распределять
apportionment,пропорциональное распределени
apposite,уместный
apposition,устный экзамен
appraisal,оценка
appraise,оценивать
appreciable,заметный
appreciate,ценить
appreciation,высокая оценка
appreciative,высоко ценящий
apprehend,постигать
apprehensible,понятный
apprehension,понимание
apprehensive,опасающийся
apprentice,ученик
apprise,извещать
approach,приближение
approachable,доступный
approbate,одобрять
approbation,одобрение
appropriate,подходящий
appropriation,присвоение
approval,одобрение
approve,одобрять
approved,одобренный
approximate,находящийся близко
approximation,приближение
appurtenance,придаток
apricot,абрикос
april,апрель
apron,передник
apropos,уместный
apt,способный
apterous,бескрылый
aptitude,способность
aquamarine,зеленовато-голубой
aquarelle,акварель
aquarium,аквариум
aquarius,водолей
aquatic,водный
aqueduct,водопровод
aqueous,водный
aquifer,водоносный пласт или слой
aquiline,орлиный
arab,араб
arabesque,фантастический
arabian,арабский
arabic,арабский
arable,пахотный
arachnid,паукообразный
arachnoid,паутинообразный
aral sea,аральское море
aramaic,арамейский язык
arbalest,арбалет
arbiter,арбитр
arbitrage,арбитраж
arbitrament,решение
arbitrary,произвольный
arbitrate,выносить третейское решение
arbitration,арбитраж
arbitrator,арбитр
arbor,вал
arbor vitae,дерево жизни
arboreal,древесный
arboreous,древесный
arborescent,разветвленный
arboretum,древесный питомник
arboriculture,лесоводство
arbour,оправка
arbutus,земляничное дерево
arc,дуга
arcade,сводчатая галерея
arcadian,аркадский
arcane,тайный
arcanum,тайна
arch,проказливый
archaean,архейский
archaeology,археология
archaic,архаический
archaism,архаизм
archaize,употреблять архаизмы
archangel,архангел
archbishop,архиепископ
archbishopric,архиепископство
archdeacon,архидиакон
archdiocese,епархия архиепископа
archduke,эрцгерцог
archean,архейский
arched,изогнутый
archenemy,заклятый враг
archer,стрелок мз лука
archery,снаряжение стрелка из лука
archetype,прототип
archfiend,сатана
archimedean,архимедов
archipelago,архипелаг
architect,архитектор
architectonic,архитектурный
architectonics,зодчество
architecture,архитектура
architrave,архитрав
archival,архивный
archive,архив
archives,архив
archivist,архивариус
archway,арка
arciform,дугообразный
arcing,образование дуги
arctic,арктический
arcuate,дугообразный
ardent,пылкий
ardor,рвение
ardour,рвение
arduous,труднодоступный
area,площадь
arena,место действия
arenaceous,песчанный
areola,кружочек
argent,серебристый
argentic,содержащий серебро
argentina,аргентина
argil,гончарная глина
argillaceous,глинистый
argonaut,золотоискатель
argosy,большое торговое судно
argot,жаргон
arguable,спорный
argue,доказывать
argufy,спорить ради спора
argument,довод
argumentation,аргументация
argumentative,любящий спорить
argus,бдительный страж
aria,ария
arid,засушливый
aries,овен
aright,правильно
aril,шелуха
arise,происходить
arisen,происходить
aristocracy,аристократия
aristocrat,аристократ
arithmetic,арифметика
ark,ящик
arm,рука
armada,армада
armament,вооружение
armature,вооружение
armchair,кресло
arme,кавалерия
armed,вооруженный
armenian,армянский
armful,охапка
arming,боевое снаряжение
armistice,перемирие
armlet,браслет
armor,броневой
armored,бронированный
armorer,оружейный мастер
armory,арсенал
armour,броня
armpit,подмышка
arms,оружие
army,армия
aroma,аромат
aromatic,душистый
arose,происходить
around,вокруг
around-the-clock,круглосуточный
arouse,будить
arraign,привлекать к суду
arrange,приводить в порядок
arrangement,приведение в порядок
arrant,настоящий
arras,гобелены
array,строй
arrear,задолженность
arrearage,задолженность
arrears,отставание
arrest,задержание
arresting,задерживающий
arrhythmia,аритмия сердца
arrhythmic,аритмичный
arris,ребро
arrival,прибытие
