English,Other
alexandra,n. 愛麗珊德拉
alexandria,n. 亞歷山大港; 亞歷山大市
alexandrian,1. n. 亞歷山大港之居民; 亞歷山大派的學者或神學家 2. adj. 亞歷山大大帝的; 亞歷山大港的希臘文學､科學與哲學的
algeria,n. 阿爾及利亞
algerian,1. Al·ge·ri·an || æl`dʒɪrɪən /-dʒɪə- n. 阿爾及利亞人 2. Al·ge·ri·an || æl`dʒɪrɪən /-dʒɪə- adj. 阿爾及利亞的
algiers,n. 阿爾及爾
algonquian,1. n. 亞爾岡京語 2. adj. 亞爾岡京語的
algonquin,n. 阿爾岡京族人; 阿爾岡京部族
alice,n. 愛麗絲
alice in wonderland,愛麗絲奇境記
all saints` day,萬聖節
allah,"n. 阿拉, 真主"
allen,n. 艾倫
allentown,n. 艾倫鎮
allhallows,n. 萬聖節
alma,n. 艾瑪
alps,n. 阿爾卑斯山脈
alsace,n. 阿爾薩斯地區; 阿爾薩斯酒
alsatian,Al·sa·tian || æl`seɪʃən n. 阿爾薩斯人; 阿爾薩斯狼狗
amazon,Am·a·zon || `æməzɑn /-zn n. 亞馬遜; 女傑; 亞馬遜族#亞馬遜河; 女傑; 亞馬遜族
amazonian,Am·a·zo·ni·an || æmə`zəʊnɪən adj. 亞馬遜河的; 有男子氣的; 剛勇好戰的
amerasian,Am·er·a·sian || æmə`reɪʃjən adj. 美亞混血的
america,n. 美國; 美洲
american,"1. A·mer·i·can || ə`merɪkən n. 美國人; 美洲人 2. A·mer·i·can || ə`merɪkən adj. 美國的, 美洲的"
american standard code for information interchange,美國標準資訊交組
americana,A·mer·i·ca·na || ə`merɪ`kɑːnə n. 美國文物; 美國文獻
americanize,A·mer·i·can·ize || ə`merɪkənaɪz v. 使美國化; 美國化
amerindian,1. n. 印第安人或愛斯基摩人 2. adj. 印第安人或愛斯基摩人的
amharic,n. 阿比西尼亞官話
amish,n. 門諾教派; 門諾教派之教徒
amos,n. 阿摩司; 阿摩司書
amsterdam,n. 阿姆斯特丹
amy,n. 艾咪
anaheim,n. 阿那罕姆市
andean,adj. 安第斯山脈的
andersen,n. 安徒生
anderson,n. 安德森市
andes,n. 安第斯山脈
andorra,n. 安道爾共和國; 安道爾市
andre,n. 安德烈
andrea,n. 安德莉亞
andrew,An·drew || `ændruː n. 安德魯
andromache,n. 安朵嫫姬
andromeda,n. 衣索比亞的公主; 仙女座
andy,n. 安迪
anglian,1. `An·gli·an || `æŋglɪən adj. 盎格魯人的 2. `An·gli·an || `æŋglɪən n. 盎格魯人; 盎格魯語
anglican,1. An·gli·can || `æŋglɪkən n. 英國國教徒 2. An·gli·can || `æŋglɪkən adj. 英國國教的; 英國的; 聖公會的
anglicanism,n. 英國國教; 英國國教教義
anglicism,An·gli·cism || `æŋglɪsɪzm n. 英國式; 英式英語
anglo-american,n. 英裔美國人的
anglo-saxon,",An·glo-`Sax·on$10$ || æŋglə`sæksn 盎格魯撒克遜人; 盎格魯撒克遜人的"
angola,n. 安哥拉
angolan,1. n. 安哥拉人 2. adj. 安哥拉的
ankara,n. 安卡拉
annapolis,n. 安那波理斯
anne,n. 安妮
annie,n. 安妮
antarctic,ant·arc·tic || ænt`ɑːktɪk n. 南極圈
antarctic circle,南極圈
antarctica,n. 南極洲
antilles,n. 大小安第列斯群島
antoinette,n. 安朵娜特
antwerp,n. 安特衛普
apache,A·pach·e· || ə`pætʃɪ n. 阿帕切族; 阿帕切語
apennines,n. 亞平寧山脈
aphrodite,n. 愛芙羅黛蒂
apocrypha,"a·poc·ry·pha || ə`pɒkrɪfə n. 偽經, 新約外傳; 偽書"
apollo,A·pol·lo || ə`pɑləʊ /-`pɒl- n. 阿波羅; 太陽神; 美男子
apollonian,adj. 阿波羅崇拜的; 高尚的; 明確的
appalachia,n. 阿帕拉契山區
appaloosa,"n. 北美雄健馬種, 阿帕魯薩馬"
application program interface,應用程式介面
april,A·pril || `eɪprəl n. 四月
april fool`s day,愚人節
april fool,愚人節中受愚弄者; 愚弄的行為
aquarian,1. A·quar·i·an || ə`kwerɪən /-kweər- adj. 寶瓶座時代的; 太空時代的 2. A·quar·i·an || ə`kwerɪən /-kweər- n. 水瓶座時段生的人
aquarius,A·quar·i·us || ə`kwerɪəs /-`kweər- n. 寶瓶座; 寶瓶宮
aquinas,n. 阿圭奈
arab,"1. Ar·ab || `ærəb n. 阿拉伯馬, 阿拉伯人 2. Ar·ab || `ærəb adj. 阿拉伯人的, 阿拉伯的"
arab league,阿拉伯聯盟
arabia,n. 阿拉伯
arabian,1. A·ra·bi·an || ə`reɪbɪən n. 阿拉伯人; 阿拉伯半島居民 2. A·ra·bi·an || ə`reɪbɪən adj. 阿拉伯的; 阿拉伯人的
arabian desert,阿拉伯沙漠
arabian nights,天方夜譚; 一千零一夜的故事
arabic,"1. `Ar·a·bic || `ærəbɪk n. 阿拉伯語 2. `Ar·a·bic || `ærəbɪk adj. 阿拉伯語的, 阿拉伯式的, 阿拉伯人的"
arabist,`Ar·ab·ist || `ærəbɪst n. 阿拉伯語學者
aramaic,1. n. 阿拉姆語 2. adj. 阿拉姆語的
arapaho,n. 阿拉帕荷人; 阿拉帕荷語
arbor day,植樹節
arcadian,1. Ar`ca·di·an || `ɑrkeɪdɪən /`ɑːk- n. 阿爾卡笛亞人; 阿爾卡笛亞古希臘方言; 過田園生活的人 2. Ar`ca·di·an || `ɑrkeɪdɪən /`ɑːk- adj. 阿爾卡笛亞的; 田園的
archimedes,n. 阿基米德
arctic,arc·tic || `ɑːktɪk adj. 北極的; 北極區的
arctic circle,北極圈
arctic ocean,北極海; 北冰洋
areopagus,n. 希臘雅典一小丘; 古希臘雅典最高法院
ares,n. 愛力士
argentina,n. 阿根廷
argentine,Ar·gen·tine· || `ɑrdʒəntaɪn /`ɑːd- n. 阿根廷人
argus,Ar·gus || `ɑrgəs /`ɑːg- n. 阿加斯; 機警的看守人
aries,"A·ri·es || `erɪːz /`eər- n. 白羊座, 白羊宮"
aristotelian,1. n. 亞里斯多德派學者; 思想著重實際者 2. adj. 亞里斯多德的; 亞里斯多德學派的
aristotle,n. 亞里斯多德
arizona,n. 亞利桑那州
ark,ɑːk n. 方舟; 平底船
arkansas,n. 阿肯色州
armageddon,Ar·ma·ged·don || ɑrmə`gedn] /ɑːmə`gedn n. 世界末日善惡決戰的戰場
armenia,n. 亞美尼亞
armenian,1. Ar·me·ni·an || ɑr`mɪːnɪən /ɑːm- n. 亞美尼亞人; 亞美尼亞語 2. Ar·me·ni·an || ɑr`mɪːnɪən /ɑːm- adj. 亞美尼亞的
armistice day,停戰紀念日
armstrong,n. 阿姆斯壯; 登陸月球第一人
arnold,n. 阿諾德
artemis,"n. 司月, 森林, 狩獵"
arthur,n. 亞瑟
arthurian,Ar·thu·ri·an || ɑr`θʊrɪən /ɑː`θjʊərɪən adj. 亞瑟王的; 亞瑟王傳奇的
aryan,1. Ar·y·an || `eərɪən /`eər- n. 亞利安語; 亞利安人 2. Ar·y·an || `eərɪən /`eər- adj. 亞利安語系的; 亞利安人種的
ascension day,耶穌升天節
asclepius,n. 醫術之始祖
ash wednesday,聖灰星期三
asher,n. 亞瑟
ashkenazi,1. adj. 中歐系猶太人的 2. n. 中歐系猶太人
asia,n. 亞洲
asia minor,小亞細亞
asian,1. A·sian || `eɪʒn /-ʃn n. 亞洲人 2. A·sian || `eɪʒn /-ʃn adj. 亞洲的; 亞洲人的
assyria,n. 亞述
assyrian,1. As·syr·i·an || ə`sɪrɪən n. 亞述人; 亞述語 2. As·syr·i·an || ə`sɪrɪən adj. 亞述的; 亞述語的; 亞述人的
at ease!,安心; 不拘束; 自在; 稍息
athena,n. 雅典娜
athenaeum,n. 雅典娜神廟
athenian,A·the·ni·an || ə`θɪːnɪən n. 雅典人
athens,n. 雅典
atlanta,n. 亞特蘭大
atlantic,At·lan·tic || ət`læntɪk adj. 大西洋的
atlantic ocean,大西洋
attila,n. 匈奴王
attorney general,n. 首席檢察官
au,n. 金
augean,Au·ge·an || ɔː`dʒɪːən adj. 極髒的
august,au·gust || ɔː`gʌst n. 八月
augusta,n. 奧古斯塔
augustus,n. 奧古斯都
auschwitz,n. 奧許維次集中營
aussie,Aus·sie || `ɑzɪ /`ɒz- n. 澳洲; 澳洲人
austin,n. 奧斯丁
australia,n. 澳大利亞
australian,"1. Aus·tral·ian || ɑ`streɪlɪən /ɒ`s- n. 澳洲人, 澳大利亞人 2. Aus·tral·ian || ɑ`streɪlɪən /ɒ`s- adj. 澳洲人的, 澳洲的, 澳大利亞的"
austria,n. 奧地利
austrian,"1. Aus·tri·an || `ɑstrɪən /`ɒs- n. 奧地利人 2. Aus·tri·an || `ɑstrɪən /`ɒs- adj. 奧地利人的, 奧地利的"
austronesia,n. 太平洋中南部諸島
austronesian,adj. 澳斯楚尼西亞的
authorized version,欽定聖經英譯本
ave maria,福哉馬利亞; 頌讚的祈禱
avon,n. 阿文河
axminster,n. 艾克斯敏斯特地毯
azerbaijan,n. 亞塞拜然
azores,n. 亞速爾群島
aztec,Az·tec || `æztek n. 阿芝特克人; 阿芝特克語
b.c.,西元前...年
b.s.,"n. 貸借對照表, 資產負債表"
bas,"基本空速, 儀表修正空速"
bat,球棒; 短棍; 球拍; 擊球#用球棒打; 擊球率達...; 揮打; 成功率達...#用球棒打球; 輪到擊球#蝙蝠#眨#外國話
bbc,英國廣播公司
bbs,n. 電子佈告欄系統
bc,n. 商學士
bfa,n. 美術學士
bl,提貨單
bps,n. 比特/秒
bs,理學士
bs,賣契; 抵押品承諾證書
bsc,n. 化學學士
bt,神學士
bth,神學士
ba,n. 鋇
baal,"Ba·al || `beɪəl /bɑːl n. 主神, 太陽神; 邪神; 豐饒之神; 偶像"
bab,n. 巴巴拉的暱稱
babbitt,Bab·bitt || `bæbɪt n. 巴比特合金
babel,Ba·bel || `beɪbl n. 巴別塔
babylon,"Bab·y·lon || `bæbɪlən n. 巴比倫; 繁華的都市, 罪惡之都"
babylonia,n. 巴比倫尼亞
babylonian,1. Bab·y·lo·ni·an || bæbɪ`ləʊnɪən n. 巴比倫人 2. Bab·y·lo·ni·an || bæbɪ`ləʊnɪən adj. 巴比倫的; 罪惡的
bacchic,bac·chic || `bækɪk adj. 酒神巴克斯的
bacchus,n. 酒神
bach,bætʃ n. 巴哈
bachelor of arts,文學士
bachelor of science,理學士
baedeker,Bae·de·ker || `beɪdɪkə(r) n. 旅行指南
baghdad,n. 巴格達
bahai,1. n. 巴海大同教徒 2. adj. 巴哈教的 3. n. 巴海大同教徒
bahamas,n. 巴哈馬
bahamian,1. n. 巴哈馬人 2. adj. 巴哈馬的
bahrain,n. 巴林
bailey bridge,活動便橋
bakersfield,n. 貝克爾斯菲市
balaclava helmet,巴拉克拉法帽
bali,n. 巴里島
balinese,1. n. 巴里人; 巴里語 2. adj. 巴里人的; 巴里的; 巴里語的
balkan,Bal·kan || `bɔːlkən adj. 巴爾幹半島的
balkanization,n. 分割成小國; 使割據
baltic,`Bal·tic || `bɔːltɪk adj. 波羅的海的; 波羅的語的; 波羅的海諸國的
baltimore,n. 巴爾的摩港市
balzac,n. 巴爾扎克
bangkok,n. 曼谷
bangladesh,n. 孟加拉共和國
bantingism,n. 班亭式減肥療法
bantu,1. Ban·tu || bæn`tuː n. 班圖人; 班圖語 2. Ban·tu || bæn`tuː adj. 班圖系的
baptist,"`bap·tist || `bæptɪst n. 施洗者約翰, 施洗者, 浸信會教友"
barbados,n. 巴貝多
barbara,n. 芭芭拉
barcelona,n. 巴塞隆納
bartlett,n. 西洋梨的一種
baruch,n. 巴魯; 巴魯書
basel,n. 巴塞爾
basque,"n. 巴斯克人, 巴斯克語"
bat mitzvah,猶太女孩成人儀式; 13歲猶太女孩
bavarian,Ba·var·i·an || bə`verɪən /-`veər- adj. 巴伐利亞的; 巴伐利亞人的
beaufort,n. 波佛特
beaujolais,n. 博若萊紅葡萄酒
bedford,n. 貝德福
bedlington,n. 貝靈頓狗
bedouin,Bed·ou·in || `bedʊɪn adj. 貝多因人的; 遊牧人的
beelzebub,Be·el·ze·bub || bɪː`elzɪbʌb n. 魔王; 墮落天使; 惡魔
beethoven,n. 貝多芬
beijing,n. 北京
beirut,n. 貝魯特
belfast,n. 貝爾法斯特
belgian,1. Bel·gian || `beldʒən n. 比利時人 2. Bel·gian || `beldʒən adj. 比利時人的; 比利時的
belgium,n. 比利時
belgrade,n. 貝爾格萊德
ben,n. 班
benedictine,Ben·e·dic·tine || benɪ`dɪktɪːn n. 本篤會的修士; 一種甜酒
bengal,Ben·gal || beŋ`gɔːl n. 孟加拉
benjamin,n. 便雅憫; 受寵愛的幼子; 便雅憫族
benzedrine,n. 苯丙胺; 苯丙胺的商標; 一種甦醒劑
berber,"Ber·ber || `bɜrbə(r) /`bɜː- n. 柏柏爾人, 柏柏爾語"
berkeley,n. 柏克萊
berlin,n. 柏林
berliner,n. 柏林市民
bermuda,n. 百慕達群島
bern,n. 伯恩
bernard,n. 伯納
bertha,n. 貝莎
bessemer,n. 貝瑟摩; 貝瑟摩煉鋼法
bethlehem,n. 伯利恆
betty,n. 貝蒂
bhutan,n. 不丹
bhutanese,n. 不丹的; 不丹語的; 不丹人的
bible,Bi·ble || `baɪbl n. 聖經
big dipper,遊樂場慣性車道
bigfoot,n. 北美洲西北部森林中的野人
billingsgate,Bil·lings·gate || `bɪlɪŋzgeɪt n. 粗俗的罵人話
birmingham,n. 伯明罕市
bismarck,n. 俾斯麥
black death,黑死病
black forest,黑林山
blackfoot,n. 印第安人的一族; 該族的語言
blanche,n. 布蘭琪
blessed virgin,聖母瑪利亞
blow it!,搞砸了
board of education,學校董事會
board of health,衛生局
boeing,n. 波音客機
boer,"`bʊr ,bɔr /`bəʊ ,bɔː n. 波爾人"
bogota,n. 波哥大
bohemia,n. 波希米亞
bohemian,"Bo·he·mi·an || bəʊ`hɪːmɪən n. 波希米亞人, 放浪者, 波希米亞語"
bohr,n. 波爾
boise,n. 博伊西
bolivia,n. 玻利維亞
bolivian,"n. 玻利維亞人, 玻利維亞語"
bolshevik,"Bol·she·vik || `bəʊlʃɪvɪk /`bɒl- n. 布爾什維克, 激進分子"
bombay,n. 孟買
bon appetit!,望你有好的食慾
bonaparte,n. 波拿巴
boris,n. 伯里斯
borneo,n. 婆羅洲
boston,n. 波士頓
bostonian,1. n. 波士頓人 2. adj. 波士頓的; 波士頓人的
botswana,n. 博茨瓦納
boyle,n. 波義耳
brahma,n. 梵天#婆羅賀摩
brahman,Brah·man || `brɑːmən n. 婆羅門; 聖牛的一種
brahmanism,n. 婆羅門教
brahmin,"Brah·min || `brɑːmɪn n. 高雅人士, 上層人士"
brahminism,"n. 孤高特性, 優越感"
brahms,n. 布拉姆斯
brasilia,n. 巴西利亞
braunschweiger,n. 燻肝腸
brazil,Bra·zil || brə`zɪl n. 巴西
brazilian,1. Bra`zil·ian || brə`zɪljən n. 巴西人 2. Bra`zil·ian || brə`zɪljən adj. 巴西的
bremen,n. 不萊梅港市
breton,Bret·on || `bretən n. 不列塔尼人
brian,n. 布萊恩
brisbane,n. 布里斯班市
bristol,n. 布裡斯托爾; 英國西部的港口
britain,n. 大不列顛; 英國
britannia,n. 大不列顛
britannic,"Bri·tan·nic || brɪ`tænɪk adj. 大不列顛的, 英國的"
briticism,"Brit·i·cism || `brɪtɪsɪzm n. 英語, 英國腔"
british,`Brit·ish || `brɪtɪʃ adj. 大不列顛的; 英國人的; 英國的; 英國英語的
british empire,大英帝國
british english,英式英語
british high commissioner in palestine,高級專員
briton,"`Brit·on || `brɪtn n. 不列頓人, 大不列顛人, 英國人"
broadway,"n. 百老匯; 紐約的戲劇界, 劇院"
bronx,n. 布隆克斯區; 布隆克斯雞尾酒
bronze age,銅器時代
brooklyn,n. 布魯克林
bruce,n. 布魯斯
bruno,n. 布魯諾
brunswick,n. 德國中部的一行政區
brussels,Brus·sels || `brʌslz n. 布魯塞爾
bucharest,n. 布加勒斯特
budapest,n. 布達佩斯
buddha,Bud·dha || `buːdə /`bʊd- n. 佛陀; 佛像; 佛
buddhism,`Bud·dhism || `bʊdɪzm n. 佛教
buddhist,`Bud·dhist || `bʊdɪst n. 佛教徒
bulgaria,n. 保加利亞
bulgarian,1. Bul·gar·i·an || bʌl`geərɪən n. 保加利亞人; 保加利亞語 2. Bul·gar·i·an || bʌl`geərɪən adj. 保加利亞的
bulletin board system,佈告欄系統
bunsen,n. 本生
bunsen burner,本生燈
burkina faso,布基納法索
burma,n. 緬甸
burma road,滇緬公路
burmese,"1. Bur·mese || bɜr`mɪːz`bɜː- n. 緬甸人, 緬甸語 2. Bur·mese || bɜr`mɪːz`bɜː- adj. 緬甸的, 緬甸語的, 緬甸人的"
burundi,n. 蒲隆地
bushman,`bush·man || `bʊʃmən n. 居住於叢林地的人; 澳洲之墾荒者
byelorussia,n. 白俄羅斯共和國
byelorussian,1. n. 白俄羅斯人; 白俄羅斯語 2. adj. 白俄羅斯人的; 白俄羅斯語的; 白俄羅斯的
byron,n. 拜倫
byzantine,"1. By·zan·tine || bɪ`zntaɪn /-`zæn- n. 拜占庭人, 畫家 2. By·zan·tine || bɪ`zntaɪn /-`zæn- adj. 東羅馬帝國的; 拜占庭式的"
byzantium,n. 拜占庭
c,sɪː n. 英語字母的第三個字母; 丙等
ccc,民間護林保土隊
ccitt,國際電話與電報顧問委員會
cd,sɪː`dɪːz n. 激光唱片; 光碟
cgi,共同閘道界面
cia,中央情報局
cio,"產業工會聯合會產業工會聯合會, 產聯"
co,n. 指揮官
co,出於良心的原因而拒服兵役者
cod,kɒd 貨到付款
com,小型可執行程式的副檔名; 串列通訊埠; 公司; 商業組織
command,"com·mand || kə`mɑːnd 命令; 控制; 指揮, 統率; 博得, 贏得#指揮; 命令; 控制#命令; 司令部; 掌握"
config,配置
cpa,會計師
cpi,"每英寸字元數, 字符/英吋"
cpr,心肺復甦法
cpu,中央處理機
cr,回車; 復原; 回行; 刀架復位
crc,循環冗贅核對
crt,"陰極射線管, 示波管, 電子射線管"
cst,中部標準時間
caesar,"Cae·sar || `sɪːzə(r) n. 羅馬的將軍, 政治家, 歷史家, 凱撒"
caesarean,1. Cae·sar·e·an || sɪː`zeərɪən n. 剖腹產; 獨裁者 2. Cae·sar·e·an || sɪː`zeərɪən adj. 凱撒的; 皇帝的; 剖腹產的
caesarean section,剖腹生產術
caesarian,adj. 凱撒的; 皇帝的
cain,keɪn n. 該隱; 殺人者; 殺兄弟者
cairo,n. 開羅
cajun,n. 白人､印第安人､黑人混血種族
calcutta,n. 加爾各答市
caledonia,n. 加勒多尼亞
california,n. 加州
californian,1. Cal·i·for·ni·an || kælɪ`fɔrnɪən /-`fɔː- n. 加利福尼亞州人 2. Cal·i·for·ni·an || kælɪ`fɔrnɪən /-`fɔː- adj. 加州的
calliope,n. 司雄辯與敘事詩的女神
calvary,"Cal·va·ry || `kælvərɪ n. 耶穌受難之地, 髑髏地; 耶穌受難像"
calvin,n. 加爾文
calvinism,"Cal·vin·ism || `kælvɪnɪzm n. 加爾文教派, 加爾文主義"
cambodia,n. 高棉; 柬埔寨
cambodian,"Cam·bo·di·an || kæm`bəʊdɪən n. 高棉人; 柬埔寨人; 高棉語, 柬埔寨語"
cambria,n. 威爾士的古名
cambrian,"Cam·bri·an || `kæmbrɪən adj. 威爾斯的, 威爾斯人的; 寒武紀或系的"
cambridge,n. 劍橋
camelot,n. 傳說中亞瑟王的宮殿所在之地
camembert,n. 法國Camembert村所產的軟質乳酪
cameroon,n. 喀麥隆
cameroonian,1. n. 喀麥隆人 2. adj. 喀麥隆的
canaan,n. 迦南; 樂土; 聖約之地
canada,n. 加拿大
canadian,1. Ca·na·di·an || kə`neɪdjən n. 加拿大人 2. Ca·na·di·an || kə`neɪdjən adj. 加拿大的
canberra,n. 坎培拉
cancel button,取消按鈕
candlemas,Can·dle·mas || `kændlməs n. 聖燭節
canis major,大犬星座
canis minor,小犬星座
canon law,教會法; 寺院法; 教會法規
canopic,adj. 埃及古城坎努帕斯的; 骨罈的
canterbury,n. 坎特伯雷
cantonese,1. Can·ton·ese || kæntə`nɪːz n. 廣東人; 廣東話 2. Can·ton·ese || kæntə`nɪːz adj. 廣東的; 廣東人的
cape verde islands,佛得角群島
capella,n. 五車二
capitol,Cap·i·tol || `kæpɪtl n. 美國國會大廈; 州議會大廈; 古羅馬邱比特神殿
capitol hill,美國國會山; 美國國會
capricorn,Cap·ri·corn || `kæprɪkɔrn /-kɔːn n. 磨羯星座; 磨羯宮
caracas,n. 卡拉卡斯
caribbean,1. Car·ib·be·an || kærɪ`biːən n. 加勒比海 2. Car·ib·be·an || kærɪ`biːən adj. 加勒比人的; 加勒比語的; 加勒比海的
carina,n. 船底座
carolina,n. 卡羅萊納州
carolinian,1. adj. 卡羅萊納州的; 英王查理一世的 2. n. 卡羅萊納州的人
carter,cart·er || `kɑːtə n. 卡特
cartesian,Car·te·si·an || kɑː`tiːzjən adj. 笛卡兒的; 笛卡兒哲學的
casablanca,n. 卡薩布蘭卡市
casanova,n. 卡沙諾瓦似的人; 風流漢; 大眾情人
casbah,n. 阿拉伯式之宮廷
caspian,Cas·pi·an || `kæspɪən adj. 裡海的
cassandra,Cas·san·dra || kə`sændrə n. 卡珊德拉; 不為人所信的預言家; 凶事預言家
catawba,n. 卡托巴族印第安人; 卡托巴葡萄
catherine,n. 凱薩琳
catholic,"1. cath·o·lic || `kæθəlɪk n. 天主教徒 2. cath·o·lic || `kæθəlɪk adj. 天主教的, 普遍的, 舊教的"
catholicism,Ca·thol·i·cism || kə`θɒlɪsɪzəm n. 天主教
cathy,n. 凱茜; 女子名
caucasian,"1. Cau·ca·si·an || kɔː`keɪzjən n. 高加索人, 白種人 2. Cau·ca·si·an || kɔː`keɪzjən adj. 高加索的, 白種人的"
caucasoid,n. 白種人統稱
caucasus,n. 高加索山脈; 高加索
cayuga,n. 卡尤加族; 卡尤加人
cecil,n. 塞西爾
celsius,Cel·si·us || `selsjəs n. 攝氏溫度計的; 攝氏的
celt,n. 凱爾特人
celtic,1. `Celt·ic || `keltɪk n. 凱爾特人; 凱爾特語 2. `Celt·ic || `keltɪk adj. 凱爾特族的; 凱爾特語的
cervantes,n. 賽凡提斯
ceylon,n. 錫蘭
ceylonese,1. n. 錫蘭人 2. adj. 錫蘭的; 錫蘭人的
chablis,n. 夏布利酒
chad,n. 查德
chadian,1. n. 查德人 2. adj. 查德的; 查德人的
chaplin,n. 卓別林
charlemagne,n. 查理曼大帝
charles,n. 查理斯
charleston,n. 查爾斯頓舞; 查爾斯頓
charlie,n. 笨蛋; 越共
charlotte,n. 夏洛特市
charon,n. 在通往冥府的河上渡亡靈的神; 擺渡的船夫
chattanooga,n. 查特怒加市
chaucer,n. 喬叟
chaucerian,1. n. 喬塞作品的研究者 2. adj. 仿喬叟的; 喬叟式的
cheddar,Ched·dar || `tʃedə n. 切達乾酪
chelonia,n. 龜目
cherokee,n. 切羅基族人
cheshire,n. 赤郡
cheviot,n. 哲維山綿羊
cheyenne,n. 夏安族人; 夏安語
chianti,n. 吉安紅葡萄酒
chicago,n. 芝加哥
chicagoan,n. 芝加哥人
chicano,n. 住在美國的墨西哥人
chickasaw,n. 契卡索族印第安人; 契卡索語
chief of staff,"n. 幕僚長, 參謀長"
chile,n. 智利
chilean,Chil·e·an || `tʃɪlɪən n. 智利人; 智利語
china,chi·na || `tʃaɪnə n. 中國
chinese,"1. Chi·nese || tʃaɪ`niːz n. 中文, 中國話 2. Chi·nese || tʃaɪ`niːz adj. 中國的, 中國話的"
chinese lantern,紙燈籠
chink,tʃɪŋk n. 中國佬
chinook,n. 奇努克人; 奇努克語
choctaw,n. 巧克陶族印第安人; 巧克陶語
chopin,n. 蕭邦
christ,"1. kraɪst n. 基督, 救世王 2. kraɪst n. 天啊!"
christian,"1. Chris·tian || `krɪstʃən n. 基督徒, 文明人 2. Chris·tian || `krɪstʃən adj. 基督的, 基督教的"
christiania,n. 挪威首都奧斯陸的舊稱
christie,n. 克利斯蒂
