Word,Meaning
acknowledged,визнаний
acknowledgement,підтвердження
acknowledgment,підтвердження
acne,акне
acolyte,псаломщик
acorn,жолудь
acorn shaped,жолудь форму
acorn tube,лампа-жолудь
acoustic,акустична
acoustic buoy,акустична буй
acoustic device,акустичний пристрій
acoustic gramophone,акустичний грамофон
acoustic impedance,акустичний імпеданс
acoustic modem,акустичний модем
acoustic nerve,слухового нерва
acoustic phenomenon,акустична явище
acoustic power,акустична потужність
acoustic projection,акустична проекція
acoustic reactance,акустична опір
acoustic resistance,акустичний опір
acoustic spectrum,акустичний спектр
acoustic storage,акустична зберігання
acoustical,акустичний
acoustically,акустично
acoustics,акустика
acquaint,познайомити
acquaintance,знайомство
acquainted,знайомий
acquainted with,познайомитися з
acquiesce,поступатися
acquiescence,згода
acquire,придбати
acquired,придбаний
acquired immunity,набутий імунітет
acquired reflex,умовний рефлекс
acquired taste,придбав смак
acquires,набуває
acquiring,придбання
acquisition,придбання
acquisition agreement,придбання угоду
acquit,виправдати
acquit oneself,виправдати себе
acquittal,виправдання
acquitted,виправданий
acquitting,виправдавши
acre,акр
acre foot,акрів футів
acre inch,акрів дюйма
acreage,площа
acres,акрів
acrid,їдкий
acrimonious,жовчний
acrimony,уїдливість
acrobat,акробат
acronym,акронім
acropolis,акрополь
across,через
across country,по пересіченій місцевості
across from,навпроти
across the board,по всіх напрямках
across the counter,через прилавок
acrostic,акростих
acrylic,акрил
acrylic acid,акрилової кислоти
acrylic fiber,акрил
acrylic fibre,акрил
acrylic resin,акрилова смола
acrylonitrile,акрилонитрил
act,акт
act as,виступають в якості
act for,акт на
act in place of,акт на місці
act involuntarily,діяти мимоволі
act of protest,акт протесту
act of volition,вольовий акт
act on,діяти на
act out,розігрувати
act superior,діяти перевершує
act up,барахлити
act upon,акт на
acted,діяв
actin,актин
acting,діючий
acting out,відігрування
actinic,актинічного
actinic dermatitis,старечий дерматит
actinic radiation,старечий випромінювання
actinic ray,старечий промінь
actinide,актинидов
actinium,актиній
action,дію
action flexibility,гнучкість дій
action group,групове дію
action mechanism,механізм дії
action officer,службовець з оперативними функціями
action packed,стрілялки
action stations,дії станції
actionable,дієві
actions speak louder than words,"не по словах судять, а по справах"
activate,активувати
activated,активоване
activated carbon,активоване вугілля
activated charcoal,активоване вугілля
activating,активації
activating agent,активує агент
activation,активація
activation energy,енергія активації
activator,активатор
active,активний
active agent,активна речовина
active application,активне застосування
active birth,активний народження
active citizen,активний громадянин
active duty,дійсна служба
active immunity,активний імунітет
active light,активний світло
active service,дійсна служба
active site,активний сайт
active transport,активний транспорт
active trust,активна довірча власність
active voice,дійсний заставу
actively,активно
activism,активність
activist,активіст
activities,діяльність
activity,діяльність
acton,актон
actor,актор
actress,актриса
acts,акти
actual,фактичний
actual eviction,фактичне позбавлення володіння
actual sin,поточна гріх
actualities,існуючі умови
actuality,дійсність
actually,насправді
actuarial,актуарний
actuarial table,актуарні таблиці
actuarially,актуарной
actuated,рухомий
actuator,силовий привід
acuity,гострота
acupuncture,голковколювання
acute,гострий
acute accent,акут
acute angle,гострий кут
acute angled,гострокутний
acute glaucoma,гострий глаукоми
acute leukaemia,гострий лейкоз
acute leukemia,гострий лейкоз
acute triangle,гострокутний трикутниками
acutely,гостро
acuteness,кмітливість
acyclic,ациклический
ad,оголошення
ad agency,рекламне агентство
ad blitz,оголошення бліц
ad campaign,рекламна кампанія
ad cut,вирізати оголошення
ad hoc,спеціальний
ad infinitum,до нескінченності
ad interim,тимчасовий
ad nauseam,до нудоти
ad nominal,оголошення номінальна
ad noun,оголошення іменник
ad referendum,для подальшого розгляду
ad sum,оголошення сума
ada,ада
adage,прислів'я
adam,адам
adamant,непохитний
adamantine,адамантін
adamantly,категорично
adamic,адама
adam's apple,кадик
adapt,адаптуватися
adapt oneself,пристосуватися
adaptability,пристосовність
adaptable,адаптації
adaptation,адаптація
adapted,адаптований
adapter,адаптер
adapting,адаптація
adaption,адаптація
adaptive,адаптивний
adapts,адаптується
add,додавати
add in,додати в
add on,прирізати
add to,додавати
add together,складати
add up,складати
added,доданої
added value tax,податку на додану вартість
addenda,доповнення
addendum,додавання
addict,наркоман
addicted,схильний
addicted to,пристрасть до
addiction,наркоманія
addictive,звикання
addicts,наркомани
addie,едді
adding,додавання
adding machine,арифмометр
addis ababa,аддіс-абеба
addition,додаток
additional,додатковий
additional charge,додаткова плата
additional insurance,додаткове страхування
additional premium,додатковий внесок
additionally,додатково
additive,добавка
address,адреса
address book,адресна книга
address list,список адрес
address table,адреса таблиці
addressed,адресований
addressee,адресат
addresses,адреси
addressing,адресація
addressing machine,звертаючись машина
adds,додає
addu,адду
adduce,приводити
adelaide,аделаїда
aden,аден
adenine,аденін
adenosine,аденозин
adept,знавець
adeptly,майстерно
adequacy,адекватність
adequate,адекватний
adequate to,адекватні
adequately,адекватно
adhere,дотримуватися
adhered,дотримувався
adherence,дотримання
adhering,дотримуючись
adhesion,адгезія
adhesion contract,договір про приєднання
adhesive,клей
adhesive agent,клейова
adhesive bandage,липкий пластир
adhesive friction,клей тертя
adhesive material,клеїть матеріал
adhesive plaster,лейкопластир
adhesive strip,клейкою смугою
adhesive tape,скотч
adhoc,апчрк
adiabatic,адіабатичний
adiabatic process,адіабатичний процес
adieu,прощайте
adjacent,суміжний
adjacent angle,суміжний кут
adjective,прикметник
adjoined,примикав
adjoining,суміжний
adjoining building,сусідній будівлі
adjoining room,суміжна кімната
adjourn,відкладати
adjourn to,відкласти в
adjournment,перерву
adjudicate,судити
adjudication,винесення судового рішення
adjudicator,суддя
adjunct,ад'юнкт
adjust,регулювати
adjustable,регульований
adjustable wrench,розвідний ключ
adjusted,відрегульований
adjusting,регулювання
adjusting entry,коригувальна запис
adjustment,регулювання
adjusts,регулює
adjutant,ад'ютант
adjutant general,генерал-ад'ютант
administer,управляти
administrate,управляти
administrating,адміністрування
administration,адміністрація
administration of oath,адміністрація присяги
administrative,адміністративний
administrative body,адміністративний орган
administrative district,адміністративний округ
administrative division,адміністративний поділ
administrative hearing,адміністративне слухання
administrative law,адміністративне право
administrative official,чиновник адміністративної влади
administrative unit,адміністративна одиниця
administratively,адміністративно
administrator,адміністратор
admirable,чудовий
admirably,превосходно
admiral,адмірал
admiral nelson,адмірал нельсон
admiralty,адміралтейство
admiralty board,адміралтейства-колегія
admiralty law,морське право
admiralty mile,морська миля
admiration,захоплення
admire,захоплюватися
admired,шанований
admirer,шанувальник
admires,захоплюється
admiring,захоплений
admissibility,допустимість
admissible,допустимий
admission,вхід
admission charge,вступного внеску
admission fee,вступний внесок
admission into warehouse,прийом в склад
admission price,прийом ціна
admit,визнавати
admit of,допускають
admit table,визнати таблицю
admits,визнає
admittance,вхід
admitted,зізнався
admittedly,за загальним визнанням
admitting,допускає
admixture,домішка
admonish,перестерігати
admonished,вмовляв
admonishes,перестерігає
admonishing,застережливий
admonishment,застереження
admonition,напучування
ado,суєта
adobe,саман
adobe house,adobe будинок
adolescence,підлітковий вік
adolescent,підліток
adolf hitler,адольф гітлер
adolph,адольф
adonai,адонай
adopt,прийняти
adopted,прийнятий
adoptee,усиновлений
adopter,мсфз
adopting,прийняття
adoption,прийняття
adoptive,приймальний
adoptive parent,прийомні батьки
adopts,приймає
adorable,чарівний
adoration,обожнювання
adore,обожнювати
adored,обожнюваний
adored one,обожнював один
adoring,поклоняющийся
adorn,прикрашати
adorned,прикрашений
adorning,прикрашають
adornment,прикраса
adorns,прикрашає
adrenaline,адреналін
adrian,адріан
adriatic,адріатичний
adrift,за течією
adulation,лестощі
adullam,адулламі
adult,для дорослих
adult body,дорослий організм
adult education,освіта для дорослих
adult female,доросла жінка
adult intelligence,дорослий розвідки
adult male,дорослий самець
adult tooth,дорослий зуб
adulterated,фальсифікований
adulteration,фальсифікація
adulterer,перелюбник
adulteress,невірна дружина
adulterous,перелюбний
adultery,перелюбство
adulthood,повноліття
advance,просувати
advance ideas,пропагувати ідеї
advance payment,передоплата
advance student,просування студент
advance studies,авансові дослідження
advanced,передовий
advanced language,розширений мову
advanced level,просунутий рівень
advancement,просування
advances,аванси
advancing,просування
advantage,перевага
advantaged,сприятливому
advantageous,вигідний
advection,адвекція
advent,прихід
advent sunday,поява неділю
adventist,адвентистський
adventitious,випадковий
adventitious root,випадкове корінь
adventive,адвентіціальние
adventure,пригода
adventure playground,дитячий майданчик
adventure story,пригодницька розповідь
adventurer,авантюрист
adventurism,авантюризм
adventurous,авантюрний
adverb,прислівник
adversarial,змагальність
adversaries,противники
adversary,противник
adverse,несприятливий
adverse opinion,несприятливий думку
adverse witness,свідок супротивної сторони
adversely,несприятливо
adversity,нещастя
advert,оголошення
advertence,уважність
advertise,рекламувати
advertise for,рекламувати
advertised,рекламується
advertisement,реклама
advertiser,рекламодавець
advertising,реклама
advertising agency,рекламне агентство
advertising campaign,рекламна кампанія
advertising department,рекламне бюро
advertising division,реклама поділ
advertising gift,реклама подарунок
advertizing,реклама
advertorial,рекламної
advice,рада
advice column,колонка рада
advice columnist,рада оглядач
advisable,бажано
advise,консультувати
advised,радять
adviser,радник
advises,радить
advising,консультування
advisor,радник
advisory,консультативний
advisory board,консультативна рада
advisory service,консультативна служба
advocacy,пропаганда
advocate,адвокат
aegean,егейське
aegean civilisation,егейської цивілізації
aegean civilization,егейської цивілізації
aegean culture,егейське культура
aegean island,егейського острови
aegis,егіда
aerated,газований
aerated water,газована вода
aeration,аерація
aerial,антена
aerial ladder,антена сходи
aerial torpedo,антена торпеда
aerobic,аеробний
aerobics,аеробіка
aerodrome,аеродром
aerodynamic,аеродинамічний
aerodynamic force,аеродинамічна сила
aerodynamic lift,аеродинамічна підйомна сила
aerodynamics,аеродинаміка
aerofoil,аеродинамічний
aeromechanical,аеромеханічного
aeronautical,авіаційний
aeronautical engineer,авіаційний інженер
aeronautical engineering,авіаційна техніка
aeronautics,повітроплавання
aeroplane,літак
aerosol,аерозоль
aerosol can,аерозольний балон
aerospace,космічних
aerospace engineer,космічний інженер
aerospace engineering,аерокосмічна техніка
aerospace medicine,космічна медицина
aesthetic,естетичний
aesthetical,естетичний
aesthetically,естетично
aesthetics,естетика
aether,ефір
aetiology,етіологія
afar,здалеку
affair,справа
affairs,справи
affect,впливати
affected,постраждалих
affecting,зачіпає
affection,любов
affectionate,прівязчівий
affectionately,ласкаво
affective,емоційний
affectively,афективно
affectivity,емоційність
affects,впливає
affidavit,письмове свідчення під присягою
affiliate,філія
affiliated,афілійованим
affiliates,філії
affiliation,приєднання
affiliation order,судове розпорядження про аліменти
affinity,спорідненість
affirm,стверджувати
affirmation,твердження
affirmative,ствердну
affirmative action,позитивні дії
affirmatively,ствердно
affix,ставити
affixing language,нанесення мову
afflict,заподіювати біль
afflicted,страждаючий
affliction,лихо
affluence,багатство
affluent,багатий
afford,надавати
affordable,доступний
afforestation,залісення
affray,бійка
affrighted,злякавшись
affront,образа
afghan,афганський
afghan hound,афганський хорт
afghan woman,афганська жінка
afghani,афгані
afghanistan,афганістан
afield,в поле
aflame,у вогні
afloat,на плаву
afoot,пішки
afore,перш
afore hand,перш рука
afore mentioned,і вищевказані
afore said,перш сказав
afore thought,перш думка
afore time,передчасно
aforementioned,вищезгаданий
aforesaid,вищезгаданий
afoul,врозріз
afraid,боюся
afresh,знову
africa,африка
african,африканський
african american,афроамериканець
africana,африкана
afridi,афріді
afrikaans,африкаанс
afrikaans language,африкаанс
afro,афро
afro-asian,афро-азіатський
aft,кормової
after,після
after all,після всього
after birth,після народження
after crop,після врожаю
after damp,після вологого
after dark,після настання темряви
after death,після смерті
after effect,після впливу
after hours,після роботи
after sales service,післяпродажне обслуговування
after shave,після гоління
after taste,після смаку
after thought,після думки
aftercare,догляд за одужуючим
after-care,після відходу
after-effect,після впливу
afterlife,загробне життя
after-life,життя після смерті
aftermath,наслідки
afternoon,пообіді
afternoons,у другій половині дня
aftershave,лосьйон після гоління
aftertaste,осад
after-taste,післясмак
afterthought,запізніла думка
afterward,пізніше
afterwards,згодом
aga,ага
again,знову
against,проти
against balance,проти балансу
against it,проти цього
against nature,протиприродний
agar,агар
agar-agar,агар-агар
agarwal,агарвал
agate,агат
agate line,агат лінія
age,вік
age bracket,вікова група
age group,вікова група
age long,вік давно
age old,вікової
age worn,вік носити
aged,літній
ageing,старіння
agency,агентство
agenda,порядок денний
agent,агент
agent action,агент дії
agent noun,агент іменник
agent provocateur,провокатор
ages,вік
agglomerate,агломерат
agglomerated,агломерований
aggravate,загострювати
aggravated,посилений
aggravates,посилює
aggravating,отягчающий
aggravation,погіршення
aggregate,сукупний
aggregation,агрегація
aggression,агресія
aggressive,агресивний
aggressively,агресивно
aggressiveness,агресивність
aggressor,агресор
aggrieved,потерпілий
agha,ага
aghast,в жаху
agile,моторний
agility,спритність
aging,старіння
agio,ажіотаж
agitate,агітувати
agitated,схвильований
agitates,агітує
agitating,перемішування
agitation,агітація
agitation propaganda,агітація пропаганда
agitative,агітаційний
agitator,мешалка
aglow,палаючий
agnes,агнеса
agnostic,агностик
agnosticism,агностицизм
ago,назад
agonise,мучитися
agonising,болісний
agonize,мучитися
agonizing,болісний
agony,агонія
agony aunt,агонія тітка
agony column,газетний стовпець з оголошеннями про розшук
agra,агра
agrarian,аграрний
agree,згодні
agree with,згоден з
agreeable,приємний
agreed,вирішено
agreed case,представлене суду узгоджене сторонами виклад фактів у справі
agreed upon,узгоджені
agreed valuation,погодився оцінка
agreeing,погодившись
agreement,угоду
agrees,згоден
agribusiness,агробізнес
agricultural,сільськогосподарське
agriculturalist,агроном
agriculturally,в сільському господарстві
agriculture,сільське господарство
agriculture parity,сільське господарство парності
agriculture rites,сільське господарство обряди
agro,агро
agronomic,агрономічний
agronomy,агрономія
ah,ах
ahead,вперед
ahead of,попереду
ahimsa,ахимса
ahmadi,ахмаді
ahmed,ахмед
ahorse,кінь
ai,штучний інтелект
aid,допомога
aide,помічник
aided,автоматизованого
aided school,автоматизованого школи
aide-de-camp,ад'ютант
aides,помічники
aids,снід
aileen,ейлін
ailing,хворий
ailment,хвороба
aim,мета
aim at,спрямовані на
aim fire,прицільний вогонь
aim off,ціль з
aimed,націлений
aiming,прицілювання
aimless,безцільний
aims,цілі
ainu,айну
air,повітря
air action,повітря дії
air alert,оповіщення повітря
air almanac,повітря альманах
air attack,напад з повітря
air base,авіабаза
air bed,повітряній подушці
air bell,повітря дзвін
air bladder,плавальний міхур
air boat,повітря човен
air bombardment,повітря обстріл
air borne,повітря несе
air brake,повітряний гальмо
air bus,повітря автобус
air case,ковпак
air cavity,повітряна порожнина
air cell,повітряна камера
air chamber,повітряна камера
air cock,повітряний клапан
air commodore,коммодор авіації
air condition,кондиціонер
air conditioned,кондиціонером
air conditioner,кондиціонер
air conditioning,кондиціонер
air cooled,з повітряним охолодженням
air corridor,повітряний коридор
air cover,прикриття з повітря
air crew,повітряний екіпаж
air current,повітря ток
air cushion,повітряна подушка
air defense,пво
air drome,повітря дром
air evacuation,видалення повітря
air field,аеродромні
air force,повітряні сили
air freight,авіаперевезення
air funnel,повітря воронка
air graph,повітря графік
air gun,пневматичний пістолет
air hole,отвір для повітря
air horn,повітряний ріжок
air hostess,стюардеса
air jurisdiction,юрисдикція повітря
air lane,повітряна траса
air letter,авіалиста
air load,навантаження повітря
air mail,повітряна пошта
air marshal,маршал авіації
air mattress,надувний матрац
air mechanic,бортмеханік
air mission,повітря місія
air out,провітрити
air park,повітря парк
air pilot,повітря пілот
air plane,повітря літак
air plant,повітря завод
air plotting,повітря побудова
air pocket,повітряний кишеню
air pollution,забруднення повітря
air power,повітряна міць
air pump,повітряний насос
air raid,повітряний наліт
air routes,повітряні маршрути
air screw,повітряного гвинта
air service,авіаперевезення
air shaft,вентиляційна шахта
air ship,повітряного судна
air sickness,повітряна хвороба
air sinus,повітря пазух
air sleeve,повітря рукав
air sock,повітря носок
air speed,швидкість повітря
air stone,повітря камінь
air stop,аеровокзал
air surveillance,повітря спостереження
air terminal,аеровокзал
air transport,повітряне перевезення
air traveller,авіапасажир
air valve,повітряний клапан
air wave,повітряна хвиля
air worthiness,льотної придатності
air worthy,повітря гідним
air burst bombardment,повітря увірвався бомбардування
air conditioned,кондиціонером
air conditioner,кондиціонер
air cooled,з повітряним охолодженням
air-balloon,повітряній кулі
airbase,авіабаза
air-bed,повітря-ліжко
airborne,бортовий
air-brick,повітря-цегла
airbus,аеробус
air-carrier,авіакомпанія
air-condition,кондиціонер
air-conditioned,з кондиціонованим повітрям
air-conditioning,кондиціонування повітря
air-conditions,кондиціонери
aircraft,літак
aircraft carrier,авіаносець
aircraftman,рядовий авіації
aircraftsman,рядовий авіації
aircrew,екіпаж літака
air-dash,повітря-тире
air-dry,повітряно-сухої
airfield,аеродром
airfoil,аеродинамічний
airforce,ввс
air-formation,повітря-освіту
airframe,корпус літального апарату
airfreight,авіаперевезення
air-fresher,повітря свіже
airhostess,стюардеса
airing,вентиляція
airing cupboard,сушарки
airless,безповітряний
airline,авіакомпанія
airline business,авіакомпанія бізнес
airlock,повітряна пробка
airmail,повітряна пошта
airmail letter,авіапоштою лист
airman,льотчик
air-minded,захоплюється авіацією
airplane,літак
air-plane,літак
airport,аеропорт
airs,кондиціонування
airship,дирижабль
air-ship,повітря-корабель
airspace,повітряний простір
airstrip,злітно-посадкова смуга
airtight,герметичний
air-to-air,"класу ""повітря-повітря"""
air-umbrella,повітря-парасольку
air-valve,повітря-клапан
airwaves,радіохвилі
airway,авіалінія
air-way,повітря способом
airwoman,льотчиця
airworthiness,льотної придатності
airy,повітряний
airy fairy,повітряний фея
airy-fairy,мрійливий
aisle,прохід
ak,аляска
aka,ака
akasa,акаша
akin,те саме
akka,акка
al,аль
ala,аля
alabama,алабама
alacrity,готовність
alain,ален
alan,алан
aland,аландські
alarm,тривога
alarm bell,набат
alarm clock,будильник
alarm signal,сигнал тривоги
alarmed,стривожений
alarming,тривожний
alarmingly,тривожно
alarmist,панікер
alas,на жаль
alaska,аляска
alastair,аластер
alawi,алаві
alb,стихар
alba,альба
albania,албанія
albany,олбані
albatross,альбатрос
albedo,альбедо
albeit,хоча
albert,альберт
albert einstein,альберт ейнштейн
alberta,альберта
alberto,альберто
albinism,альбінізм
albrecht,альбрехт
album,альбом
albumen,білок
albumin,альбумін
