Word,Meaning
absolve,atbrīvot
absolved,atbrīvots
absolving,atbrīvojot
absorb,absorbēt
absorb ability,uzsūkt spēju
absorb-able,absorbēt-spējīgs
absorbed,uzsūcas
absorbency,absorbcija
absorbent,absorbējošs
absorbent cotton,absorbējošu kokvilnas
absorbent material,absorbējošs materiāls
absorber,absorbētājs
absorbing,absorbējošs
absorbing capacity,absorbcijas spēja
absorbs,absorbē
absorbtion,absorbcijas
absorption,absorbcija
absorption band,absorbcija band
absorption coefficient,absorbcijas koeficients
absorption indicator,absorbcijas rādītājs
absorption unit,absorbcijas vienību
abstain,atturēties
abstained,atturējās
abstaining,atturas
abstains,atturas
abstention,atturēšanās
abstinence,atturība
abstract,abstrakts
abstract art,abstraktā māksla
abstract artist,abstrakts mākslinieks
abstract entity,abstrakts subjekts
abstract expressionism,abstraktā ekspresionisma
abstract noun,abstrakts lietvārds
abstract thought,abstrakts doma
abstracted,nošķirts
abstracted theme,nošķirts tēma
abstraction,abstrakcija
abstractly,abstrakti
absurd,absurds
absurdities test,nejēdzības tests
absurdity,absurds
absurdly,absurdi
abu dhabi,abū dabī
abundance,pārpilnība
abundant,bagātīgs
abundant proof,bagātīgs pierādījums
abundantly,bagātīgi
abuse,ļaunprātīgi izmantot
abused,ļaunprātīgi
abuser,pārkāpēju
abuses,ļaunprātīgi
abusing,ļaunprātīgi
abusive,ļaunprātīgs
abusively,ļaunprātīgi
abut,robežot
abut on,robežot uz
abysmal,neizmērojams
abyss,bezdibenis
abyssinia,abesīnijā
acacia,akācija
academia,akadēmiskajām aprindām
academic,akadēmisks
academic administrator,akadēmiskā administrators
academic costume,akadēmiskā kostīms
academic degree,zinātnisks grāds
academic department,akadēmiskā nodaļa
academic freedom,akadēmiskā brīvība
academic gown,akadēmisko kleita
academic relation,akadēmiskā attiecības
academic requirement,akadēmiskā prasība
academic robe,akadēmiskā mantija
academic session,akadēmiskā sesija
academic term,akadēmiskā termiņš
academic year,mācību gads
academical,koledžas
academically,akadēmiski
academician,akadēmiķis
academy,akadēmija
academy of music,mūzikas skola
acadian,sārtais
accede,pievienoties
accede to,pievienoties
accelerate,paātrināt
accelerated,paātrināts
accelerates,paātrina
accelerating,paātrinot
accelerating premium,paātrinot premium
acceleration,paātrinājums
acceleration unit,paātrinājums vienība
accelerator,paātrinātājs
accelerometer,akselerometru
accent,akcents
accentuate,akcentēt
accept,akceptēt
accept a bid,pieņemt piedāvājumu
acceptability,pieņemamības
acceptable,pieņemams
acceptably,pieļaujami
acceptance,pieņemšana
acceptance sampling,paraugu ņemšanas
accepted,pieņemts
accepting,akceptējot
acceptor,pieņēmējs
acceptor rna,pieņēmējs rns
accepts,akceptē
access,piekļūšana
access road,piebraucamais ceļš
access time,piekļuves laiks
accessed,piekļūt
accesses,piekļūst
accessibility,pieejamība
accessible,pieejams
accessing,piekļūstot
accession,pievienošanās
accessories,piederumi
accessory,piederums
accessory equipment,aksesuārs iekārtas
accessory fruit,piederumu auglis
accessory nerve,piederums nervu
accident,avārija
accident prone,nelaimes nosliece
accident surgery,nelaimes ķirurģija
accidental,nejaušs
accidental injury,nejauša trauma
accidentally,nejauši
accidently,netīšām
acclaim,uzgavilēt
acclamation,ovācijas
acclimation,aklimatizācija
acclimatization,aklimatizācija
accolade,akolāde
accommodate,pielāgot
accommodated,izmitināts
accommodates,uzņemti
accommodating,piekāpīgs
accommodation,naktsmītnes
accommodation address,izmitināšanas adrese
accommodation reflex,izmitināšanas reflekss
accommodations,naktsmītnes
accomodate,uzņemt
accomodate oneself,uzņemt sevi
accomodation,dzīvošana
accompanied,pievienojot
accompanies,pavada
accompaniment,pavadījums
accompany,pavadīt
accompany back,pavada atpakaļ
accompanying,pievienotajā
accompanying vein,pievienotajā vēnu
accomplice,līdzdalībnieks
accomplish,paveikt
accomplished,paveikts
accomplished fact,noticis fakts
accomplishing,veicot
accomplishment,sasniegums
accord,vienošanās
accordance,atbilstība
accordant,atbilstoša
according,atbilstoši
according as,pēc kā
according to,saskaņā ar
accordingly,atbilstoši
account,konts
account book,konts grāmata
account executive,projektu vadītāja
account for,atbildēt par
account payable,konts maksājama
account representative,konta pārstāvi
account statement,konta izraksts
accountability,atbildība
accountable,atbildīgs
accountancy,grāmatvedība
accountant,grāmatvedis
accounted,veidoja
accounting,grāmatvedība
accounting data,grāmatvedības dati
accounting entry,grāmatvedības ieraksts
accounting firm,grāmatvedības firma
accounting principle,grāmatvedības principu
accounting standard,grāmatvedības standarts
accounting system,uzskaites sistēma
accredit,akreditēt
accreditation,akreditācija
accredited,akreditēts
accrediting,akreditācijas
accretion,akrēcija
accrual,uzkrāšanas
accrual basis,uzkrāšanas princips
accrue,uzkrāties
accrued,uzkrātie
acculturation,akulturācijas
accumulate,uzkrāt
accumulated,uzkrāto
accumulates,uzkrājas
accumulating,uzkrājot
accumulation,uzkrāšana
accumulative,uzkrājošs
accuracy,precizitāte
accurate,pareizs
accurately,precīzi
accursed,nolādēts
accusation,apsūdzība
accuse,apvainot
accused,apvainots
accuser,apsūdzētājs
accuses,apsūdz
accusing,apsūdzot
accustom,pieradināt
accustomed,pieradis
ace,dūzis
acetaldehyde,acetaldehīds
acetate,acetāts
acetate disk,acetāts disks
acetate rayon,acetāts viskoze
acetic,etiķa
acetic acid,etiķskābe
acetyl,acetil
acetyl chloride,acetilhlorīdu
acetyl group,acetil grupa
acetyl radical,acetil radikāls
acetylation,acetilēšana
acetylene,acetilēns
ache,sāpes
achievable,sasniedzams
achieve,sasniegt
achieved,sasniegta
achievement,sasniegums
achievement oriented,sasniegums orientēta
achieves,sasniedz
achieving,sasniegšanā
achilles heel,ahileja papēdis
aching,sāpes
acid,skābe
acid dye,acid krāsviela
acid forming,acid formēšana
acid head,acid galva
acid hydrogen,acid ūdeņradis
acid loving,acid mīlošs
acid precipitation,acid nokrišņi
acid rain,skābais lietus
acid tasting,acid degustācija
acid test,stingra pārbaude
acid wash,acid mazgāšana
acidic,skābs
acidic hydrogen,skābs ūdeņradis
acidification,paskābināšanās
acidity,skābums
acidity of wine,skābums vīna
acidulated,skābens
acknowledge,atzīt
acknowledged,apstiprināts
acknowledgement,atzīšana
acknowledgment,atzīšana
acolyte,kalpotājs
acorn,zīle
acorn shaped,zīle formas
acorn tube,zīle caurule
acoustic,akustisks
acoustic buoy,akustiskā boja
acoustic device,akustisko ierīci
acoustic gramophone,akustisko gramofons
acoustic impedance,akustiskā pretestība
acoustic modem,akustiskais modems
acoustic nerve,akustiskā nervu
acoustic phenomenon,akustiskā parādība
acoustic power,akustiskās jaudas
acoustic projection,akustiskā projekcija
acoustic reactance,akustiskā pretestība
acoustic resistance,akustiskā pretestība
acoustic spectrum,akustiskais spektrs
acoustic storage,akustisko uzglabāšana
acoustical,akustiskā
acoustically,akustiski
acoustics,akustika
acquaint,iepazīstināt
acquaintance,paziņa
acquainted,pazīstams
acquainted with,iepazīties ar
acquiesce,samierināties
acquiescence,piekrišana
acquire,apgūt
acquired,ieguvusi
acquired immunity,iegūta imunitāte
acquired reflex,iegūtas reflekss
acquired taste,ieguvis garšu
acquires,iegādājas
acquiring,iegūstot
acquisition,iegūšana
acquisition agreement,iegāde vienošanās
acquit,attaisnot
acquit oneself,attaisnot sevi
acquittal,attaisnojums
acquitted,attaisnots
acquitting,personu attaisno
acre,akrs
acre foot,acre kāju
acreage,zemes platība akros
acres,akrus
acrid,skarbs
acrimonious,skarbs
acrimony,dzēlīgums
acrobat,akrobāts
acronym,akronīms
acropolis,akropole
across,pāri
across country,visā valstī
across from,pāri no
across the board,visās jomās
across the counter,pāri letei
acrostic,akrostihs
acrylic,akrils
acrylic acid,acrylsāure
acrylic fiber,akrils šķiedra
acrylic fibre,akrils šķiedra
acrylic resin,akrila sveķi
acrylonitrile,akrilnitrila
act,akts
act as,darbojas kā
act for,akts ​​par
act in place of,akts ​​vietā
act involuntarily,rīkoties neviļus
act of protest,akts ​​protestu
act of volition,akts ​​gribas
act on,rīkoties
act out,rīkoties out
act superior,rīkoties superior
act up,uzvesties
act upon,akts ​​pēc
acted,rīkojās
actin,aktīna
acting,darbojas
acting out,darbojas out
actinic,aktīniskās
actinic dermatitis,aktīniskās dermatīts
actinic radiation,aktīniskās starojums
actinic ray,aktīniskās ray
actinide,aktinīdu
actinium,aktīnijs
action,darbība
action flexibility,rīcības elastība
action group,rīcības grupa
action mechanism,darbības mehānisms
action officer,rīcība virsnieks
action packed,darbība pildīta
action replay,rīcības replay
action stations,rīcības stacijas
actionable,ierosināt
actions speak louder than words,darbi runā skaļāk nekā vārdi
activate,aktivizēt
activated,aktivizēta
activated carbon,aktivētā ogle
activated charcoal,aktivēto ogli
activating,aktivizējot
activating agent,aktivizējot aģents
activation,aktivizācija
activation energy,aktivācijas enerģija
activator,aktivētājs
active,aktīvs
active agent,aktīvais aģents
active application,aktīvs pieteikums
active birth,aktīvs dzimšanas
active citizen,aktīvs pilsonis
active duty,aktīvā dienestā
active immunity,aktīvā imunitāte
active light,aktīvs gaismas
active service,aktīvais karadienests
active site,aktīvās vietas
active transport,aktīvais transports
active trust,aktīvs uzticība
active voice,aktīvs
actively,aktīvi
activism,aktīvisms
activist,aktīvists
activities,darbības
activity,aktivitāte
actor,aktieris
actress,aktrise
acts,akti
actual,faktisks
actual eviction,faktiskais izlikšana
actual sin,faktiskais sin
actualities,aktualitātes
actuality,realitāte
actually,faktiski
actuarial,aktuāra
actuarial table,aktuāra tabula
actuarially,aktuāri
actuated,iedarbināt
actuator,pievads
acuity,asums
acupuncture,akupunktūra
acute,akūts
acute accent,akūts
acute angle,šaurs leņķis
acute angled,akūta leņķveida
acute glaucoma,akūta glaukoma
acute leukaemia,akūta leikēmija
acute leukemia,akūta leikēmija
acute triangle,akūta trijstūris
acutely,akūti
acuteness,asums
acyclic,acikliskās
ad,reklāma
ad agency,reklāmas aģentūra
ad campaign,reklāmas kampaņa
ad infinitum,bezgalīgi
ad nominal,ad nominālā
ad noun,ad lietvārds
ad sum,ad summa
adage,paruna
adamant,nelokāms
adamantine,nesalaužams
adamantly,kategoriski
adam's apple,ādama ābols
adapt,pielāgot
adapt oneself,pielāgoties
adaptability,pielāgošanās spējas
adaptable,pielāgojams
adaptation,adaptācija
adapted,pielāgots
adapter,adapteris
adapting,pielāgojot
adaption,pielāgošanās
adaptive,adaptīvā
adapts,pielāgojas
aday,diena
add,pievienot
add in,pievienot
add on,pievienot uz
add to,pievienot
add together,saskaitīt
add up,saskaitīt
added,pievienotās
added value tax,pievienotās vērtības nodoklis
addenda,papildinājumi
addendum,papildinājums
addict,narkotiķis
addicted,atkarīgi
addicted to,atkarīgi
addiction,sliecība
addictive,atkarību
addicts,narkomānu
adding,pievienojot
adding machine,aritmometrs
addis ababa,adisabeba
addition,papildinājums
additional,papildu
additional charge,papildu maksa
additional insurance,papildu apdrošināšana
additional premium,papildu piemaksa
additionally,papildus
additive,piedeva
address,adrese
address book,adrešu grāmata
address list,adrešu saraksts
address table,adrese tabula
addressed,jārisina
addressee,adresāts
addresses,adreses
addressing,risinot
addressing machine,risinot mašīna
adds,piebilst
adduce,sniegt
adenine,adenīns
adenosine,adenozīna
adept,lietpratīgs
adequacy,atbilstība
adequate,adekvāts
adequate to,"pietiekama, lai"
adequately,adekvāti
adhere,pielipt
adhered,ievēroti
adherence,uzticība
adhering,piekļaujas
adhesion,pieķeršanās
adhesion contract,saķere līgums
adhesive,lipīgs
adhesive agent,līme aģents
adhesive bandage,līmi pārsējs
adhesive friction,līme berzes
adhesive material,līme materiāls
adhesive plaster,plāksteris
adhesive strip,safety bag
adhesive tape,līmlenta
adhoc,ad hoc
adiabatic,adiabatiskā
adiabatic process,adiabātisks process
adieu,ardievas
adjacent,blakus
adjacent angle,blakusleņķis
adjective,īpašības vārds
adjoined,tiek pievienots
adjoining,blakus
adjoining building,blakus ēka
adjoining room,blakusistaba
adjourn,atlikt
adjourn to,atlikt uz
adjournment,atlikšana
adjudicate,izspriest
adjudicated,izskatīts
adjudication,nolēmums
adjudicator,tiesnesi
adjunct,papildinājums
adjust,noregulēt
adjustable,regulējams
adjustable wrench,stellatslēga
adjusted,koriģētā
adjusting,regulēšanas
adjusting entry,pielāgojot ierakstu
adjustment,noregulēšana
adjusts,regulē
adjutant,adjutants
adjutant general,adjutants vispārējā
administer,pārvaldīt
administrate,pārvaldīt
administrated,administrē
administrating,administrēšanas
administration,pārvalde
administration of oath,administrēšana zvēresta
administrative,administratīvs
administrative body,pārvaldes orgāns
administrative district,administratīvais rajons
administrative division,administratīvais iedalījums
administrative hearing,administratīvās tiesas sēde
administrative law,administratīvās tiesības
administrative official,pārvaldes amatpersona
administrative unit,administratīva vienība
administratively,administratīvi
administrator,administrators
admirable,apbrīnojams
admirably,apbrīnojami
admiral,admirālis
admiral nelson,admirālis nelsons
admiralty,admiralitāte
admiralty board,admiralitātes board
admiralty law,admiralitātes likums
admiralty mile,admiralitātes jūdze
admiration,apbrīna
admire,apbrīnot
admired,apbrīnoja
admirer,cienītājs
admires,apbrīno
admiring,apbrīnot
admissibility,pieņemamību
admissible,pieņemams
admission,uzņemšana
admission charge,uzņemšana maksas
admission fee,ieejas maksa
admission into warehouse,ielaišana noliktavā
admission price,uzņemšana cena
admit,uzņemt
admit of,atzīt par
admit table,uzņemt tabulu
admits,atzīst
admittance,ieeja
admitted,"atzina,"
admittedly,pēc vispārēja atzinuma
admitting,atzīstot
admixture,piemaisījums
admonish,pamācīt
admonished,pamācīja
admonishes,pamāca
admonishment,pārmetums
admonition,brīdinājums
ado,kņada
adobe,nededzināts ķieģelis
adobe house,adobe māja
adolescence,jaunība
adolescent,pusaudzis
adolf hitler,ādolfs hitlers
adolph,ādolfs
adopt,pieņemt
adopted,pieņemts
adoptee,adoptētais
adopter,adoptētājs
adopting,pieņemot
adoption,pieņemšana
adoptive,adoptēts
adoptive parent,adoptētāja
adopts,pieņem
adorable,burvīgs
adoration,pielūgšana
adore,pielūgt
adored,dievināja
adored one,dievināja viens
adoring,apbrīnojot
adorn,izgreznot
adorned,rotāti
adornment,rota
adrenaline,adrenalīns
adriatic,adrijas
adrift,pa straumi
adulation,zemošanās
adult,pieaugušo
adult body,pieaugušo ķermeņa
adult education,pieaugušo izglītība
adult female,adult sieviete
adult intelligence,pieaugušo inteliģence
adult tooth,pieaugušo zobu
adulterated,piemaisījumiem
adulteration,viltojums
adulterer,laulības pārkāpējs
adulteress,laulības pārkāpēja
adulterous,laulības pārkāpēja
adultery,laulības pārkāpšana
adulthood,pieaugušā vecumā
advance,sekmēt
advance ideas,virzīt idejas
advance payment,avanss
advance student,avanss studente
advance studies,avansa pētījumi
advanced,uzlabots
advanced language,uzlabotas valoda
advanced level,modernu līmenī
advancement,attīstība
advances,avansi
advancing,padziļinot
advantage,priekšrocība
advantaged,izdevīgā
advantageous,izdevīgs
advection,advekcija
advent,atnākšana
advent sunday,adventes svētdiena
adventist,adventistu
adventitious,nejaušs
adventitious root,nejaušu saknes
adventive,adventīvas
adventure,piedzīvojums
adventure playground,piedzīvojumu laukums
adventure story,piedzīvojumu stāsts
adventurer,avantūrists
adventurism,avantūrisms
adventurous,drosmīgs
adverb,apstākļa vārds
adversarial,sacīkstes
adversaries,pretiniekiem
adversary,pretinieks
adverse,nelabvēlīgs
adverse opinion,negatīvu atzinumu
adverse witness,nelabvēlīgu liecinieks
adversely,nelabvēlīgi
adversity,nelaime
advert,sludinājumu
advertence,uzmanīga izturēšanās
advertise,reklamēt
advertise for,reklamēt
advertised,reklamē
advertisement,reklāma
advertiser,reklāmdevējs
advertising,reklāma
advertising agency,reklāmas aģentūra
advertising campaign,reklāmas kampaņa
advertising department,reklāmas nodaļa
advertising division,reklāmas nodaļa
advertising gift,reklāmas dāvana
advertorial,reklāmraksts
advice,padoms
advice column,padoms kolonna
advice columnist,padoms komentētājs
advisable,ieteicams
advise,ieteikt
advised,informēts
adviser,konsultants
advises,konsultē
advising,konsultējot
advisor,konsultants
advisory,padomdošanas
advisory board,konsultatīvā padome
advisory service,konsultāciju dienests
advocacy,aizstāvēšana
advocate,advokāts
aegean civilisation,egejas civilizācija
aegean civilization,egejas civilizācija
aegean culture,egejas kultūra
aegean island,egejas salu
aegis,šefība
aerated,gāzēts
aerated water,gāzēts ūdens
aeration,gāzēšana
aerial,antena
aerial ladder,aerial kāpnes
aerobic,aerobā
aerobics,aerobika
aerodrome,lidlauks
aerodynamic,aerodinamiskā
aerodynamic force,aerodinamiskais spēks
aerodynamic lift,aerodinamiskā lift
aerodynamics,aerodinamika
aerofoil,spārns
aeromechanical,aeromehāniskus
aeronautical,aeronavigācijas
aeronautical engineer,aeronautikas inženieris
aeronautical engineering,aeronavigācijas inženierija
aeronautics,aeronautika
aeroplane,lidmašīna
aerosol,aerosols
aerosol can,aerosols var
aerospace,aerokosmisko
aerospace engineer,kosmiskās aviācijas inženieris
aerospace engineering,kosmiskās aviācijas inženierzinātņu
aerospace medicine,aerokosmisko zāles
aesthetic,estētisks
aesthetical,estētiskā
aesthetically,estētiski
aesthetics,estētika
aetiology,etioloģija
afar,tālu
affair,lieta
affairs,lietas
affect,ietekmēt
affected,ietekmēts
affecting,ietekmējot
affection,pieķeršanās
affectionate,sirsnīgs
affectionately,sirsnīgi
affective,emocionāls
affectivity,afektu
affects,ietekmē
affidavit,ar zvērestu apliecināta rakstveida liecība
affiliate,filiāle
affiliated,saistīts
affiliates,filiāles
affiliation,piederība
affiliation order,piederība rīkojums
affinity,afinitāte
affirm,apgalvot
affirmation,apliecinājums
affirmative,apstiprinošs
affirmative action,apstiprinoša rīcība
affirmatively,apstiprinoši
affix,piestiprināt
affixing language,piestiprināšana valoda
afflict,skumdināt
afflicted,nomocīts
affliction,bēdas
affluence,pārpilnība
affluent,pieteka
afford,atļauties
affordable,pieejamu
afforestation,apmežošana
affray,plūkšanās
affront,apvainot
afghan,afgāņu
afghan hound,afgāņu kurts
afghan woman,afganistānas sieviete
afghani,afgāņu
afghanistan,afganistāna
afield,ārpus tās
aflame,liesmās
afloat,flotē
afoot,kustībā
afore,iepriekš
afore hand,iepriekš roku
afore mentioned,ieskaitīta minētā
afore said,iepriekš minētā
afore thought,iepriekš doma
afore time,iepriekš laiks
aforementioned,iepriekš minētais
aforesaid,iepriekš minētais
afoul,sadursmē
afraid,nobijies
afresh,no jauna
africa,āfrika
african,afrikānis
afrikaans language,afrikaans valoda
afro-asian,afro-āzijas
aft,kuģa pakaļgalā
after,pēc
after all,galu galā
after birth,pēc dzimšanas
after crop,pēc kultūrauga
after damp,pēc mitra
after dark,pēc tumsas
after death,pēc nāves
after effect,pēc spēkā
after hours,pēc stundām
after sales service,pēcpārdošanas pakalpojumu
after shave,pēc skūšanās
after taste,pēc garšas
after thought,pēc domas
aftercare,kopšana
after-care,pēc aprūpi
after-effect,pēcpārdošanas efektu
after-life,pēc dzīves
aftermath,atskaņas
afternoon,pēcpusdiena
afternoons,pēcpusdienās
aftershave,losjons pēc skūšanās
aftertaste,piegarša
after-taste,pēcpārdošanas garšu
afterthought,doma
afterward,pēc tam
afterwards,pēc tam
again,atkal
against,pret
against balance,pret līdzsvara
against it,pret to
against nature,pret dabu
agar,agars
agar-agar,agars
agate,ahāts
agate line,ahāts line
age,vecums
age bracket,vecuma grupa
age group,vecuma grupā
age long,vecums garš
age old,gadu veci
age worn,vecuma nēsā
aged,vecs
ageing,novecošanās
agency,aģentūra
agenda,darba kārtība
agent,aģents
agent action,aģents darbība
agent noun,aģents lietvārds
agent provocateur,provokators
ages,vecumu
agglomerate,aglomerāts
agglomerated,aglomerēta
aggravate,saasināt
aggravated,pasliktina
aggravates,pastiprina
aggravating,pasliktinošs
aggravation,saasināšanās
aggregate,agregāts
aggregation,sakopojums
aggression,agresija
aggressive,agresīvs
aggressively,agresīvi
aggressiveness,agresivitāte
aggressor,agresors
aggrieved,cietusī
aghast,šausmu pārņemts
agile,veikls
agility,veiklība
aging,novecošanās
agio,ažio
agitate,kratīt
agitated,satraukti
agitates,aģitē
agitating,aģitēt
agitation,uzbudinājums
agitation propaganda,uzbudinājums propaganda
agitator,aģitators
aglow,liesmās
agnostic,agnostiķis
agnosticism,agnosticisms
ago,pirms
agonise,izmisīgi cīnīties
agonising,agonizing
agonize,izmisīgi cīnīties
agony,mokas
agony aunt,mokas tante
agony column,mokas kolonna
agrarian,agrārs
agree,piekrist
agree with,piekrītu
agreeable,patīkams
agreed,vienojās
agreed case,vienojās case
agreed upon,vienojušās
agreed valuation,vienojās vērtēšana
agreeing,piekrītot
agreement,vienošanās
agrees,piekrīt
agribusiness,lauksaimniecības uzņēmējdarbība
agricultural,lauksaimniecības
agriculturalist,lauksaimnieku
agriculturally,lauksaimnieciski
agriculture,lauksaimniecība
agriculture parity,lauksaimniecība paritāte
agriculture rites,lauksaimniecība rituāli
agronomic,agronomijas
agronomy,agronomija
ah,ak
ahead,uz priekšu
ahead of,apsteidzot
ahorse,jāšus
aid,palīdzība
aide,adjutants
aided,atbalstīto
aided school,atbalstīto skola
aide-de-camp,adjutants
ailing,nevesels
ailment,kaite
aim,mērķis
aim at,mērķis ir
aim fire,mērķis uguns
aim off,mērķis off
aimed,mērķis
aiming,mērķis
aimless,bezmērķīgs
aims,mērķi
air,gaisa
air action,gaisa rīcība
air alert,gaisa trauksme
air almanac,gaisa kalendārs
air attack,gaisa uzbrukums
air base,aviobāze
air bed,piepūšamais matracis
air bell,gaisa bell
air bladder,peldpūslis
air boat,gaisa kuģis
air bombardment,gaisa bombardēšana
air borne,gaisa jāsedz
air brake,pneimatiskā bremze
air bus,gaisa autobuss
air cavity,gaisa dobums
air cell,gaisa šūnu
air chamber,gaisa kamera
air cock,gaisa gailis
air commodore,gaisa commodore
air condition,gaisa kondicionētājs
air conditioned,gaisa kondicionieri
air conditioner,gaisa kondicionieris
air conditioning,gaisa kondicionēšana
air cooled,gaisa dzesēšanu
air corridor,gaisa koridors
air cover,gaisa vāks
air crew,lidmašīnas apkalpe
air current,gaisa strāva
air cushion,piepūšamais spilvens
air defense,pretgaisa aizsardzība
air drome,gaisa drome
air evacuation,gaisa evakuācija
air field,aerodroms
air force,gaisa spēki
air freight,gaisa kravu
air funnel,gaisa piltuve
air graph,gaisa grafiks
air gun,gaisa šautene
air hole,spelte
air hostess,stjuarte
air jurisdiction,gaisa jurisdikcija
air lane,gaisa lane
air letter,gaisa vēstule
air load,gaisa slodze
air mail,gaisa pasts
air marshal,gaisa maršals
air mattress,piepūšamais matracis
air mechanic,gaisa mehāniķis
air mission,gaisa misija
air out,gaisā out
air park,gaisa parks
air pilot,gaisa pilots
air plane,gaisa lidmašīnu
air plant,gaisa augs
air plotting,gaisa uzzīmējot
air pocket,gaisa kabatas
air pollution,gaisa piesārņojums
air pump,gaisa sūknis
air raid,uzlidojums
air routes,gaisa maršruti
air screw,gaisa skrūve
air service,gaisa satiksme
air shaft,ventilācijas šahta
air ship,gaisa kuģis
air sickness,gaisa slimības
air sinus,gaisa sinusa
air sleeve,gaisa piedurkne
air sock,gaisa zeķe
air speed,gaisa ātruma
air stone,gaisa akmens
air stop,gaisa stop
air surveillance,gaisa uzraudzība
air terminal,gaisa termināls
air transport,gaisa transports
air traveller,gaisa ceļotājs
air valve,gaisa vārsts
air wave,gaisa vilnis
air worthiness,gaisa cienīgums
air worthy,gaisa cienīgs
air burst bombardment,gaisa pārsprāgt bombardēšanas
air conditioned,gaisa kondicionieri
air conditioner,gaisa kondicionieris
air cooled,gaisa dzesēšanu
air-balloon,gaisa balons
air-bed,air-gulta
airborne,pacēlies gaisā
air-brick,gaisa ķieģeļu
air-carrier,gaisa pārvadātājs
air-condition,kondicionēt gaisu
air-conditioned,ar kondicionētu gaisu
air-conditioning,gaisa kondicionēšana
air-conditions,gaisa apstākļi
aircraft,lidmašīna
aircraft carrier,lidmašīnu bāzes kuģis
aircrew,gaisa kuģu pilotiem
air-dry,gaisa sauss
airfield,lidlauks
airfoil,aerodinamisko
airforce,gaisa spēki
air-formation,gaisa veidošanās
airframe,korpusa
airfreight,avio
air-fresher,gaisa pirmkursnieks
airing,vēdināšana
airing cupboard,vēdināšana skapis
airless,bezgaisa
airline,aviolīnija
airline business,aviosabiedrība bizness
airlock,gaisa slūžasieeja
airmail,aviopasts
airmail letter,aviopasts vēstule
airman,lidotājs
air-minded,gaisa domājošiem
airplane,lidmašīna
air-plane,gaisa plakne
airport,lidosta
airship,dirižablis
air-ship,gaisa kuģis
airspace,gaisa telpa
airtight,hermētisks
