English,Other
judge,"anse for, dømme, dommer"
esteem,"anseelse, aktelse"
employ,"ansette, tilsette"
engage,"ansette, tilsette, engasjere"
face,"ansikt, stå overfor, tallskive, overflate"
facial,ansikts-
facelift,ansiktsløftning
facepack,ansiktsmaske
face tissue,ansiktsserviett
facetissue,ansiktsserviett
anchovy,ansjos
perspicuous,anskuelig
fraught,"anspent, nervøs"
intent,"anspent, spent"
spur,"anspore, spore"
demure,anstendig
propriety,anstendighet
exert,"anstrenge, øve, bruke"
tiring,anstrengende
strenuous,"anstrengende, energisk, iherdig"
trying,"anstrengende, vanskelig, irriterende"
constrained,anstrengt
strained,"anstrengt, tvungen"
hue,"anstrøk, farge"
tinge,"anstrøk, fargeskjær, snev"
offending,anstøtelig
offensive,"anstøtelig, offensiv"
shocking,"anstøtelig, sjokkerende"
responsibility,"ansvar, ansvarlighet"
accountable,ansvarlig
answerable,ansvarlig
responsible,ansvarlig
liable,"ansvarlig, tilbøyelig"
petition,"ansøke, bønnskrift, begjæring, protestskriv"
assume,anta
presume,anta
surmise,"anta, antagelse"
presumably,antagelig
supposition,antagelse
assumed,antatt
presumed,antatt
supposed,antatt
ignite,antenne
ignitable,antennelig
antique,"antikk, antikvitet"
antiquarian,antikvar
antelope,antilope
flak,antiluftskyts
antipathy,"antipati, motvilje"
antiseptic,antiseptisk
dress,"antrekk, kle seg, kjole"
insinuate,antyde
infer,"antyde, slutte seg til"
intimate,"antyde, uformell, fortrolig"
hint,"antydning, antyde, ymte, hentydning, vink"
applicable,anvendelig
monkey,ape
apostle,apostel
chemist's shop,apotek
chemists,apotek
drugstore,apotek
druggist,apoteker
chemist,"apoteker, kjemiker"
apparatus,apparat
appeal,"appellere, behage, innanking, appell, henstilling"
oranges,appelsiner
appetizing,appetittvekkende
applaud,applaudere
godkjenn,approve
godkjent,approved
apricot,aprikos
april,april
gin,aquavit
working,"arbeid, drift, arbeids-"
employment,"arbeid, tilsetting"
worker,arbeider
workman,arbeider
worked,arbeidet
occupational,"arbeids-, yrkes-"
ablebodied,"arbeidsfør, kraftig"
employer,arbeidsgiver
smock,arbeidskittel
manpower,arbeidskraft
gang,"arbeidslag, bande, gjeng"
unemployed,arbeidsledig
unemployment,arbeidsledighet
dole,arbeidsledighetstrygd
unemployment benefit,arbeidsledighetstrygd
workload,arbeidsmengde
employee,"arbeidstaker, ansatt"
pros and cons,argumenter for og imot
reasoning,"argumentering, resonnement"
sheet,"ark, flak, blad, flate, plate"
archaeologist,arkeolog
archaeology,arkeologi
archipelago,"arkipel, øygruppe"
architect,arkitekt
arctic,arktisk
arm,"arm, ruste"
bracelet,armbånd
wrist-watch,armbåndsur
reinforce,"armere, forsterke"
reinforcement,"armering, forsterkning"
push-up,armheving
flavour,"aroma, smak"
organizer,arrangør
detention,"arrest, forvaring"
presumptuous,arrogant
species,art
paragraph,"artikkel, avsnitt"
item,"artikkel, post, vare, punkt"
ordnance,artilleri
art for loan,artotek
heritage,arv
inheritance,arv
inherit,arve
succeed to,arve
hereditary,arvelig
heredity,arvelighet
heirloom,arvestykke
heir,arving
heiress,arving
ash,ask
ashes,aske
ash tray,askebeger
ash-tray,askebeger
ash wednesday,askeonsdag
asparagus,asparges
asylum,asyl
asylum seeker,asylsøker
studio,"atelier, studio"
behavior,atferd
satin,atlask
nuclear waste,atomavfall
nuclear power station,atomkraftverk
separation,atskillelse
recreate,"atsprede, kvikke opp"
eighteen,atten
certify,attestere
rehabilitation,"attføring, rehabilitering"
feature,"attraksjon, trekk, innslag"
theatre,"auditorium, teater, skueplass"
august,august
public sale,auksjon
super highway,autobane
automoton,automat
automatic transmission,automatgir
automatic,automatisk
authorize,autorisere
authorized,autorisert
on and off,av og til
occasionally,"av og til, innimellom"
woolen,"av ull, ull-"
inadvertently,av vanvare
for,"av, for, til"
detoxify,av-gifte
variety,"avart, mangfoldighet, forandring, avveksling"
cancellation fee,avbestillingsgebyr
hirepurchase,avbetaling
cancel,"avbryt, innstille, angre, avbestille"
interrupt,avbryte
heckle,"avbryte, hekle"
discontinue,"avbryte, holde opp med"
snub,"avbryte, irettesette"
punctuate,"avbryte, sette skilletegn"
interruption,"avbrytelse, avbrudd"
stop,"avbrytelse, hinder, stoppe, stans, stå, opphør"
intermission,"avbrytelse, pause"
uncover,avdekke
pigeonhole,avdeling
compartment,"avdeling, kupé"
deceased,avdød
departed,avdød
aversion,"aversjon, uvilje"
garbage,"avfall, søppel"
decrepit,avfeldig
depopulate,avfolke
stools,avføring
laxative,avføringsmiddel
purgative,avføringsmiddel
finals,avgangseksamen
rent-free,avgiftsfri
decide,"avgjøre, bestemme"
decision,avgjørelse
crucial,avgjørende
decisive,avgjørende
abyss,avgrunn
idol,avgud
dissertation,avhandling
thesis,"avhandling, tese"
addicted,avhengig
addiction,avhengighet
dependence,avhengighet
addictive,avhengighetsskapende
reclaim,"avhente, tørrlegge, gjenvinne"
refrain from,avholde seg fra
teetotaller,avholdsmann
defection,avhopp
defector,avhopper
questioning,avhør
daily paper,avis
newspaper,"avis, tidsskrift"
newsstand,aviskiosk
news clip,avisutklipp
press clip,avisutklipp
renunciation,"avkall, forsakelse"
chilled,avkjølt
exit ramp,avkjørsel
offspring,avkom
disprove,avkrefte
a remote spot,avkrok
an out-of-the-way place,avkrok
check box,avkrysningsrute
rearing,avl
breeding,"avl, oppdragelse"
oblong,avlang
relief road,avlastningsvei
engender,avle
divert,"avlede, adspre, omdirigere"
distract,"avlede, distrahere"
read,"avlese, lese"
dumping,"avlessing, dumping"
crop,avling
harvest,"avling, høst, høst, innhøstning, høste"
breeding stock,avlsdyr
box,"avlukke, skrin, losje, eske, kasse, koffert"
discharge,"avmønstring, løslatelse, utskrivning"
let off steam,avreagere
statement of account,avregning
defrost,avrime
top off,avrunde
rounded,avrundet
deposed,avsatte
dispatch,"avsendelse, rapport, ekspedere"
sender,avsender
secluded,"avsidesliggende, bortgjemt"
dismissal,avskjed
dismiss,"avskjedige, sende bort"
removal,"avskjedigelse, flytting, fjernelse, bortrydding"
dismissed,avskjediget
parting,"avskjeds-, skill, avskjed"
intercept,"avskjære, snappe opp"
deforest,avskoge
deforestation,avskoging
depreciation,"avskrivning, verdiforringelse"
scum,avskum
disgust,avsky
loathe,avsky
abominable,avskyelig
detestable,avskyelig
beastly,"avskyelig, dyrisk"
abhorrent,"avskyelig, vemmelig"
abomination,"avskyelighet, avsky"
rebuff,"avslag, avslå"
rejection,"avslag, vraking, forkastelse"
relaxation,"avslapping, avkobling"
ending,"avslutning, slutt, endelse"
deny,"avslå, benekte, bestride, avkrefte"
rejected,"avslått, forkastet, forsmådd"
unveil,avsløre
revealing,avslørende
disclosure,avsløring
revelation,avsløring
exposure,"avsløring, eksponering, utsetting"
distaste,avsmak
apart,avsondret
playback,avspilling
derailment,avsporing
offset,avstand
distance,"avstand, distanse"
rangefinder,avstandsmåler
spacebar,avstandstast
wane,"avta, bli mindre, blekne"
decline,"avta, nedgang, avslå, forfall"
decrease,"avta, nedgang, redusere, minke"
removable,"avtagbar, fjernbar, oppsigelig"
accommodation,avtale
deal,"avtale, handel"
trigger,avtrekker
wean,avvenne
detixification,avvenning
stave off,"avverge, forhale"
fend off,"avverge, parere"
deviation,avvik
departure,"avvik, avgang, avreise"
anomaly,"avvik, uregelmessighet"
deviate,avvike
deflect,"avvike, bøye av"
winding-up,"avvikling, likvidasjon"
reject,"avvise, forkaste, avslå, forsmå, vrake"
flunk,"avvise, gi strykkarakter"
throw out,"avvise, kaste ut"
discredit,"avvise, vanry"
disarm,"avvæpne, nedruste"
disarmament,"avvæpning, nedrustning"
rasher,baconskive
bath,"bad, badekar"
bathe,"bade, bad"
bathing trunks,badebukse
swimming trunks,badebukse
trunks,badebukser
bathing suit,badedrakt
bathtub,badekar
swimwear,badetøy
bathroom,badeværelse
sauna,badstue
baggage,bagasje
luggage rack,bagasjehylle
buffoon,bajas
afterwards,bak
behind,bak
after,"bak, etter"
hind,"bak-, hind"
rear,"bak-, oppfostre, bakside"
bake,bake
tail,"bakende, hale"
baker,baker
bakery,bakeri
backwater,bakevje
background,bakgrunn
back wheel,bakhjul
hind wheel,bakhjul
rear wheel,bakhjul
aback,"bakk, mar"
hill,"bakke, ås"
backwards,"baklengs, bakvendt"
hip-pocket,baklomme
rear light,baklys
rear-lamp,baklys
rear-light,baklys
tail-light,baklys
hangover,bakrus
flounder,"bakse, flyndre"
slanderous,baktalende
slanderer,baktaler
germ,"bakterie, spire"
germicide,bakteriedreper
bacteria,bakterier
vilify,bakvaske
slander,"bakvaskelse, baktale"
canopy,baldakin
tub,"balje, kar"
ball,ball
balloon,ballong
bat,"balltre, flaggermus"
balm,balsam
embalm,balsamere
bamboo,bambus
corny,banal
trite,"banal, forslitt"
banana,banan
way,"bane, retning, kurs, måte, vei, fart"
path,"bane, sti"
bank,bank
knock on wood,bank i bordet
touch wood,bank i bordet
palpitation,banking
throb,"banking, banke, dunke, slå, pulsere"
chequecard,bankkort
swear,"banne, sverge"
profanities,banning
buffet,bar
savage,"barbar, grusom, villmann, vill"
razor-blade,barberblad
razorblade,barberblad
safety razor,barberhøvel
shaving,"barbering, barber-"
shave,"barbering, streife, skave, barbere"
shaving brush,barberkost
razor,"barbermaskin, barberkniv"
shaving foam,barberskum
guy,bardun
stay,"bardun, stag, opphold, stanse, bli"
mere,"bare, ren"
merely,"bare, utelukkende"
black frost,barfrost
yew,barlind
bosom,"barm, bryst"
child,barn
children,barn
childhood,barndom
infancy,barndom
grandchild,barnebarn
kindergarten,barnehage
orphanage,barnehjem
nanny,barnepike
cot,barneseng
preliminary school,barneskole
perambulator,barnevogn
pram,barnevogn
nursery,"barneværelse, planteskole"
childish,barnslig
barometer,barometer
maternity nurse,barselpleier
bluff,"barsk, steil, bratt"
harsh,"barsk, streng, besk, hard"
moustache,bart
bare,"bart, bare, bar"
basis,"basis, grunnlag"
bass,bass
trombone,basun
battery,"batteri, akkumulator"
bow,"baug, bøye, bue, bukk, fiolinbue, sløyfe"
prow,"baug, forstavn"
tack,"baut, tråklesting, feste, stifte, tråkle, stift"
pray,be
apologize,be om unnskyldning
work up,"bearbeide, opparbeide"
inhabit,bebo
settled,"bebodd, bestemt"
habitable,beboelig
inhabitable,beboelig
habitability,beboelighet
reprove,bebreide
reproach,"bebreide, bebreidelse"
reproof,bebreidelse
reproachful,bebreidende
bli,"become, is (are)"
stale,"bedervet, doven, flau, gammel"
cheat on,bedra
deception,bedrag
deceit,"bedrag, svik"
impostor,bedrager
sharper,bedrager
imposture,bedrageri
ameliorate,"bedre, forbedre"
better,"bedre, forbedre"
corporate library,bedriftsbibliotek
recovery,"bedring, gjenervervelse, gjen"
afflict,bedrøve
adorable,bedårende
misjudge,"bedømme galt, feilvurdere"
measure,"bedømme, måle, mål, takt, virkemiddel"
appreciation,"bedømmelse, verdsettelse"
stupefy,"bedøve, forbløffe"
anaesthesia,bedøvelse
anaesthetic,"bedøvende middel, bedøvelse"
fortify,"befeste, forsterke"
populate,befolke
charter,"befraktningskontrakt, forfatningsdokument, leie"
rid,befri
set free,befri
fertilize,"befrukte, gjødsle"
fertilization,befruktning
gifted,begavet
enthusiastic,"begeistret, ildfull, entusiastisk"
eventful,begivenhetsrik
desire,"begjære, begjær, ønske"
covetous,begjærlig
hungrily,begjærlig
bury,begrave
burial,begravelse
funeral,begravelse
funeral directors,begravelsesbyrå
confine,begrense
limitation,begrensning
concept,begrep
notion,"begrep, anelse, idè"
idea,"begrep, ide, hensikt, innskytelse, innfall, tanke"
favour,"begunstige, velvilje, tjeneste"
favoured,begunstiget
commence,begynne
begin,"begynne, innlede"
outset,begynnelse
commit suicuide,begå selvmord
pleasing,behagelig
pleasant,"behagelig, tiltalende, trivelig, hyggelig"
medicate,behandle med medisin
patronize,"behandle nedlatende, beskytte"
manipulate,"behandle, manipulere"
processed,behandlet
processing,behandling
treatment,behandling
usage,"behandling, sedvane, språkbruk"
adroit,behendig
dexterity,behendighet
restrain,"beherske, holde tilbake"
contain,"beherske, inneholde"
restrained,behersket
self-possessed,behersket
container,beholder
requirement,"behov, fordring, krav"
require,"behøve, trenge, kreve, forlange"
beige,beige
woo,beile til
pasture,beite
friend,"bekjent, venn, venn, venninne"
proclamation,bekjentgjørelse
acquaintance,"bekjentskap, kjenning, bekjent"
brook,bekk
pelvis,bekken
pelvic,bekken-
pelvic fracture,bekkenbrudd
deplore,beklage
deplorable,beklagelig
lamentable,beklagelig
regrettable,beklagelig
unfortunate,"beklagelig, uheldig"
regret,"beklagelse, anger, angre, beklage, sorg"
pitch-dark,bekmørkt
expense,"bekostning, utgift, kostning"
confirm,"bekrefte, konfirmere"
convenience,bekvemmelighet
comfort,"bekvemmelighet, trøst"
convenient,bekvemt
trouble,"bekymre, besvær, forstyrre, bry, bekymring"
concerned,bekymret
apprehensive,"bekymret, rask til å oppfatte, redd"
distress,"bekymring, bekymre, nød"
incriminate,belaste
load,"belastning, lade, laste, last"
opportune,beleilig
seasonable,beleilig
besiege,beleire
well-read,belest
situated,beliggende
weasel,beltebil
exemplify,belyse ved eksempler
illumination,"belysning, opplysning"
recompense,"belønning, belønne, premiere, erstatning"
premium,"belønning, bonus, premie"
amount,"beløp, bety, mengde"
sum,"beløp, pengesum"
man,"bemanne, mann, menneske"
notable,bemerkelsesverdig
remarkable,"bemerkelsesverdig, merkelig"
observation,"bemerkning, iakttagelse"
bone,ben
leg,"ben, lår, etappe"
denial,"benektelse, avslag"
terms,"benevne, kalle, betingelser"
bench,benk
seat,"benk, sitteplass, sete, boste"
gasolene,bensin
gasoline,bensin
petrol,bensin
fuel gauge,bensinmåler
fillingstation,bensinstasjon
reprieve,"benådning, utsettelse, frist"
readiness,"beredskap, beredvillighet"
calculate,"beregne, regne"
reckoning,beregning
report,"beretning, rapport, melding, påmelding"
relate,berette
entitle,berettige
enrich,berike
dregs,"berme, bunnfall"
pacify,berolige
reassure,berolige
soothe,berolige
quieten,"berolige, roe ned"
tranquillizer,beroligende middel
sedative,"beroligende middel, beroligende"
intoxicate,beruse
inebriated,beruset
tipsy,"beruset, pussa"
disreputable,beryktet
notorious,beryktet
renown,berømmelse
fame,"berømmelse, ry"
celebrated,berømt
famous,berømt
renowned,berømt
deprive,berøve
strip of,berøve
dispossess,"berøve, fordrive"
possessed,besatt
get the better of,beseire
possess,"besette, besitte, eie"
possession,"besettelse, å eie, eiendom"
nature,"beskaffenet, natur"
taxasion,beskatning
assess,beskatte
unassuming,"beskjeden, upretensiøs"
humble,"beskjeden, ydmyke, ydmyk"
modesty,beskjedenhet
occupation,"beskjeftigelse, yrke, okkupasjon"
prune,"beskjære, sviske"
describe,beskrive
description,"beskrivelse, signalement"
goggles,beskyttelsesbriller
protective,beskyttende
protector,beskytter
related,beslektet
related to,beslektet med
kindred,"beslektet, slektskap"
resolve,"beslutte, beslutning, oppløse"
resolute,besluttsom
resoluteness,besluttsomhet
resolution,"besluttsomhet, beslutning, oppløsning"
determination,"besluttsomhet, bestemmelse"
saving,"besparelse, sparsommelig"
profanity,bespottelse
ingredient,"besstanddel, ingrediens"
population,"bestand, befolkning, befolkning"
element,"bestanddel, grunnstoff, element, ledd, innslag"
always,"bestandig, alltid"
resistant,"bestandig, motstandsdyktig"
grand-father,bestefar
grandparents,besteforeldre
determine,"bestemme, fastslå"
provision,"bestemmelse, forsyning"
mission,"bestemmelse, oppdrag, misjon"
destination,bestemmelsessted
grand-mother,bestemor
definite,bestemt
ascend,bestige
mount,"bestige, stille opp, montere"
bribe,"bestikke, bestikkelse"
venal,bestikkelig
bribery,bestikkelse
to book,bestille
to order,bestille
booking,bestilling
requisition form,bestillingsskjema
endeavor,bestrebe
try hard (with seg),bestrebe
aspiration,bestrebelse
endeavour,bestrebelse
effort,"bestrebelse, anstrengelse, tiltak, innsats"
oppose,"bestride, motsette seg, bekjempe"
expose to radiation,bestråle
irradiate,bestråle
strew,"bestrø, strø"
bestseller,bestselger
warden,"bestyrer, oppsynsmann"
consternation,"bestyrtelse, forskrekkelse"
composed of,bestå
consist,bestå
continued existence,beståen
passed,bestått
swoon,"besvime, besvimelse"
faint,"besvimelse, svak, matt, besvime"
cumbersome,besværlig
nuisance,besværlighet
visit,"besøk, besøke, stikke innom"
attend,"besøke, innfinne seg, betjene, ledsage"
call on,"besøke, påkalle"
visitor,besøkende
visiting hours,besøkstid
payable,betalbar
tuition,"betaling for undervisning, undervisning"
prepaid,betalt
beet,bete
significant,"betegnende, betydningsfull"
inflammation,betennelse
tonsillitis,betennelse i mandlene
stipulation,betingelse
operate,"betjene, virke, operere"
accentuation,"betoning, aksentuering"
confide,betro
entrust,betro
reassuring,"betryggende, beroligende"
signify,"bety, betegne"
considerable,betydelig
significantly,betydelig
sizable,betydelig
meaning,"betydning, megetsigende, mening"
significance,"betydning, viktighet"
admire,beundre
conservation,bevaring
preservation,"bevaring, konservering"
movable,bevegelig
mobility,bevegelighet
motion,"bevegelse, forslag"
movement,"bevegelse, sats"
locomotive,"bevegelses-, lokomotiv"
moving,"bevegende, rørende"
feast,"beverte, høytid, fest, pryd"
appropriate,"bevilge, tilegne seg, grei, hensiktsmessig"
appropriation,"bevilgning, tilegnelse"
licence,"bevilling, lisens, avgift"
proof,"bevis, -sikker, -fast, korrektur"
evidence,"bevis, vitneutsagn"
prove,"bevise, vise seg å være, påvise"
certifiable,bevislig
provable,bevislig
conscious,bevisst
deliberate,"bevisst, overlagt"
consciousness,bevissthet
senseless,"bevisstløs, meningsløs, sanseløs"
testify,"bevitne, vitne"
witness,"bevitne, vitne, være vitne til, se, vitnesbyrd"
avocation,bibeskjeftigelse
library,bibliotek
librarian,bibliotekar
branch library,bibliotekfilial
contribute,"bidra, skyte inn"
contributor,bidragsyter
bee,bie
approbation,bifall
applause,"bifall, applaus"
approve,"bifalle, godkjenne"
acclamation,bifallsrop
beefsteak,biff
steak,biff
bigamy,bigami
beehive,bikube
hive,bikube
automobile,bil
car,bil
seat-belt,bilbelte
motorhead,bilbølle
road-hog,bilbølle
image,"bilde, ansikt utad"
photograph,"bilde, fotografi, fotografere"
hooter,bilhorn
motorist,bilist
billiards,biljard
motoring,bilkjøring
beetle,bille
picture book,billedbok
sculptor,"billedhugger, skulptør"
caption,"billedtekst, overskrift"
tapestry,"billedvev, billedteppe"
ticket,"billett, seddel, adgangstegn"
box-office,billettkontor
ticket-collector,billettkontrollør
ticket-window,billettluke
cheap,billig
inexpensive,billig
pocket book,billigbok
paperback,"billigbok, uinnbundet bok"
motor racing,billøp
garage,"bilverksted, garasje, bensinstasjon"
bandage,bind
tome,bind
volume,"bind, bok, volum, innhold, omfang"
bind,binde
commit,binde
hogtie,binde på hender og føtter
tie,"binde, slips, bånd, knytte, forbinde"
fixative,bindemiddel
cement,"bindemiddel, sementere, sement"
paper clip,binders
hyphen,bindestrek
fixation,"binding, fiksering"
biography,biografi
biologist,biolog
biology,biologi
biological,biologisk
muskrat,bisamrotte
bisexual,biseksuell
snappy,"bisk, irritabel"
bishop,"biskop, løper"
diocese,bispedømme
episcopate,bispeembete
relief work,bistandsarbeid
grim,"bister, uhyggelig"
nibble at,bite forsiktig i
bite,"bite, bitt, stikk"
trenchant,"bitende, skarp"
bitter,"bitter, besk"
pungent,"bitter, besk"
bitterness,"bitterhet, skarphet"
bark,"bjeff, bjeffe"
yelp,"bjeff, bjeffe"
yap,"bjeffe, bjeff, gneldre"
birch,bjørk
bear,bjørn
blackberry,bjørnebær
blant annet - among others,bl. a.
blade,blad
leaves,"blad, løv"
lettuce,bladsalat
flap,"blafre, blafring, klaff"
broke,blakk
mingle,blande
meddle,blande seg
interfere,blande seg opp i
blend,"blande, blanding"
mix,"blande, omgås"
miscellaneous,blandet
mixture,"blanding, mikstur"
glossy,"blank, glatt"
sleek,"blank, glatt"
among others,blant andre
among other things,blant annet
among,"blant, blandt"
amongst,"blant, blandt"
blasphemy,"blasfemi, gudsbespottelse"
diaper,bleie
nappy,bleie
swaddling cloth,bleie
livid,"bleik, gusten"
pale,"blek, stake"
bleach,"blekemiddel, bleike"
whiten,"blekes, bleke, gjøre hvit"
ink,"blekk, blekk"
cuttle,blekksprut
octopus,"blekksprut, akkar"
blister,blemme
dazzle,blende
glaring,"blendende, grell"
diaphragm,"blender, pessar, mellomgulv"
become,bli
is (are),bli
steepen,"bli brattere, gjøre brattere"
stay put,bli hvor man er
get rid of,bli kvitt
redden,"bli rødt, rødme"
lose one's temper,"bli s, miste selvbeherskelsen"
catch the infection,bli smittet
strengthen,"bli sterkere, styrke"
sicken,"bli syk, kvalm"
be taken,bli tatt
caught,bli tatt
picked up,bli tatt
tire,"bli trett, dekk"
thicken,"bli tykkere, gjøre tykkere"
bland,"blid, mild"
sweeten,"blidgjøre, sukre, gjøre søt"
view,"blikk, synsvidde, syn, utsikt, innblikk, utsyn"
tin can,blikkboks
tincan,blikkboks
tin,"blikkboks, blikk, h, boks, fortinne"
blind,blind
infatuation,blind forelskelse
impasse,blindgate
stowaway,blindpassasjer
infatuated,blindt forelsket
appendix,"blindtarm, vedheng"
blind alley,blindvei
cul-de-sac,blindvei
wink,"blinke, blinking, blunk, plire"
twinkle,"blinking, blinke, funkle, glitre"
direction-indicator,blinklys
flasher,"blitz, blinklys"
flashbulb,blitzpære
blood,blod
anaemic,blodfattig
blood poisoning,blodforgiftning
gory,blodig
bloodvessel,blodkar
corpuscle,blodlegeme
anaemia,blodmangel
blood transfusion,blodoverføring
styptic,blodstillende
haemostatic,blodstillende middel
bloodshed,blodsutgytelse
extravasation,bloduttredelse
vein,"blodåre, vene, stemning"
apartment building,blokk
block of flats,blokk
jam,"blokkering, trengsel, syltetøy, knipe"
cauliflower,blomkål
bloom,blomst
flower,"blomst, blomstre"
florist,blomsterhandler
blossom,"blomstre, blomst"
thrive,"blomstre, trives"
flourishing,blomstrende
flowering,blomstring
blond,blond
void of,"blottet for, fri for, renons i"
destitute,"blottet for, nødlidende"
wink at,"blunke til, lukke øynene for"
blouse,bluse
flare,"bluss, flakke, blusse"
leaden,blyaktig
pencil,blyant
