English,Other
accompanies,acompaña
accompaniment,seguimento
accompaniments,acompañamentos
accompanist,acompanhador
accompany,seguir
accompanying,acompañante
accomplice,cómplice
accomplices,cómplices
accomplish,realizar
accomplished,realizado
accomplishes,realiza
accomplishing,realización
accomplishment,realización
accomplishments,realizacións
accord,segundo
accordance,conformidade
accordant,concordante
accorde,acorde
accorded,concedido
according,segundo
accordingly,conformemente
accordion,acordeón
accordionist,acordeonista
accordions,acordeões
accords,acordos
accost,abordar
accosted,abordado
accosting,abordando
account,conta
accountability,responsabilidade
accountable,responsable
accountancy,contabilidade
accountant,contador
accountants,contable
accounted,representaron
accounting,contabilidade
accounts,contas
accoutrements,atavios
accredit,crer
accreditation,acreditación
accredited,acreditado
accrediting,acreditación
accredits,credencia
accretion,acreción
accrual,acréscimo
accruals,incrementos
accrue,advir
accrued,acumulado
accrues,reverta
accruing,vencidos
accumulate,acumular
accumulated,acumulado
accumulates,acumula
accumulating,acumulando
accumulation,acumulación
accumulations,acumulacións
accumulative,acumulativo
accumulator,acumulador
accumulators,acumuladores
accuracies,precisións
accuracy,exactitude
accurate,exacto
accurately,precisamente
accursed,maldito
accurst,execrável
accusation,acusación
accusations,acusacións
accusative,acusativo
accusatory,acusatório
accuse,acusar
accused,acusado
accuser,acusador
accusers,acusadores
accuses,acusa
accusing,acusador
accusingly,acusatoriamente
accustom,habituar
accustomed,afeito
accustoming,gañando
ace,ás
aceite,aceptado
acerbity,azedume
aces,acces
acetate,acetato
acetates,acetatos
acetic,acético
acetone,acetona
acetylene,acetileno
achab,remata
achaians,aqueus
ache,dor
ached,doía
aches,dores
achievable,realizábel
achieve,alcanzar
achieved,alcanzados
achievement,realización
achievements,conquistas
achiever,emprendedor
achievers,emprendedores
achieves,conquistamos
achieving,alcanzar
achilles,aquiles
aching,doendo
achromatic,acromático
acid,ácido
acidic,ácida
acidification,acidificación
acidified,acidificado
acidify,acidificar
acidifying,acidificantes
acidity,acidez
acidly,acidamente
acids,ácidos
acknowledge,recoñecer
acknowledged,recoñecido
acknowledgement,recoñecemento
acknowledgements,recoñecementos
acknowledges,recoñece
acknowledging,recoñecendo
acknowledgment,recoñecemento
acknowledgments,recoñecementos
aco,aceiro
acolyte,acólito
acolytes,acólitos
aconite,acônito
acorn,landra
acorns,landras
acoustic,acústico
acoustical,acústica
acoustically,acusticamente
acoustics,acústica
acquaint,familiarizarse
acquaintance,coñecemento
acquaintances,coñecidos
acquaintanceship,convivencia
acquainted,familiarizado
acquainting,familiarizando
acquaints,familiariza
acquiesce,aquiescer
acquiesced,aquiescido
acquiescence,aquiescencia
acquiescent,aquiescente
acquiescing,aquiescer
acquire,adquirir
acquired,adquirido
acquirement,adquisición
acquirements,coñecementos
acquirer,adquirente
acquirers,adquirentes
acquires,adquire
acquiring,adquisición
acquis,acervo
acquisition,adquisición
acquisitions,adquisicións
acquisitive,adquisitivo
acquit,absolver
acquited,absolto
acquits,absolve
acquittal,absolución
acquittals,absolvições
acquittance,descarga
acquitted,absolto
acquitting,absolvendo
acreage,área cultivada
acrid,acre
acrimonious,acrimonioso
acrimoniously,acrimoniosamente
acrimony,acrimonia
acrobatic,acrobático
acrobatics,acrobacia
acrobats,acrobatas
acronym,acrónimo
acronyms,acrónimos
acropolis,acrópole
across,transversalmente
acrostic,acróstico
acrostics,acrósticos
acrylic,acrílico
acrylics,acrílicos
act,acto
acted,actuou
acting,actuación
action,acción
actionable,litigável
actions,accións
activate,activar
activated,activado
activates,activa
activating,activando
activation,activación
activations,ativações
activator,activador
activators,activadores
active,activo
actively,activamente
actives,activos
activism,activismo
activist,activista
activists,activistas
activite,activité
activities,actividades
activity,actividade
acto,otca
actors,actores
actress,actriz
actresses,actrices
acts,actos
actual,real
actualisation,realización
actualise,realizar
actualised,actualizado
actuality,realidade
actually,en realidade
actuarial,atuarial
actuaries,atuários
actuary,atuário
actuated,accionado
actuates,acciona
actuating,accionamento
actuation,accionamento
actuator,atuador
actuators,atuadores
acuity,agudeza
acumen,perspicacia
acupuncture,acupuntura
acupuncturist,acupuntura
acupuncturists,acupunturistas
acute,agudo
acutely,agudamente
acuteness,agudeza
acyclic,acíclico
ad,anuncio
adage,adágio
adages,adágios
adagio,adágio
adam,adán
adamant,diamante
adamantine,adamantino
adamantly,inflexívelmente
adapt,adaptar
adaptability,adaptabilidade
adaptation,adaptación
adaptations,adaptacións
adapted,adaptado
adapter,adaptador
adapters,adaptadores
adapting,adaptación
adaptive,adaptativo
adaptively,adaptavelmente
adaptivity,adaptatividade
adaptor,adaptador
adaptors,adaptadores
adapts,se adapta
add,engadir
added,engadido
addenda,adendas
addendum,adenda
adder,víbora
adders,somadores
addict,adicto
addicted,adicto
addiction,vicio
addictions,vicios
addictive,viciante
addicts,adictos
adding,engadindo
addition,adición
additional,adicional
additionally,adicionalmente
additions,adicións
additive,aditivo
additively,aditiva
additives,aditivos
addle,podre
addled,apodrecido
address,dirección
addressability,endereçabilidade
addressable,endereçável
addressd,destinataria
addressed,enderezado
addressee,destinatario
addressees,destinatarios
addresses,enderezos
addressing,abordando
adds,engade
adduce,aduzir
adduced,aduzida
adduces,for responsable das
adducing,aduzindo
adenine,adenina
adenoid,adenóide
adenoids,adenóides
adept,experto
adepts,adeptos
adequacy,adecuación
adequate,axeitado
adequately,adecuadamente
adhere,unirse
adhered,adherido
adherence,adhesión
adherent,adherente
adherents,adherentes
adherer,adherente
adherers,adherentes
adheres,adhírese
adhering,adherente
adhesion,adhesión
adhesions,adherencias
adhesive,adhesivo
adhesiveness,adhesividade
adhesives,adhesivos
adiabatically,adiabaticamente
adieu,adeus
adipose,adiposo
adit,santuario
adjacency,adjacência
adjacent,adxacente
adjacently,adjacentemente
adjectival,adxectiva
adjective,adxectivo
adjectives,adxectivos
adjoin,ser contiguo a
adjoined,adxacente
adjoining,contiguo
adjoins,adxacente
adjourn,retrasar
adjourned,é suspendida
adjournment,aprazamento
adjourns,suspende os traballos
adjudge,xulgar
adjudged,xulgado
adjudges,adxudica
adjudicate,adxudicar
adjudicated,adxudicada
adjudicates,adxudica
adjudicating,contratante
adjudication,adxudicación
adjudications,adxudicacións
adjudicator,xuíz
adjudicators,xuíces
adjunct,adxunto
adjuncts,adxuntos
adjuration,adjuração
adjure,esconjurar
adjured,esconjurou
adjust,axustar
adjustable,axustable
adjusted,axustado
adjuster,ajustador
adjusting,axustando
adjustment,axuste
adjustments,axustes
adjusts,axusta
adjutant,axudante
adman,publicitario
admen,publicitarios
admin,administrador
administer,administrar
administered,administrado
administering,administración
administers,administra
administrate,administrar
administrated,administrada
administrating,administración
administration,administración
administrations,administracións
administrative,administrativo
administratively,administrativamente
administrator,administrador
administrators,administradores
admirably,admirabelmente
admiral,almirante
admirals,almirantes
admiration,admiración
admire,admirar
admired,admirado
admirer,admirador
admirers,admiradores
admires,admira
admiring,admiración
admiringly,admiradoramente
admissibility,admisibilidade
admissible,admisible
admission,admisión
admissions,admisións
admit,admitir
admits,admite
admittance,admisión
admittances,internações
admitted,admitido
admittedly,reconhecidamente
admitting,admitindo
admix,mesturar
admixture,mestura
admonish,admoestar
admonished,admoestado
admonishes,admoesta
admonishing,admoestando
admonishment,admonición
admonition,admonición
admonitions,admoestações
admonitory,repreensivo
ado,ruído
adolescence,adolescencia
adolescent,adolescente
adolescents,adolescentes
adonis,adônis
adopt,adoptar
adopted,adoptado
adopter,adotante
adopting,adopción
adoption,adopción
adoptions,adopcións
adoptive,adoptivo
adopts,adopta
adorable,encantador
adorably,adorabelmente
adoration,adoración
adore,adorar
adored,adorado
adorer,adorador
adorers,adoradores
adoring,adorador
adoringly,adoración
adorn,adornar
adorned,decorado
adorning,adornando
adornment,adorno
adornments,adornos
adorns,decora
adrenal,ad renal
adrenalin,adrenalina
adrenaline,adrenalina
adressee,destinatario
adrianople,adrianópolis
adriatic,adriático
adrift,á deriva
adroit,hábil
adroitness,destreza
adsorb,absorber
adsorbed,absorbido
adsorption,absorción
adulation,adulación
adulatory,adulador
adult,adulto
adulterate,adulterar
adulterated,adulterada
adulterates,adultera
adulterating,adulterando
adulteration,adulteración
adulterations,adulterações
adulterer,adúltero
adulterers,adúlteros
adulteress,adúltera
adulteresses,adúlteras
adulteries,adulterios
adulterous,adúltero
adultery,adulterio
adulthood,maioridade
adults,adultos
adumbrate,delinear
adumbrated,prenunciada
advance,avanzar
advanced,avanzado
advancement,avance
advancements,avances
advances,avances
advancing,avanzando
advantage,vantaxe
advantageous,vantaxoso
advantageously,vantaxosamente
advantages,vantaxes
advent,chegada
adventitious,accidental
advents,adventos
adventure,aventura
adventured,aventura
adventurer,aventureiro
adventurers,aventureiros
adventures,aventuras
adventuress,aventureira
adventuring,aventurándose
adventurism,aventureiro
adventurous,aventuroso
adverb,adverbio
adverbs,adverbios
adversaries,adversarios
adversary,adversario
adverse,adverso
adversely,adversas
adversities,adversidades
adversity,adversidade
advert,anuncio
adverted,advertido
advertise,anunciar
advertised,anunciado
advertisement,anuncio
advertisements,anuncios
advertiser,anunciante
advertisers,anunciantes
advertises,publicitá
advertising,publicidade
adverts,anuncios
advice,consello
advices,consellos
advisability,conveniencia
advisable,aconsellable
advise,aconsellar
advised,aconsellado
advisedly,deliberadamente
adviser,conselleiro
advisers,conselleiros
advises,aconsella
advising,aconsellando
advisor,asesor
advisory,consultivo
advocacy,avogados
advocate,avogado
advocated,avogou
advocates,avogados
advocating,avogando
adze,aplanar
aegis,iniciativa
aegisthus,egisto
aeneid,eneida
aeolian,eólica
aeon,eternidade
aeons,éons
aerate,aireador
aerated,gaseificado
aeration,aireación
aerator,aerador
aerial,aéreo
aerials,antenas
aerify,aerificar
aerobatic,acrobático
aerobatics,acrobacia aérea
aerobes,aeróbicos
aerobic,aeróbico
aerobically,aerobicamente
aerobics,aeróbic
aerodrome,aeródromo
aerodromes,aeródromos
aerodynamic,aerodinámico
aerodynamically,aerodinamicamente
aerodynamics,aerodinámica
aeronaut,aeronauta
aeronautic,aeronáutico
aeronautical,aeronáutico
aeronautics,aeronáutica
aeroplane,avión
aeroplanes,avións
aerosols,aerosois
aerospace,aeroespaço
aeschylus,ésquilo
aesculapius,esculapio
aesop,esopo
aesthete,esteta
aesthetes,estetas
aesthetic,estético
aesthetically,esteticamente
aestheticism,estetismo
aesthetics,estética
afar,lonxe
afdb,bad
affability,afabilidade
affable,afable
affably,afávelmente
affair,tema
affairs,negocios
affect,afectar
affectation,afectación
affectations,afetações
affected,afectado
affectedly,afetadamente
affecting,afectando
affection,afección
affectionate,afectuosos
affectionately,afectuosamente
affections,afeições
affective,afectivo
affects,afecta
afferent,aferente
affidavit,declaración
affiliate,afiliar
affiliated,afiliado
affiliates,afiliados
affiliating,afiliando
affiliation,afiliación
affiliations,afiliacións
affine,afim
affinities,afinidades
affinity,afinidade
affirm,afirmar
affirmation,afirmación
affirmations,afirmacións
affirmative,afirmativo
affirmatively,afirmativamente
affirmed,afirmou
affirmer,afirmador
affirming,afirmando
affirms,afirma
affix,publicar
affixed,escribir
affixes,afixos
affixing,aposición
afflict,aflixir
afflicted,aflito
afflicting,aflixen
affliction,aflición
afflictions,aflicións
afflicts,aflixe
affluence,afluencia
affluent,afluente
affluents,afluente
afflux,fluxo
afford,proporcionar
affordability,accesibilidade
affordable,accesibles
afforded,proporcionou
affording,proporcionando
affords,orixina
afforestation,forestación
afforested,florestar
affray,tumulto
affright,susto
affrighted,atemorizados
affront,afronta
affronted,afrontada
affronts,afrontas
afghani,afgán
afghanistan,afganistán
afghans,afgáns
afield,lonxe
afire,en chamas
aflame,en chamas
afloat,á luz
afoot,andante
afore,antes
aforementioned,devandito
aforesaid,devandito
aforethought,premeditado
aforetime,antes
afraid,medo
afresh,de novo
africa,áfrica
african,africano
africans,africanos
aft,á re
after,despois
afterglow,arrebol
afterlife,vida despois da morte
aftermath,consecuencia
afternoon,tarde
afternoons,tardes
aftershave,crema post-barba
aftershocks,tremores
afterthought,reflexión tardía
afterward,despois
afterwards,despois
again,novo
against,contra
agamemnon,agamenon
agape,boquiaberto
agaragar,ágar-ágar
agate,ágata
age,idade
aged,ancián
ageing,envellecemento
ageless,eterno
agencies,axencias
agency,axencia
agenda,axenda
agendas,axendas
agent,axente
agents,axentes
ageold,milenaria
ages,idade
agglomerated,aglomerado
agglomerating,aglomerar
agglomeration,aglomeración
agglomerations,aglomeracións
agglutinative,aglutinante
aggrandisement,engrandecimento
aggrandize,engrandecer
aggrandizement,engrandecimento
aggravate,agravar
aggravated,agravado
aggravates,agrava
aggravating,agravante
aggravation,agravamento
aggregate,engadido
aggregated,engadido
aggregates,agregados
aggregating,agregando
aggregation,agregación
aggregations,agregacións
aggression,agresión
aggressions,agresións
aggressive,agresivo
aggressively,agresivamente
aggressiveness,agresividade
aggressor,agresor
aggressors,agresores
aggrieved,ofendido
aghast,arrepiado
agi,actuei
agile,áxil
agility,axilidade
agin,contra
aging,envellecemento
agio,ágio
agir,actuar
agitate,trasfega
agitated,axitado
agitates,axita
agitating,axitación
agitation,axitación
agitations,axitacións
agitator,axitador
agitators,axitador
agite,trasfega
agitee,agitée
agleam,escintilante
aglow,inflamado
agnostic,agnóstico
agnosticism,agnosticismo
agnostics,agnósticos
ago,atrás
agog,curioso
agoing,en marcha
agonies,agonías
agonise,agonizar
agonised,agonizante
agonises,agoniza
agonising,agonizante
agonisingly,agonizantemente
agonist,agonista
agonists,agonistas
agonized,agonizante
agonizing,agonizante
agony,agonía
agora,ágora
agoraphobia,agorafobia
agrarian,agrario
agreables,agréables
agree,acordo
agreeable,agradable
agreeably,agradablemente
agreed,acordado
agreeing,acordo
agreement,segundo
agreements,acordos
agrees,acordo
agribusiness,agronegocio
agricultural,agrícola
agriculturalist,agricultor
agriculturalists,agricultores
agriculturally,agricolamente
agriculture,agricultura
agriculturist,agricultor
agriculturists,agricultores
agrimony,agrimonia
agrippa,agripa
agrochemical,agroquímica
agrochemicals,agroquímicos
agronomist,agrónomo
agronomists,agrónomos
agronomy,agronomia
aground,encallada
ague,malaria
ahab,remata
ahasuerus,assuero
ahaz,acaz
ahead,á fronte
ahnlich,ähnlich
aid,axuda
aide,asesor
aided,auxiliados
aider,socorrista
aides,asesores
aiding,auxiliar
aids,sida
aikana,aikanã
ail,aflixir
ailed,aflixía
aileron,ailerom
ailing,enfermo
ailment,enfermidade
ailments,enfermidades
ails,aflixe
aim,obxectivo
aimed,objetivou
aiming,objetivando
aimless,sen obxectivo
aimlessly,sen rumbo
aims,obxectivos
ainda,aínda
air,aire
airbase,base aérea
airborne,transportado polo aire
airbrush,aerógrafo
airconditioned,climatizado
airconditioning,aire acondicionado
aircraft,aeronave
aircrews,tripulacións
aired,foi ao ar
airfield,aeródromo
airfields,aeródromos
airflow,fluxo de aire
airforce,forza aérea
airframe,fuselaxe
airframes,fuselagens
airily,alegremente
airing,ventilación
airless,abafado
airlift,transporte aéreo
airlifting,polo transporte aéreo
airline,compañía aérea
airliner,avión de carreira
airliners,avións
airlines,compañías aéreas
airmail,correo aéreo
airman,aviador
airmen,aviadores
airplane,avión
airport,aeroporto
airports,aeroportos
airs,afectación
airship,dirigível
airships,dirixibles
airsick,enjoado
airsickness,enjôo en voo
airspace,espazo aéreo
airstream,corrente de aire
airstrip,pista de pouso
airstrips,pistas de aterrizaje
airtight,hermético
airwaves,ondas
airway,vías aéreas
airways,vías aéreas
airworthiness,aeronavegabilidade
airy,aireador
aisle,corredor
aisles,corredores
ajar,entreaberto
ajoute,ajouté
ajouter,imprimir
akin,aparentado
alabaster,alabastro
alacrity,espontaneidade
alanine,alanina
alans,alanos
alarm,alarma
alarmed,alarmado
alarming,alarmante
alarmingly,alarmantemente
alarmism,alarmismo
alarmist,alarmista
alarms,alarmas
alarum,rebate
alas,ai de min
alaskan,alasca
alb,alba
albanian,albanés
albanians,albaneses
albatross,albatros
albatrosses,albatrozes
albeit,aínda
albertine,albertina
albinism,albinismo
album,disco
albumen,albumina
albumin,albumina
albuminous,albuminoso
albums,álbums
alcaldes,alcaides
alchemical,alquímico
alchemist,alquimista
alchemists,alquimistas
alchemy,alquimia
alcibiades,alcibíades
alcoholic,alcohólico
alcoholics,alcohólicos
alcoholism,alcoholismo
alcohols,alcois
alcove,alcova
alcoves,alcovas
aldehyde,aldeas
aldehydes,aldehidos
alder,ameneiro
alderman,concelleiro
aldermen,concelleiros
alders,ameneiros
ale,cervexa
alegria,alegría
alehouse,cervexa
alembic,alambique
alencon,alençon
alert,alerta
alerted,avisado
alerting,alertando
alertness,estado de alerta
alerts,alertas
alexandrian,alexandrino
alexandrians,alexandrinos
alexandrine,alexandrino
algae,algas
algebra,álxebra
algebraic,alxébrico
algebraical,alxébrica
algebraically,alxébrica
algebraist,alxébrica
algebras,álxebras
algeria,alxeria
algerian,alxerino
algiers,alxer
algorithm,algoritmo
algorithmic,algorítmica
algorithms,algoritmos
ali,alí
alias,pseudónimo
aliases,alias
alibi,coartada
alibis,álibis
alien,alieníxena
alienate,alien
alienated,alienado
alienates,aliena
alienating,alienante
alienation,alienación
alight,acendido
alighted,pousou
alighting,a arder
alights,pousa
align,aliñar
aligned,aliñado
aligning,aliñamento
alignment,aliñamento
alignments,aliñacións
aligns,aliñan
aliment,alimento
alimentary,alimentario
alimony,pensión de alimentos
aline,aliñar
aliphatic,alifático
aliquot,alíquota
aliquots,alíquotas
alive,vivo
alkali,alcalino
alkalies,álcalis
alkaline,alcalino
alkalinity,alcalinidade
alkalis,álcalis
alkaloid,alcalóide
alkaloids,alcaloides
alkanes,alcanos
alkyl,alquilo
all,todo
alla­,alla
allah,alá
allay,calmar
allayed,disipadas
allaying,aliviando
allegation,alegación
allegations,alegacións
allege,alegar
alleged,alegado
allegedly,presuntamente
alleges,alega
allegiance,fidelidade
allegiances,fidelidades
alleging,alegando
allegorical,alegórico
allegorically,alegoricamente
allegories,alegorías
allegory,alegoría
allele,alelo
alleles,alelos
allergen,alérgeno
allergens,alérgenos
allergic,alerxias
allergies,alerxias
allergy,alerxia
alleviate,aliviar
alleviated,aliviado
alleviates,alivia
alleviating,aliviando
alleviation,alivio
alleviations,alivios
alley,rúa
alleys,ruelas
alleyway,rúa
alleyways,ruelas
alliance,alianza
alliances,alianzas
allied,aliado
allies,aliados
alligator,mail
alligators,xacarés
alliterate,aliterar
alliteration,aliteração
alliterations,aliterações
allocate,repartir
allocated,asignado
allocates,aloca
allocating,alocando
allocation,distribución
allocations,alocações
allocator,alocador
allot,asignar
allotment,asignación
allots,aloca
allotted,asignado
allotting,atribuíndo
allow,permitir
allowable,admisible
allowance,mesada
allowances,subvencións
allowed,permitidos
allowing,permitindo
allows,permite
alloy,liga
alloyed,ligados
alloys,ligas
allspice,pementa de xamaica
allude,aludir
alluded,aludido
alludes,alude
alluding,aludindo
allure,fascinación
allured,seducidos
allurement,sedución
alluring,sedutor
allusion,alusión
allusions,alusións
allusive,alusivo
alluvia,aluviões
alluvial,aluvial
ally,aliado
allying,aliándose
almanac,almanaque
almanacs,almanaques
almeria,almería
almighty,onipotente
almond,améndoa
almonds,améndoas
almoner,esmoler
almost,case
alms,esmolas
almsgiving,acto de caridade
almshouse,asilo de pobres
aloe,áloe
aloes,áloe
aloft,enriba
alone,só
aloneness,soidade
along,xunto
alongside,xunto a
aloof,indiferente
aloofness,indiferenza
aloud,alto
alp,alpes
alpha,alfa
alphabet,alfabeto
alphabetic,alfabético
alphabetical,alfabético
alphabetically,alfabéticamente
alphabets,alfabetos
alphanumeric,alfanumérico
alpheus,alfeu
alpine,alpino
alps,alpes
already,xa
alright,todo ben
alsace,alsacia
alsatian,alsaciano
also,tamén
altarpiece,retablo
altarpieces,retablos
altars,altares
alter,cambiar
altera,modifica
alterable,alterável
alteration,alteración
alterations,cambios
altercate,batallar
altercation,altercado
altercations,altercados
altered,alteradas
alternate,alternado
alternated,alternaram
alternately,alternativamente
alternates,suplentes
alternating,alterno
alternation,alternação
alternations,alternancias
alternative,alternativa
alternatively,alternativamente
alternatives,alternativas
alternator,alternador
alternators,alternativas
alters,modifica
although,aínda
altimeter,altímetro
altimeters,altímetros
alto,contralto
altogether,completamente
altruism,altruísmo
altruist,altruísta
altruistic,altruísta
altruistically,altruisticamente
alum,alúmen
alumina,alúmina
aluminium,aluminio
aluminum,aluminio
alumni,alumnos
alumnus,ex-alumno
alva,alba
alvas,albas
alveoli,alvéolos
alway,ti encurva
always,sempre
am,son
amain,violentamente
amalekites,amalequitas
amalgam,amálgama
amalgamate,amalgamar
amalgamated,amalgamar
amalgamates,amalgama
amalgamation,amalgamação
amalgamations,amalgamações
amalgams,amálgamas
amanuensis,secretario
amaryllis,amarílis
amass,acumular
amassed,acumulou
amasses,acumula
amassing,acumulando
amateur,afeccionado
amateurish,superficial
amateurishness,amadorismo
amateurism,amadorismo
amateurs,afeccionados
amatory,amatório
amaze,sorprender
amazed,marabillado
amazement,asombro
amazes,asombra
amazing,sorprendente
amazingly,incrible
amazon,amazona
amazonian,amazónico
amazons,amazonas
ambassador,embaixador
ambassadorial,diplomático
ambassadors,embaixadores
amber,ámbar
ambergris,ámbar gris
ambidextrous,ambidestro
ambience,ambiente
ambient,ambiente
ambiguities,ambigüidades
ambiguity,ambigüidade
ambiguous,ambiguo
ambiguously,ambiguamente
ambit,ámbito
ambition,ambición
ambitions,ambicións
ambitious,ambicioso
ambitiously,ambiciosa
ambivalence,ambivalencia
ambivalent,ambivalente
ambivalently,ambivalente
amble,esquipação
ambler,esquipador
ambrosia,ambrósia
ambulance,ambulancia
ambulances,ambulancias
ambulant,ambulante
ambulate,deambular
ambulatory,ambulatorio
ambuscade,emboscada
ambuscades,emboscadas
ambush,emboscada
ambushed,emboscado
ambushers,emboscada
ambushes,emboscadas
ambushing,emboscada
amedee,amédée
ameliorate,mellorar
ameliorated,mellorados
ameliorating,melhoradora
amelioration,mellora
amen,amén
amenability,afabilidade
