English,Other
appraised,inyocha aka oru
appraises,inyocha aka oru
appraising,enyocha
appreciate,aghọta
appreciated,ekele
appreciates,enwe ekele
appreciating,enwe ekele maka
appreciation,ekele
appreciations,ekele
appreciative,ekele
appreciatively,obi ekele
apprehend,ijido
apprehended,achọ ijide
apprehending,ijido
apprehends,ijido
apprehension,echiche
apprehensions,erughị ala
apprehensive,na ụjọ tụrụ
apprehensively,ụjọ
apprentice,amụ ọrụ naka ya
apprentices,amụ ọrụ
apprenticeship,ịmụ ọrụ
apprenticeships,omumu oru
approach,obibia
approachable,mfe ịbịakwute
approached,bịakwutere
approaches,eru nso
approaching,eru nso
appropriate,kwesịrị ekwesị
appropriateness,ò kwesịrị ekwesị
appropriations,pụrụ iche
approval,ihu ọma
approvals,nkwado
approve,mma
approved,mma
approves,anakwere
approving,akwado
approvingly,mma
approximate,ndika
approximately,ihe dị ka
approximation,mkpachi
apps,égwu
apres,après
apricot,aprịkọt
