English,Other
adage,fomba fiteny
adamant,nanaiky
adamantly,hentitra
adapt,mampifanaraka
adaptability,hifanaraka aminny zava-
adaptable,hilefitra
adaptation,fampifanarahana
adaptations,fanamboarana
adapted,mifanaraka
adapter,adaptatera
adapting,mampifanaraka
adaptor,adaptatera
adaptors,adapters
add,ampio
added,nanampy
adder,menarana
adders,menarana
addict,#name?
addicted,mahadomelina
addiction,fiankinan-doha
addictions,fahazaran-dratsy
addictive,doha
addicts,mpifoka zava-mahadomelina
adding,nampiany
addition,koa
additional,fanampiny
additionally,fanampinizany
additions,fanampiny
address,adiresy
addressed,niresaka
addresses,adiresy
addressing,niresaka
adds,manampy
ademas,además
adenine,ny adenine
adept,zatra
adequate,ampy
adequately,ampy
adhere,manaraka
adhered,arahina
adherence,ny fankatoavana
adherents,mpivavaka
adheres,manaraka
adhering,manaraka
adhesion,hidirani
adhesions,nofo miraikitra
adhesives,lakaoly
adhoc,ad hoc
adjacent,mifanila
adjective,mpamaritra
adjectives,mpamaritra
adjoined,nifanolotra
adjoining,nifanila
adjourn,#name?
adjourned,nahemotra
adjournment,fiafaranny
adjourns,manendry daty
adjuration,fampianianana
adjure,mampianiana
adjured,nampianiana
adjust,manitsy
adjusted,fanitsiana
adjusting,fanitsiana
adjustment,fanitsiana
adjustments,fanovana
adjusts,manitsy
administer,hitantana
administered,nitantana
administering,fanomezana
administers,mitantana
administrate,fitantanana
administrated,tantananolona
administrating,mpandrindra
administration,fitantanan-draharaha
administrations,mpitantana
administrative,panjakana
administratively,ara-pitantanana
administrator,mpitantana
administrators,mpitantana
admirable,mendri-piderana
admirably,mampitolagaga
admiral,amiral
admiration,fahatalanjonana sy fifaliana
admire,mankafy
admired,hidera
admirers,mpankafy
admires,nampiaiky volana azy
admiring,nankafizinay koa
admissible,raisina
admission,fieken-keloka
admit,manaiky
admits,niaiky
admittance,avelany
admitted,niaiky
admittedly,marina fa
admitting,niaiky
admonish,mananatra
admonished,nananatra
admonishes,mampirisika
admonishing,mananatra
admonition,fananarana
admonitions,fananarana
adolescence,zatovo
adolescent,tanora
adolescents,tanora
adolph,adolphe
adopt,mandany
adopted,nolaniana
adopting,nanangana
adoption,fananganana
adoptive,nitaiza
adopts,mandany
adorable,mahafatifaty
adoration,fitsaohana
adore,fa mankalaza
adored,niankohoka
adoring,fiankohofana
adorn,mandravaka
adorned,voaravaka
adorning,firavahanareo
adornment,haingo
adornments,haingo
adrenalin,adrénaline
adriatic,adriatika
adulation,fandokafana
adult,olon-dehibe
adulterated,milaza azy
adulterating,manatsatso
adulterer,mpanitsakitsa-bady
adulterers,mpijangajanga
adulteress,mijangajanga
adulteresses,mijangajanga
adulteries,fijangajangana
adulterous,mijangajanga
adultery,ny fanitsakitsaham-bady
adulthood,olon-dehibe
adults,olon-dehibe
advance,hampandroso
advanced,mandroso
advancement,fandrosoanny
advancements,fandrosoana
advances,mandroso
advancing,dia efa mandroso
advantage,tombony
advantaged,soa azonny
advantageous,mahasoa
advantages,tombotsoa
advent,fiavianny
adventure,traikefa nahafinaritra
adventurer,mpisantatra
adventurers,mpisantatra
adventurous,sahisahy
adverb,tambinteny
adverbial,fanononana
adverbs,tambinteny aminny teny
adversaries,fahavalo
adversary,fahavalo
adverse,ratsy
adversely,ratsy
adversities,loza
adversity,fahoriana
advert,dokambarotra
advertise,hanambara
advertised,dokam-barotra
advertisement,dokam-barotra
advertisements,dokam-barotra
advertiser,dokam-barotra
advertisers,mpanao dokam-barotra
advertising,dokam-barotra
adverts,dokam-barotra
advice,toro-hevitra
advices,torohevitra
advisable,tokony hatao
advise,manoro hevitra
advised,nanoro hevitra
adviser,mpanolotsaina
advisers,mpanolo-
advises,manoro hevitra
advising,nanoro hevitra
advisor,mpanolotsaina
advocacy,fisoloana vava
advocate,mpiaro ny
advocated,misolovava
advocates,mpiaro
advocating,fisoloana vava
aegean,égée
æneas,ry enea
aeons,ela be
aerial,avy eny ambony
aeronautical,ana habakabaka
aeroplane,fiaramanidina
aeroplanes,fiaramanidina
aerospace,mpahay siansa
aesthete,esthete
aesthetic,hatsarana
af,von
afar,lavitra
afdb,bad
affair,raharaha
affairs,raharaha
affect,fiantraikany
affected,fiantraikany
affecting,miantraika
affection,fitiavana
affectionate,fitiavana
affectionately,pitiavana
affections,fitiavana
affects,fiantraikany
affiliated,mpikambana
affiliation,firehana
affiliations,nisy azy
affinity,mifanentana
affirm,manamafy
affirmation,hoy
affirmations,fanambarana
affirmatively,fankatoavana
affirmed,nanamafy
affirming,nilaza
affirms,dia manamafy
affix,tahirin-tsirini
affixed,mitovana
afflict,mampahory
afflicted,ory
afflicting,mampijaly ny
affliction,fahoriana
afflictions,fahoriana
afflicts,nampahory
affluent,manankarena
afford,manam-bola
affordable,takatry
afforded,besinimaro izay
affording,betsaka
affords,manome
affrighted,raiki-tahotra
affront,tafintohina
afghans,afghana
afield,nivezivezy
aflame,nirehitra
afloat,patrana
afore,rahateo
aforementioned,voalaza etsy ambony
aforetime,fahiny
afraid,matahotra
afresh,indray aminny
africa,afrika
african,afrikana
africans,afrikana
after,rehefa
afterglow,sombinny famirapiratanny
afterlife,fiainana any ankoatra
aftermath,taorianny
afternoon,tolakandro
afternoons,tolakandro
aftershocks,horohoron
afterward,rehefa afaka izany
afterwards,rehefa afaka izany
agag,agaga
again,indray
against,manohitra
agar,hagara
agate,agata
agave,taretra
age,taona
aged,antitra
ageing,fahanterana
agencies,sampan-draharaha
agency,fahafahana misafidy
agenda,fandaharam-potoana
agendas,ambain-dainny fandaharany
agent,mpandraharaha
agents,mpiasa
ages,taona
agglomeration,agglomération
aggrandisement,aggrandizement
aggravate,vao mainka
aggravated,mainka manasaro
aggravating,mampitombo ny
aggression,herisetra
aggressions,ny fanafihan
aggressive,tia ady
aggressively,mahery vaika
aggressiveness,masiaka
aggressor,herisetra
aggressors,mpanao herisetra
agile,mailamailaka
agility,fahaizany mamikitra
aging,fahanterana
agitate,hanakorontana
agitated,mikorontana
agitating,nampihorohoro
agitation,pahoriana
agitators,mpanakorontana
aglow,narehitry
agnostic,mino ny fisian
agnosticism,hisalasala momba ny fisianandriamanitra
ago,lasa izay
agonies,tojo
agonise,agonize
agonised,nandrotidrotika
agonising,sasa-
agonisingly,ly
agonized,nandrotidrotika
agonizing,sasa-
agony,fahoriana
agree,miombon-kevitra
agreeable,manaiky hiara
agreed,nanaiky
agreeing,nanaiky
agreement,fifanarahana
agreements,fifanarahana
agrees,manaiky
agribusiness,fandraharaham-pambolena
agricultural,fambolena
agriculture,fambolena
agrippa,agripa
agrippina,agrippine
agronomist,fambolena
aground,hidona
ahab,ahaba
ahasuerus,ahasoerosy
ahaz,ahaza
ahead,mialoha
aid,fanampiana
aided,nanampy
aides,mpanampy
aiding,fanampiana
aids,sida
ailed,izato mahazo
aileth,izato manjo
ailing,marary
ailment,aretina
ailments,aretina
ails,nanjo
aim,tanjona
aimed,mikendry
aimes,aimés
aiming,mikendry
aimless,hanana zava-kendrena
aims,tanjona
air,rivotra
airborne,mahazo haavo
airconditioning,klimatizasiona
aircraft,fiaramanidina
aired,nalefa
airfield,aerodrom
airflow,fidiranny rivotra
airing,tanteraka ny fandaharana
airlifted,nalefa
airline,fiaramanidina
airliner,fiaramanidina
airliners,anhabakabaka
airmail,fiaramanidina
airman,miaramila mpanamory fiaramanidina
airplane,fiaramanidina
airports,seranam-piaramanidina
airs,hiseho hahalala
airship,afaka manidina
airstrip,seranam-piaramanidina
airstrips,namboarina
airwaves,onjam
aisle,ila
ajoute,ajouté
akin,tahaka
alabaster,vatosanga fasiana
alarm,fanairana
alarmed,taitra
alarming,manaitra
alarmist,torinao
alarms,fanairana
alas,indrisy
alaskan,alaska
albanian,albaney
albanians,albaney
albatross,lohovava
albatrosses,dia somary
albeit,na dia
albumin,zavatra mampandry ra
alcala,alcalá
alchemists,mpahay siansa
alchemy,simia
alcohol,toaka
alcoholic,toaka
alcoholics,mpisotro toaka
alcoholism,fisotroan-toaka
alderman,mpanolotsainny tanàna
alert,fanairana
alerted,nanaitra
alerting,nampiomana ny
alertness,mailo
alerts,fanairana
alexandrian,aleksandria
alexandrians,aleksandriana
alexandrine,alexandrinus
algae,ahidrano
algebra,alijebra
algeria,alzeria
algerian,alzeriana
algiers,alger
alias,antsoina
aliases,niovaova anarana
alien,vahiny
alienate,hafindrany
alienated,olon-ko
alienates,mainka nampanalavitra
alienation,fisarahana
aliens,vahiny
alighted,nidina
alighting,fanjaitrany na hipetrahanny
align,mampifanaraka
aligned,mifanaraka
aligning,fampifanarahana
alignment,fampifanarahana
aliis,#name?
alike,mitovy
alive,velona
all,rehetra
alla­,alla
allay,tiana
allayed,loatra intsony koa
allegation,filazana
allegations,fiampangana
alleged,lazaina
allegedly,lazaina fa
allegiance,fankatoavana
alleging,naneho marimarina
allegorical,fanoharana
allegories,fanoharana
allegory,fanoharana
allergic,mahazaka
allergies,allergie na tsy fahazakana
alleviate,hanamaivana
alleviated,maivana kokoa
alleviates,manamaivana
alleviating,manamaivana
alleviation,fanamaivanana
alleys,lalan-kely
alleyways,sakelidàlana
alli,allí
alliance,fifanarahana
alliances,fifanekena
allied,mpiray dina
allies,mpiara-
alligators,voay
allocated,omena
allocation,fanomezana
allocations,vola omena
allot,zarao
allotment,anjara
allots,hentitra
allotted,nomena
allow,hamela
allowance,hanina
allowances,fanampiana
allowed,namela
allowing,mamela
allows,mamela
alloy,firaka
allston,ambanja
allude,manisy firesahana
alluded,nasiana firesahana tsy mivantana
alludes,manisy firesahana momba
alluding,niresaka
allure,fitaomanity
allurement,hahazoana lehilahy
allures,zavatra manintona
alluring,mahasarika
allusion,manondro
allusions,naka hevitra
ally,mpiara-
almanacs,alimanaka
almighty,tsitoha
almond,amygdala
almonds,amygdala
almost,efa ho
alms,fiantrana
almsgiving,fiantrana
aloes,hazo manitra
aloft,fiaranandriamanitra
alone,irery
along,miaraka
alongside,miaraka
aloof,miraharaha
aloofness,miavonavona
aloud,mafy
alpha,alfa
alphabet,abidy
alphabetic,abidy hebreo
alphabets,abidy
alpheus,i alpheus
alps,alpes
already,efa
alright,ekena
also,koa
altar,alitara
altars,alitara
alter,manova
alteration,fanovana fiovana
alterations,fanovana
altercation,fifamaliana
altered,novaina
altering,manova
alternated,ampifandimbiasina
alternately,mifandimby
alternates,mpisolo toerana
alternative,anarana iombonana aminny
alternatively,#name?
alternatives,fomba hafa
alters,manova
although,na dia
altitudes,haavo
altogether,tanteraka
altruistic,misy fitiavan-
aluminum,aluminium
alvan,alvana
alway,mandrakariva
always,foana
am,aho
amalek,amalekita
amalekites,amalekita
aman,lehilahy
amass,hanangonana
amassed,voangonny
amassing,fanangonan
amateur,mpankafy
amateurs,matihanina
amaze,velively mampitolagaga
amazed,gaga
amazement,talanjona
amazes,dia nahatalanjona
amaziah,amazia
amazing,mahavariana
amazingly,mahavariana
amazonian,amazoniana
ambassador,ambasadaoro
ambassadors,iraka
ambiguity,manjavozavo
ambiguous,tsy mazava
ambition,fanirian-daza fatratra
ambitions,fanirian-daza
ambitious,fatra-paniry laza
ambitiously,ny fanirian-daza
ambivalent,mino anizany
ambrose,ambroise
ambulance,fiara mpitondra marary
ambulances,fiara mpamonjy voina
ambush,miafina
ambushed,voafandrika
ambushes,otrika
ameliorate,manatsara
amelioration,fanatsarana
amen,amena
amenable,tomponandraikitra manoloana
amend,ataovy tsara
amended,ahitsy
amending,fanitsiana
amendment,fanitsiana
amendments,fanitsiana
amends,hanonitra
america,amerika
american,amerikana
americans,amerikana
americas,amerika
americium,américium
amerique,amérique
amethyst,ametysta
amicably,amim-pisakaizana
amid,eo anivonny
amidst,eo afovoanny
amino,asidra
amiss,diso
ammon,i amôna
ammonia,amoniaka
ammonites,amonita
ammunition,bala
amnesty,famotsoran-keloka
amniotic,fluide
amok,amoka
amon,amona
among,eo
amongst,anivonireo
amorites,amorita
amortisation,amortization
amortised,amortized
amount,vola
amounted,nahatratra
amounts,vola
amp,diem
amphibian,sahona
amphibians,biby miain-droa
amphitheater,fanaovana fampisehoana
amphitheatre,fanaovana fampisehoana
ample,ampy
amplified,naparitaka
amplifier,peo
amplifiers,fanamafisam-peo
amplifies,manamafy
amplify,hanamafy
amplifying,manamafy
amply,ampy ahazoany
amputated,notapahina
amputation,fanapahana ilay rantsambatana
amputations,fanapahana rantsambatana
amputee,tapa-tongotra
amulet,ody
amulets,ody
amuse,voly
amused,miharihary aminizany
amusement,voly
amusements,#name?
amusing,nampihomehy
an,iray
anabaptists,anabatista
anachronistic,diso andro
anacondas,anakonda
anaemia,anemia
anaemic,anemic
anaesthesia,fanatoranana
anaesthetic,fanafody fanadontoana
anaesthetics,fanatoranana
anaesthetised,anesthetized
anaesthetist,mpanao fanatoranana
anaesthetists,anesthetists
anagrams,anarana iombonana
anal,lava-pitombenana
analogical,mifanahaka
analogously,ifanahafany
analogues,analogies
analogy,fitoviana
analyse,hamakafaka
analysed,nanadihady
analyser,analyzer
analysers,analyzers
analyses,mamakafaka
analysing,rehefa mandinika
analysis,fanadihadiana
analyst,mpandalina
analysts,mpanadihady
analytical,fandalinana
analytically,siantifika
analyze,hamakafaka
analyzed,nanadihady
analyzing,rehefa mandinika
ananias,ananiasy
anarchic,fiainana baranahiny
anarchist,fanjakani baroa
anarchists,mpanakorontana
anathema,voaozona
anatomic,anatomiques
anatomical,vatanolombelona
ance,antoka azy
ancestor,razana
ancestors,razambe
ancestral,drazana
ancestress,razambenny
ancestry,razambeny
anchor,vatofantsika
anchored,efa nandatsaka vatofantsika
anchors,vatofantsika
ancient,fahiny
anciently,fahiny
ancients,fahiny
and,ary
andre,andré
andrew,andrea
andronicus,andronic
anecdote,tantara
anecdotes,tantara nifanesy
anew,indray
anfang,début
angel,anjely
angele,angèle
angelic,anjely
angels,anjely
anger,fahatezerana
angered,tezitra
angering,tsy hampahatezitra
anglais,malgache
anglaise,française
angle,zoro
angled,zorony
angles,lafiny
anglican,anglikana
angolan,angola
angolans,angoley
angouleme,angoulême
angrier,tezitra kokoa
angrily,tezitra
angry,tezitra
anguish,ny fahoriam
anguished,pahoriana ny
animal,biby
animals,biby
animate,selanizy
animates,mamelona
animating,mamelona
animation,fanentanana
animations,fihetsikireo sary mihetsika
animators,animateurs
anime,sarimiaina
animism,sy mivavaka aminny fanahy
animists,mivavaka aminny fanahy
animosity,fankahalana
anise,anis ilay zazakely
ankle,dia fehin
ankles,kitrokeliny
annals,tantaranny
annas,anasy
annee,année
annees,années
annex,fanampiny
annexed,nozanahini
annexes,maromaro kosa
annihilate,handringana
annihilated,pahalany ringana
annihilates,handringana
annihilating,nanafoanani
annihilation,fandringanana
anniversaries,tsingerintaona fankalazana
anniversary,tsingerintaona
annotation,filazana fohy
announce,manambara
announced,nanambara
announcement,fanambarana
announcements,fanambarana
announcer,filazana
announcers,mpandahateny
announces,manambara
announcing,manambara
annoy,manorisory
annoyance,fahasorenana
annoyed,sosotra
annoying,manelingelina
annoys,manahirana
annual,isan-taona
annualised,annualized
annually,isan-taona
annul,hanafoana
annulled,nanafoana
annulment,fanafoanana
annunciation,filazana
anoint,hanosotra
anointed,voahosotra
anointing,fanosorana
anoints,nohosorani
anomalies,ara-dalàna
anon,malaky
anonymity,anarana
anonymous,tsy fantatra anarana
anonymously,tsy fantatra anarana
anorexia,are- tina
anos,años
another,hafa
answer,valiny
answerable,mifanolotra
answered,namaly
answerer,nahavaly
answereth,dia namaly
answering,namaly
answers,valiny
ant,vitsika
antagonise,antagonize
antagonised,antagonized
antagonising,hifanditra taminny solontenani
antagonism,fanoherana
antagonistic,manohitra
antagonists,mpanohitra
antarctic,tendrontany atsimo
antarctica,tendrontany atsimo
anteater,mpihinam-bitsika
antelope,antilopa
antennae,ny tandrony
antennas,tandrokilay
anterior,précédent
anthem,hiram-pirenena
anthems,hiram-pirenena
anthology,fitambaram-boky mirakitra
anthony,antony
anthrax,ny vainomby
anthropologists,pahaizana
anti,manohitra
antibiotic,antibiotika
antibiotics,antibiotika
antibodies,hery fiarovana
antichrist,antikristy
anticipate,mialoha
anticipated,mialoha
anticipates,mialoha
anticipating,niandry
anticipation,mialoha
antidote,fanefitry
antidotes,fanafody
antigens,karazana antigène
antimony,antimoine
antioch,antiokia
antiochus,antiokosa
antioxidants,mahasalama
antipas,antipasy
antipater,antipatera
antiquated,lany
antique,fahagola
antiquities,rakitry ny ela
antiquity,fahiny
antiseptic,fa mamono otrikaretina izy
antiseptics,fanafody famonoana otrikaretina
antisocial,tia miray hina
antithesis,fanoherana-kevitra izany
antitrust,aminny ady aminny ampihimamba
antoninus,antonin
antonius,antonio
antonyms,iombonana
ants,vitsika
antwerp,anvers
anvil,riandriana
anxieties,fanahiana
anxiety,fanahiana
anxious,manahy
anxiously,hazoto
any,rehetra
anybody,na iza na iza
anymore,intsony
anyone,na iza na iza
anything,na inona na inona
anyway,ihany
anyways,na izany na tsy
anywhere,na aiza na aiza
anywise,ataonareo akory aza
aout,août
apace,anatona ihany ralehilahy
apart,ankoatra
apartment,trano
apartments,trano
apathetic,miraharaha
apathy,miraika
apercu,aperçu
aperitif,aperitifa
aperture,nisara-
apes,rajako
apex,fara tamponny
aphids,haon-kazo
apiece,silany
apnoea,apnea
apocalypse,apokalypsy
apocalyptic,tranga
apocryphal,apokrifa
apolitical,miresaka politika
apollo,apollon
apollonia,apolonia
apollonius,apolloniosa
apollos,apolosy
apologetic,fialan-tsiny
apologetically,niala tsiny
apologies,miala tsiny
apologise,miala tsiny
apologised,niala tsiny
apologises,miala tsiny
apologising,miala tsiny
apologist,mpiaro ny finoana
apologists,mpiaro
apologize,miala tsiny
apologized,niala tsiny
apologizing,miala tsiny
apology,fialan-tsiny
apostasy,apôstazia
apostate,mpivadi-pinoana
apostates,mpivadi-pinoana
apostle,apostoly
apostles,apostoly
apostolic,apôstôlika
apothecaries,mpangaroharo zava-manitra
apothecary,mpangaroharo zava-manitra
appalled,maharikoriko
appalling,mahatsiravina
apparatus,fitaovana
apparel,fitafiana
apparent,toa
apparently,toa
apparition,matoatoa
appeal,antso
appealed,nifidy ny handahatra
appealing,antso
appeals,antso
appear,hita
appearance,fijery
appearances,niseho
appeared,niseho
appeareth,miseho
appearing,niseho
appears,hita
appease,hampitony
appeased,nionona
appeasement,fitoniana
appeasing,hampitonena
appele,appelé
appendage,taviny
appendages,tovan
appendicitis,appendicite
appendix,fanazavana fanampiny
appertaining,mifandray
appetiser,appetizer
appetising,hampilendalenda
appetit,homana
appetite,homana
appetites,filanny
appetizing,hampilendalenda
appian,apianina
appius,apio
applaud,hitehaka
applauded,nitehaka
applauding,nitehaka
applauds,mitehaka
applause,tehaka
apple,paoma
apples,paoma
applet,appletny
appliances,fitaovana
applicability,hoe azo ampiharina
applicable,ampiharina
applicant,mpangataka
applicants,mpiadina
application,fampiharana
applications,fampiharana
applies,mihatra
apply,mampihatra
applying,mampihatra
appoint,hanendry
appointed,voatendry
appointees,notendrenireny
appointing,manendry
appointment,fanendrena
appointments,fotoana
appoints,manendry
apportion,nizara
apportioned,nizarany
apportioning,nizara
appraisal,fanombanana
appraise,hanaiky
appreciate,mankasitraka
appreciated,nankasitraka
appreciates,mankasitraka
appreciating,mankasitraka
appreciation,fankasitrahana
appreciations,fankasitrahana
appreciative,fankasitrahana
appreciatively,mankasitraka
apprehend,hisambotra
apprehended,nosamboriny
apprehension,ahiahy
apprehensions,mampitebiteby
apprehensive,natahotra
apprehensively,natahotra
apprentice,niofana
apprenticeship,fiofanako
apprenticeships,draharaha
appris,entendu dire
approach,fomba
approachability,no mora hatonina
approachable,mora hatonina
approached,nanatona
approaches,fomba
approaching,manatona
approbation,pankasitrahana
appropriate,ilaina
appropriately,araka ny tokony ho
appropriateness,mahamety
appropriation,fahazoany
appropriations,fitsinjaram-
approval,fankatoavana
approvals,fankatoavana
approve,hanaiky
approved,nankatoavina
approves,manaiky
approving,dia mampiseho ny
approvingly,tamim-pankasitrahana
approximate,tokotokony
approximately,eo ho eo
approximation,manakaikikaiky izany
apres,après
apricot,abricot
april,aprily
apron,aronakanjo
apt,mahay
aptitudes,tokony hanehoanny
aptly,mety tsara àry
aqua­,aqua
aquariums,trano fampisehoana biby
aquatic,zavamaniry an-drano
aqueduct,lakan-drano
aqueducts,lakandrano
aqui,jereo
aquila,akoila
aquinas,daquin
arab,arabo
arabian,arabo
arabians,arabo
arabic,arabo
arable,azo volena
arabs,arabo
ararat,ararata
araucanians,araucan
arbitrarily,tondro molotra
arbitrary,jadona
arbitrate,hitsara
arbitration,fanelanelanana
arbitrator,mpizara
arboreal,miaina ambony hazo
arboretum,fambolen-kazo tsy
arbour,arbor
arbres,hazo
arch,andohalambo
archaeological,zavatra hitanny mpikaroka
archaeologist,arkeology
archaeologists,mpanao fikarohana ambaninny tany
archaeology,arkeolojia
archaeopteryx,archeopteryx
archaic,endrika: archaic
archangel,arikanjely
archangels,arikanjely
archbishop,arseveka
archdiocese,arsidiosezini
archduke,printsy
archelaus,arkelaosy
archenemy,fahavalony lehibe indrindra
archer,mpandefa tsipìka
archers,mpandefa zana-tsipìka
arches,tohany
archimedes,archimède
archipelago,vondronosy
architect,maritrano
architects,mpanao mari-trano
architecture,maritrano
archived,voatahiry
archway,toerana midadasika teny ampita
arctic,tendrontany avaratra
ard,arda
ardent,mafana fo
ardor,mafana fo
ardour,mafana fo
arduous,sarotra
are,dia
area,faritra
areas,faritra
areopagus,areopago
argentina,arzantina
argentine,arzantina
argue,miady hevitra
argued,niady hevitra
argues,milaza
