English,Other
under suspicion,a karkashin zargin
under sail,a karkashin ze tashi
under developed,a karkashin ɓullo da
under-the-counter,a karkashin-da-counter
under-the-table,a karkashin-da-tebur
under-secretary,a karkashin-sakataren
under-age,a karkashin-shekara
under-canvas,a karkashin-zane
finally,a karshe
on end,a karshen
at bottom,a kasa
below,a kasa
in gear,a kaya
in harness,a kayan doki
enclosed,a kewaye
enclosed document,a kewaye daftarin aiki
enclosed country,a kewaye kasar
enclosed letter,a kewaye wasika
at call,a kira
be called,a kira
in keeping,a kiyaye
be even,a ko da
each year,a kowace shekara
every year,a kowace shekara
module,a koyaushe
in funds,a kudaden
heads up,a kula
in care,a kula
in group,a kungiyar
in duplicate,a kwafin
horizontal,a kwance
horizontal assimilation,a kwance assimilation
horizontal decentralization,a kwance decentralization
horizontal combination,a kwance hade
horizontal amalgamation,a kwance hade kasar
horizontal correlation,a kwance hulda
horizontal excavation,a kwance rami
horizontal communication,a kwance sadarwa
in basket,a kwandon
in consideration,a laakari
in fault,a laifi
in conscience,a lamiri
be calculated,a lasafta
at the latest,a latest
in parallel,a layi daya
in leaf,a leaf
in league,a league
in lieu,a lieu
in line,a line
in phase,a lokaci
at the same time,a lokaci guda
during,a lokacin
in time,a lokacin
when cats away the mice will play,a lokacin da cat ke tafi da mice zai taka
when the cat is away,a lokacin da cat ne away
when good cheer is lacking,a lokacin da mai kyau gaisuwa da aka rasa
on occasions,a lokatai
severally,a lokuta da dama
in rough,a m
alternatively,a madadin
at best,a mafi kyau
at worst,a mafi mũnin
at most,a mafi yawan
in mourning,a makoki
in astonishment,a mamaki
at large,a manyan
in calf,a maraƙi
be acquainted with,a masana
in private,a masu zaman kansu
in action,a mataki
in step,a mataki
on stage,a mataki
in trouble,a matsala
as a basic principle,a matsayin asali manufa
as much,a matsayin mai yawa
in focus,a mayar da hankali
in memoriam,a memoriam
in microcosm,a microcosm
in midstream,a midstream
minute mark,a minti mark
minute man,a minti mutum
minute steak,a minti yankin nama
in moderation,a moderation
in motion,a motsi
yes man,a mutum
in common,a na kowa
in ordinary,a na kullum
fourthly,a nan
here in,a nan a
here on,a nan a kan
here upon,a nan a kan
here after,a nan bayan
in future,a nan gaba
here about,a nan game
nearby,a nan kusa
here of,a nan na
here are,a nan ne
here is,a nan shi ne
here with,a nan tare da
here-upto,a nan-upto
in pairs,a naui-naui
be excused,a neman yardarsu
in nick,a nick
in favour,a niima
at will,a nufin
in breath,a numfashi
in pawn,a pawn
at play,a play
at premium,a premium
in question,a question
at half-mast,a rabin mast
on stream,a rafi
in rags,a rags
tenure,a ranar
at discount,a rangwame
at odds,a rashin daidaito
in request,a request
in retrospect,a retrospect
in reverse,a reverse
in conflict,a rikicin
multiplied strike,a riɓanya yajin
in writing,a rubuce
transcribed,a rubuce
in spirit,a ruhu
appalled,a ruɗe
in service,a sabis
as a result of,a sakamakon
attributed,a sakamakon
in consequence,a sakamakon
in effect,a sakamakon
recheck,a sake dubawa
in cycle,a sake zagayowar
the release,a saki
upstairs,a sama
at the top,a saman
on top,a saman
on top of it,a saman da shi
in return,a samu
known,a san
laboring,a sarari inda ya
labouring,a sarari inda ya
in part,a sashi
at times,a sau
at ease,a sauƙi
on sale,a sayar
in liquor,a sayar da giya
tainted,a shafe
blocker,a shafi
in law,a shariar
in dispute,a shawarwari
annually,a shekara
subscribed,a shiga
in passing,a shigewar
in readiness,a shiri
in shape,a siffar
be lookout,a siri na
in spate,a spate
in stiches,a stiches
in stitches,a stitches
in store,a store
in style,a style
be guaranteed,a tabbatar
in short,a takaice
in summary,a takaice
predictably,a takaice
be brief,a takaice dai
in brief,a takaice dai
in specific,a takamaiman
dossier,a talabijin
in limbo,a tana dabo
in tandem,a tandem
unverified,a tantance ba
in aggregate,a tara
on aggregate,a tara
time immemorial,a tarihi mai nisa
in embryo,a tayi
in tray,a tire
in total,a total
in touch,a touch
in triplicate,a triplicate
centered,a tsakiya
amid,a tsakiyan
amid(st),a tsakiyan (st)
in between,a tsakãnin
well defined,a tsare
at length,a tsawon
static,a tsaye
vertical angle,a tsaye kwana
vertical flute,a tsaye sarewa
vertical take-off,a tsaye take-kashe
static electricity,a tsaye wutar lantarki
static-electricity,a tsaye-wutar lantarki
in default,a tsoho
in tune,a tune
at source,a tushen
in command,a umurninsa
in unison,a unison
in view,a view
in vitro,a vitro
outdoors,a waje
at that,a wancan
at no charge,a wani cajin
at a snails pace,a wani katantanwa ta taki
at the moment,a wannan lokacin
in isolation,a warewa
in joke,a wargi
strewn,a warwatse koina
on watch,a watch
in situ,a wuri
at sight,a wurin
on sight,a wurin
at work,a wurin aiki
in residence,a wurin zama
ablaze,a wuta
in few,a yan
in opposition,a yan adawa
in starts,a yana farawa
in condition,a yanayin
at liberty,a yanci
right now,a yanzu
for the time being,a yanzu dai
in compliance,a yarda
in countenance,a yardar
today,a yau
today week,a yau mako
in practice,a yi
to have bats in the belfry,a yi jemagu a cikin belfry
to have other fish to fry,a yi wasu kifi zuwa soya
be going,a za
literally,a zahiri
technically,a zahiri
in perpetuity,a zama
at peace,a zaman lafiya
nowadays,a zamanin yau
at heart,a zuciya
in force,a ƙarfi
in strength,a ƙarfi
conclusively,a ƙarshe
in conclusion,a ƙarshe
underneath,a ƙasa
in chorus,a ƙungiyar mawaƙa
indoors,a ɗaka
be-all,a-duka
pickup,a-kori-kura
pickup truck,a-kori-kura truck
yes-man,a-mutum
objected,aa
purgatory,aaraf
ever,abada
evermore,abada
perpetually,abada
ever such,abada irin wannan
ever yours,abada nãku
ever so,abada sabõda haka
ever widening,abada widening
the abandonment,abandonment
abominably,abar banƙyama
exemplary,abar koyi
exemplary cause,abar koyi hanyar
handled,abar kulawa
dreaded,abar tsõro
shunned,abar tsõro ce
unheard,abar ƙyãma
unheard of,abar ƙyãma na
unheard-of,abar ƙyãma-na
pine apple,abarba
pine-apple,abarba
pineapple,abarba
pineapple plant,abarba shuka
elmer,abdullahi
whereof,abin
whereon,abin
ornament,abin ado
liability,abin alhaki
sadly,abin ba in ciki
deity,abin bautawa
what,abin da
whatever,abin da
whatsoever,abin da
attachment,abin da aka makala
attachment order,abin da aka makala domin
dietary,abin da ake ci
dietary laws,abin da ake ci dokokin
so-called,abin da ake kira
what not,abin da ba
what with,abin da da
which one,abin da daya
what for,abin da ga
what about,abin da game
what if,abin da idan
what sort of,abin da irin
what price,abin da price
what gives,abin da ya ba
incidence rules,abin da ya faru dokoki
reliable,abin dogara
liable,abin dogaro
liable to postage,abin dogaro ga kuɗin wasiƙa
liable to duty,abin dogaro to wajibi
vehicle,abin hawa
vehicle traffic,abin hawa zirga-zirga
scorn,abin izgili
role model,abin koyi
scandal,abin kunya
pattern,abin kwaikwaya
noting,abin lura
astonishing,abin mamaki
astonishingly,abin mamaki
curiously,abin mamaki
ironically,abin mamaki
surprising,abin mamaki
surprisingly,abin mamaki
curiously enough,abin mamaki isa
wonder worker,abin mamaki maaikacin
wonder woman,abin mamaki mace
wonder boy,abin mamaki yaro
wonder child,abin mamaki yaro
wonder-land,abin mamaki-ƙasar
roller,abin nadi
roller coaster,abin nadi coaster
roller skate,abin nadi gudun kan kankara
roller skating,abin nadi tsere kan
roller-coaster,abin nadi-coaster
roller-blind,abin nadi-makãho
roller-skate,abin nadi-sket
roller-towel,abin nadi-tawul
mask,abin rufe fuska
sensational,abin sa mamaki
stumbling block,abin sa tuntuɓe
the wherewithal,abin sadakar
wherewithal,abin sadakar
aperitif,abin sha
beverage,abin sha
drink driver,abin sha direba
drink driving,abin sha tuki
pastime,abin shagala kawai
napkins,abin share jiki
chewing gum,abin taunawa
cork,abin toshe kwalaba
cork jacket,abin toshe kwalaba jacket
cork-screw,abin toshe kwalaba-dunƙule
cork-oak,abin toshe kwalaba-itacen oak
mooring,abin tsayawarta
memorable,abin tunawa
monument,abin tunawa
souvenir,abin tunawa
collar,abin wuya
pendant,abin wuya
collar bone,abin wuya kashi
merit,abin yabo
trick,abin zamba
trick cyclist,abin zamba cyclist
brace,abin ƙarfafa
brace oneself,abin ƙarfafa kunya
odious,abin ƙi
girdle,abin ɗamara
girdle sensation,abin ɗamara abin mamaki
girdle cake,abin ɗamara cake
girdle string,abin ɗamara kirtani
girdle book,abin ɗamara littafin
bread,abinci
cuisine,abinci
diet,abinci
food,abinci
bread labour,abinci aiki
bread work,abinci aiki
bread box,abinci akwatin
food allergy,abinci alerji
food bank,abinci bank
food cache,abinci cache
food superstition,abinci camfi
nutritive,abinci da
bread and butter,abinci da man shanu
bread-fruit,abinci da yayan itace-
food taboo,abinci danza kuduro
food value,abinci darajar
bread earner,abinci earner
food poisoning,abinci guba
food stamp,abinci hatimi
daily bread,abinci kullum
bread basket,abinci kwandon
bread winner,abinci lashe
bread line,abinci line
nutrition,abinci mai gina jiki
feed guide,abinci mai shiryarwa
bread colonies,abinci mazauna
food offerings,abinci na ƙonawa
food passage,abinci nassi
food processor,abinci processor
food chain,abinci sarkar
food additive,abinci ƙari
food-poisoning,abinci-da guba
food-stuff,abinci-kaya
veg,abincin
feed in,abincin a
dinner,abincin dare
supper,abincin dare
dinner dance,abincin dare dance
dinner plate,abincin dare farantin
dinner jacket,abincin dare jacket
dinner party,abincin dare jamiyyar
dinner bell,abincin dare kararrawa
dinner lady,abincin dare lady
dinner service,abincin dare sabis
dinner table,abincin dare tebur
dinner trolley,abincin dare trolley
dinner duty,abincin dare wajibi
dinner knife,abincin dare wuka
dinner roll,abincin dare yi
dinner-jacket,abincin dare-jacket
dinner-service,abincin dare-sabis
canned food,abincin gwangwani
lunch,abincin rana
lunch break,abincin rana hutu
lunch time,abincin rana lokaci
lunch hour,abincin rana saa
subsistence,abincinsa
subsistence minimum,abincinsa m
subsistence level,abincinsa matakin
subsistence-wage,abincinsa-ijara
subsistence-allowance,abincinsa-izni
subsistence-level,abincinsa-matakin
subsistence-farming,abincinsa-noma
livelihood,abincinsu
implication,abinda
contents,abinda ke ciki
contents books,abinda ke ciki littattafai
contents note,abinda ke ciki lura
contents rate,abinda ke ciki rate
unharmed,abinsa lafiya
abyssinia,abisiniya
clientele,abokan ciniki
customers,abokan ciniki
the enemy,abokan gaba
befriend,abokantaka
associate,aboki
buddy,aboki
comrade,aboki
friend,aboki
mate,aboki
relation,aboki
companion,abokin
colleague,abokin aiki
pen pal,abokin alkalami
client,abokin ciniki
customer,abokin ciniki
opponent,abokin gaba
opposer,abokin gaba
companion way,abokin hanya
companion bill,abokin lissafin
companion paper,abokin takarda
roommate,abokin zama
companion-way,abokin-hanyar
apollonia,aboloniya
friended,abota da
antagonism,abotar gaba
abrasive material,abrasive kayan
abreast of,abreast na
absentee rate,absentee kudi
absentee ballot,absentee kuriar asiri
absentee landlord,absentee mai masauki
absenteeism rate,absenteeism kudi
absorbent cotton,absorbent auduga
absorbent material,absorbent kayan
absurdities test,absurdities gwajin
item,abu
object,abu
substance,abu
the item,abu
the object,abu
thing,abu
rebirth,abu akan sake haihuwa
leading note,abu bayanin kula
object lesson,abu darasi
detergent,abu don wanka
omniscient,abu duka
hindrance,abu mai hana
living substance,abu mai rai
secondly,abu na biyu
first thing,abu na farko
leading question,abu question
elements,abubuwa
things,abubuwa
amenities,abubuwan da ke kara jin dadi
nourishment,abubuwan gina jiki
nourishment intake,abubuwan gina jiki ci
crap,abun banza
crap shooter,abun banza mai harbi
content,abun ciki
content analysis,abun ciki analysis
content subject,abun ciki batu
content course,abun ciki hakika
content examination,abun ciki jarrabawa
content theory,abun ciki kaidar
content word,abun ciki kalma
content element,abun ciki kashi
content unit,abun ciki naúrar
content psychology,abun ciki tunani
snack,abun ciye-ciye
snack bar,abun ciye-ciye bar
snack-bar,abun ciye-ciye-bar
snack-counter,abun ciye-ciye-counter
inserts,abun da ake sakawa
composition,abun da ke ciki
composition deed,abun da ke ciki aiki
blower,abun hura
content oneself,abun kunya
spooky,abun tsoro
winder,abun wanan
window winder,abun wanan taga
toy,abun wasa
toy boy,abun wasa yaro
toy-dog,abun wasa-kare
necklace,abun wuya
cutter,abun yanka
sweetener,abun zaki
simulated,abunda aka kwaikwaya
abut on,abut a kan
companionship,abuta
tuareg,abzinawa
associates,abõkan tarayya
gods,abũbuwan
enlightenment,abũbuwan kula
access road,access hanya
access time,access lokaci
accomodate oneself,accomodate kunya
accrual basis,accrual-akai
acetate disk,acetate faifai
acetyl group,acetyl kungiyar
acetyl radical,acetyl m
vanishing,acewa
vanishing point,acewa batu
vanishing-point,acewa-batu
achilles heel,achilles diddige
acid fast,acid azumi
acid tasting,acid dandanawa
acid dye,acid fenti
acid house,acid gidan
acid test,acid gwajin
acid precipitation,acid hazo
acid forming,acid kafa
acid head,acid kai
acid loving,acid m
acid rain,acid ruwan sama
acid wash,acid wanka
acidity of wine,acidity na giya
acre foot,acre kafar
acrylic fibre,acrylic fiber
acrylic resin,acrylic guduro
actuarial table,actuarial tebur
ad agency,ad dillancin
ad nominal,ad maras muhimmanci
ad sum,ad naira miliyan xari
ad referendum,ad raba gardama
ad interim,ad rikon kwarya
ad noun,ad suna
ad campaign,ad yakin neman
ad cut,ad yanke
ad astra,ad zafira
reputed,ada
figure,adadi
numeral,adadi
figure stone,adadi dutse
figure head,adadi kai
figure eight,adadi takwas
figure drawing,adadi zane
figure painting,adadi zanen
amount,adadin
headlines,adadin labarai
amount to,adadin to
adapter,adaftan
equitable,adalci
equitably,adalci
equitable mortgage,adalci jinginar gida
equitable asset,adalci kadari
equitable ownership,adalci mallaka
equitable distribution,adalci rarraba
rightness,adalcin
human,adam
humanity,adam
mankind,adam
mans,adam
human culture,adam aladun
human resources,adam albarkatun
human interest,adam amfani
human capital,adam babban birnin kasar
human collectivity,adam collectivity
human law,adam doka
human epoch,adam epoch
human fraternity,adam fraternity
humanity identification,adam ganewa
human behaviour,adam hali
human association,adam jamiyya
human ecology,adam lafiyar qasa
human pathology,adam pathology
human phenomenon,adam sabon abu
adams apple,adam ta apple
human nature,adam yanayi
stored,adana
store up,adana har
storing,adanar
confront,adawa
confrontation,adawa
opposed,adawa
opposing,adawa
opposed to,adawa da
religion,addini
religiosity,addini
religious,addini
religiously,addini
devotion,addini a gare
religious sect,addini darikar
religious order,addini domin
religious rite,addini yanka
buddhism,addinin buddha
islamization,addinin musulunci
address book,address littafin
address table,address tebur
devotional,addua
prayerful,addua
prayerfully,addua
supplication,addua
devotional image,addua image
devotional music,addua music
devotional poetry,addua shayari
devotional song,addua song
machetes,adduna
adiabatic process,adiabatic tsari
deposits,adibas
napkin,adiko na goge baki
addresses,adiresoshin
adjoining room,adjoining dakin
adjoining building,adjoining gini
admiralty law,admiralty doka
admiralty board,admiralty hukumar
aesthetic,ado
decorate,ado
decoration,ado
decorations,ado
decorative,ado
dressed,ado
garnish,ado
jewelery,ado
jewellery,ado
ornaments,ado
decorative art,ado art
dressed face,ado da fuskarka
dressed stone,ado dutse
decorative trait,ado hali
decorative lighting,ado lighting
decorative device,ado naurar
decorative lettering,ado rubuta
decorative style,ado style
adobe house,adobe gidan
adoptive parent,adoptive iyaye
adored one,adored daya
adult tooth,adult hakori
adult intelligence,adult hankali
adult education,adult ilimi
adult body,adult jiki
adult female,adult mace
adult male,adult maza
adventitious root,adventitious tushen
enmity,adãwa
aegean culture,aegean aladun
aegean island,aegean tsibirin
aegean civilisation,aegean wayewa
aegean civilization,aegean wayewar
aerated water,aerated ruwa
aeronautical engineering,aeronautical aikin injiniya
aeronautical engineer,aeronautical m
aerosol can,aerosol iya
aerospace engineering,aerospace aikin injiniya
aerospace engineer,aerospace m
aerospace medicine,aerospace magani
rhetorically,afakaice
affixing language,affixing harshen
afghani,afghan
afghan woman,afghan mace
afrikaans,afirkanci
afrikaans language,afirkanci harshen
ephesian,afisa
apocryphal,afokirifa
african,afrika
african american,afrika amirka
april,afrilu
april fool,afrilu wawa
amnesty,afuwa
amplifying,aga
volunteerism,agaji
humanitarian activities,agaji ayyukan
humanitarian mores,agaji mores
humanitarian ethics,agaji xaa
humanitarian ground,agaji ƙasa
agitation propaganda,agitation farfaganda
wristwatch,agogon hannu
clock off,agogon kashe
alarm clock,agogon ƙararrawa
august,agusta
colt,aholakin
flaw,aibi
eden,aidan
iodine,aidin
dispatch,aika
send,aika
sending,aika
sends,aika
sent,aika
send in,aika a
dispatch box,aika akwatin
send away,aika bãya
transmit,aika da
send forth,aika fita
send out,aika fita
dispatch case,aika harka
send word,aika kalma
send off,aika kashe
sending off,aika kashe
dispatch rider,aika mahayi
lawlessness,aika mugunta
send on,aika on
posting,aika rubuce rubuce
send up,aika up
send round,aika zagaye
send to,aika zuwa
dispatch-box,aika-akwatin
send-down,aika-down
send-for,aika-ga
dispatch-case,aika-harka
send-off,aika-kashe
dispatch-rider,aika-mahayi
send-on,aika-on
send-up,aika-up
application,aikace-aikace
proceedings,aikace-aikace
workflow,aikace-aikace
committed,aikata
done,aikata
oneness,aikata
practiced,aikata
practised,aikata
strove,aikata
undone,aikata
wrought,aikata
committed nations,aikata alummai
wrought iron,aikata baƙin ƙarfe
committed expenditure,aikata kashe kudi
culpable homicide,aikata kisan kai
idly,aikata komai
committed judges,aikata mahukunta
wrought up,aikata up
perpetrator,aikata wannan laifi
wrought-iron,aikata-baƙin ƙarfe
perpetrate,aikatawa
practicing,aikatawa
practising,aikatawa
doer,aikatãwa
doings,aikatãwa
exporting,aikawa
sender,aikawa
mailing,aikawasiku
mailing equipment,aikawasiku kayan aiki
mailing list,aikawasiku list
mailing department,aikawasiku sashen
active,aiki
activity,aiki
assignment,aiki
busy,aiki
career,aiki
conn,aiki
deed,aiki
employed,aiki
function,aiki
functioning,aiki
job,aiki
labor,aiki
labour,aiki
operate,aiki
operates,aiki
operating,aiki
operation,aiki
operational,aiki
processing,aiki
synchronised,aiki
synchronized,aiki
task,aiki
the operation,aiki
working,aiki
work in,aiki a
act on,aiki a kan
work on,aiki a kan
work over,aiki a kan
labour under,aiki a karkashin
work off,aiki a kashe
work around,aiki a kusa da
active application,aiki aikace-aikace
working class,aiki aji
working storage,aiki ajiya
working classes,aiki azuzuwan
working capital,aiki babban birnin kasar
work away,aiki bãya
labour saving,aiki ceto
automation,aiki da kai
work it,aiki da shi
job lot,aiki da yawa
act out,aiki daga
operating room,aiki dakin
working day,aiki day
job description,aiki description
working order,aiki domin
active trust,aiki dõgara
job satisfaction,aiki gamsuwa
operating theatre,aiki gidan wasan kwaikwayo
career girl,aiki girl
working girl,aiki girl
active birth,aiki haihuwa
job creation,aiki halittar
working knowledge,aiki ilmi
act involuntarily,aiki involuntarily
operating voltage,aiki irin ƙarfin lantarki
active citizen,aiki jamaa
labor union,aiki jamiyya
labour union,aiki jamiyya
labour party,aiki jamiyyar
working party,aiki jamiyyar
work shy,aiki jin kunya
active transport,aiki kai
function as,aiki kamar yadda
labour force,aiki karfi
working expense,aiki kudi
working group,aiki kungiyar
working committee,aiki kwamitin
operating surgeon,aiki likita mai fiɗa
act superior,aiki m
labour intensive,aiki m
career woman,aiki mace
career master,aiki master
job prospects,aiki masu yiwuwa
working memory,aiki memory
working model,aiki model
labor movement,aiki motsi
labour exchange,aiki musayar
markup,aiki na bada
labour organiser,aiki oganeza
labour organizer,aiki oganeza
active immunity,aiki rigakafi
working majority,aiki rinjaye
active service,aiki sabis
job sharing,aiki sharing
active site,aiki site
working papers,aiki takardunku
synchronization,aiki tare
synchronize,aiki tare
career conference,aiki taron
operating table,aiki tebur
act up,aiki up
work up,aiki up
working up,aiki up
active agent,aiki wakili
workable,aiki wanda ake iya yi
working agreement,aiki yarjejeniya
work to,aiki zuwa
work towards,aiki zuwa ga
labour-saving,aiki-ceton
work-to-rule,aiki-da-mulki
career-girl,aiki-girl
career-diplomat,aiki-jamiin diflomasiyyar
labour-union,aiki-jamiyya
career-woman,aiki-mace
labour-exchange,aiki-musayar
functional,aikin
functionally,aikin
performs,aikin
project,aikin
the work,aikin
voluntarily,aikin
work,aikin
work at,aikin a
work mate,aikin aboki
futility,aikin banza
work study,aikin binciken
evangelism,aikin bishara
functional centre,aikin cibiyar
work animal,aikin dabba
work stoppage,aikin dakatar da
functional authority,aikin dalĩli
work day,aikin day
plumbing,aikin famfo
plumbing system,aikin famfo tsarin
collective action,aikin gayya
teamwork,aikin gayya
homework,aikin gida
agriculture parity,aikin gona da samun daidaiton
functional administration,aikin gwamnati
hajj,aikin hajji
pilgrimage,aikin hajji
functional correlation,aikin hulda
employ,aikin ijãra
functional calculus,aikin ilimin lissafi
functional arithmetic,aikin ilmin lissafi
engineering,aikin injiniya
journalism,aikin jarida
journalistic,aikin jaridar
freelance,aikin kai
task force,aikin karfi
work force,aikin karfi
benevolence,aikin kwarai
work flow,aikin kwarara
gardening,aikin lambu
work time,aikin lokaci
functional approach,aikin m
schoolwork,aikin makarata
work shift,aikin miƙa
functional autonomy,aikin mulkin kai
work unit,aikin naúrar
work camp,aikin sansanin
groundwork,aikin share fage
work surface,aikin surface
work papers,aikin takardunku
work table,aikin tebur
levy,aikin tilas
act of volition,aikin volition
functional area,aikin yankin
work permit,aikin yarda
employment,aikin yi
employment agency,aikin yi dillancin
employment exchange,aikin yi musayar
employment office,aikin yi ofishin
act of protest,aikin zanga-zangar
functional amnesia,aikin ɓacin hankali
work-box,aikin-akwatin
work-study,aikin-binciken
work-day,aikin-day
work-house,aikin-gida
work-bag,aikin-jakar
work-people,aikin-jamaa
self employed,aikin-kai
self-employed,aikin-kai
task-force,aikin-karfi
work-force,aikin-karfi
work-load,aikin-kaya
work-basket,aikin-kwandon
work-shy,aikin-m
apostrophe,ain
porcelain,ain
porcelain clay,ain lãka
essence,ainihi
fide,ainihi
identity,ainihi
essence function,ainihi aiki
essence employment,ainihi aikin yi
identity token,ainihi alama
identity symbol,ainihi alama ce
essence note,ainihi bayanin kula
essence rules,ainihi dokoki
identity philosophy,ainihi falsafar
essence judgment,ainihi hukunci
identity indifference,ainihi indifference
essence resemblance,ainihi kama
essence similarity,ainihi kama
identity card,ainihi katin
identity anecdotes,ainihi labarbaru
essence meaning,ainihi maanar
essence industry,ainihi masanaantu
