English,Other
acceptor rna,mai karɓar rna
accepts,ya yarda
access road,access hanya
access time,access lokaci
accessed,isa ga
accessibility,amfani
accessing,samun dama
accessories,naurorin haɗi
accessory equipment,m kayan aiki
accessory fruit,m yayan itãcen marmari
accessory nerve,m jijiya
accident,hatsari
accident prone,hatsari yiwuwa
accident surgery,hatsari tiyata
accidental,mai haɗari
accidental injury,mai haɗari rauni
accidentally,bazata
accommodate,saukar da
accommodated,amintattun
accommodates,maraba da
accommodating,rungumar jamaa
accommodations,masaukai
accomodate oneself,accomodate kunya
accompanied,tare
accompaniment,bi da kiɗa
accompany,bi
accompany back,bi baya
accompanying,rakiyar
accompanying vein,rakiyar jijiya
accomplish,yi
accomplished,cika
accomplished fact,kammala gaskiya
accomplishes,mai aikatãwa ne
accomplishing,cim ma
accomplishment,yi
accord,bisa
accordance,bisa
according,bisa
according as,bisa matsayin
according to,bisa lafazin
accordingly,daidai da
account,lissafi
account book,lissafi littafin
account executive,lissafi zartarwa
account for,lissafi don
account payable,lissafi a biya
account representative,lissafi wakilin
account statement,lissafi sanarwa
accountability,en
accountable,da lissafi
accountant,akawu
accounted,lissafta
accounting,lissafin kudi
accounting data,lissafin kudi data
accounting entry,lissafin shigarwa
accounting firm,lissafin m
accounting principle,lissafin manufa
accounting standard,lissafin misali
accounting system,lissafin tsarin
accreditation,takardun aiki
accredited,tabbatar
accrual basis,accrual-akai
accrue,ƙara
accumulate,tara
accumulated,tara
accumulating,tara
accumulation,tarawa
accuracy,daidaito
accurately,daidai
accursed,jĩfa
accusation,laanta
accuse,jĩfar
accused,zargi
accuser,zargin
accuses,zargi
accusing,zargin
accustomed,saba
acetate disk,acetate faifai
acetyl group,acetyl kungiyar
acetyl radical,acetyl m
ache,ciwo
achieve,cimma
achieved,cimma
achievement,nasara
achievement oriented,babban rabo daidaitacce
achieves,cinma
achieving,cimma
achilles heel,achilles diddige
achor,akor
acid dye,acid fenti
acid fast,acid azumi
acid forming,acid kafa
acid head,acid kai
acid house,acid gidan
acid loving,acid m
acid precipitation,acid hazo
acid rain,acid ruwan sama
acid tasting,acid dandanawa
acid test,acid gwajin
acid wash,acid wanka
acidity of wine,acidity na giya
acknowledge,amince
acknowledged,furuci
acknowledgement,amincewa
acknowledgment,amincewa
acne,kuraje
acorn,ɗan itacen oak
acorn shaped,ɗan itacen oak siffa
acorn tube,ɗan itacen oak tube
acoustic,kiya
acoustic buoy,kiya alama
acoustic device,kiya naurar
acoustic gramophone,kiya gramophone
acoustic impedance,kiya impedance
acoustic modem,kiya modem
acoustic nerve,kiya jijiya
acoustic phenomenon,kiya sabon abu
acoustic power,kiya ikon
acoustic projection,kiya tsinkaya
acoustic reactance,kiya reactance
acoustic resistance,kiya juriya
acoustic spectrum,kiya bakan
acoustic storage,kiya ajiya
acquaint,sanad da
acquaintance,idan sani
acquainted,masana
acquainted with,masana
acquiesce,bi son zuciyar
acquiescence,nuna amincewa
acquire,saya
acquired,samu
acquired immunity,samu rigakafi
acquired reflex,samu reflex
acquired taste,samu dandano
acquiring,samun
acquisition,saye
acquisition agreement,saye yarjejeniya
acquit,kankare
acquit oneself,kankare kunya
acquittal,wankewa daga tuhuma
acquitted,wanke
acre foot,acre kafar
acres,da gona wajen kadada
acrobat,akrobat
across,fadin
across country,a fadin kasar
across from,daura da
across the board,a fadin hukumar
across the counter,fadin counter
acrylic fibre,acrylic fiber
acrylic resin,acrylic guduro
act,yi
act as,yi kamar yadda
act for,yi don
act in place of,yi a wurin
act involuntarily,aiki involuntarily
act of protest,aikin zanga-zangar
act of volition,aikin volition
act on,aiki a kan
act out,aiki daga
act superior,aiki m
act up,aiki up
act upon,yi a kan
acted,yi
acting,riko
acting out,mukaddashin fita
action,mataki
action flexibility,mataki sassauci
action group,mataki kungiyar
action mechanism,mataki inji
action officer,mataki jamiin
action packed,mataki cushe
action replay,mataki replay
action stations,mataki tashoshin
actions speak louder than words,ayyuka magana da karfi fiye da kalmomin
activate,kunna
activated,kunna
activated carbon,kunna carbon
activated charcoal,kunna gawayi
activating,kunna
activating agent,kunna wakili
activation,kunnawa
activation energy,kunnawa makamashi
active,aiki
active agent,aiki wakili
active application,aiki aikace-aikace
active birth,aiki haihuwa
active citizen,aiki jamaa
active duty,m haraji
active immunity,aiki rigakafi
active light,m haske
active service,aiki sabis
active site,aiki site
active transport,aiki kai
active trust,aiki dõgara
active voice,m murya
actively,rayayye
activism,ayyukan
activist,himmar aiki
activities,ayyukan
activity,aiki
acts,ayyukan
actual,ainihin
actual eviction,ainihin kore
actual sin,ainihin zunubi
actuality,zahirce
actually,zahiri
actuarial table,actuarial tebur
acute accent,m lafazi
acute angle,m kwana
acute angled,m angled
acute glaucoma,m glaucoma
acute leukaemia,m cutar sankarar bargo
acute leukemia,m cutar sankarar bargo
acute triangle,m alwatika
acutely,sa samun abinci
ad agency,ad dillancin
ad astra,ad zafira
ad campaign,ad yakin neman
ad cut,ad yanke
ad hoc,na musamman
ad interim,ad rikon kwarya
ad nominal,ad maras muhimmanci
ad noun,ad suna
ad referendum,ad raba gardama
ad sum,ad naira miliyan xari
adage,karin maganar
adams apple,adam ta apple
adapt,daidaita da
adapt oneself,daidaita da kunya
adaptable,wanda aka daidaita
adaptation,karbuwa
adapted,saba
adapter,adaftan
adaptive,mai tankwaruwa
add,ƙara
add in,ƙara a
add on,kari
add to,kara zuwa
add together,ƙara tare
add up,ƙara sama
added,ya kara
added value tax,kara da cewa darajar haraji
addict,shan tabar wiwi
addicted,kamu
addicted to,kamu da
addiction,jaraba
addictive,jaraba
adding,kara
adding machine,kara da naura
addition,bugu da kari
additional,ƙarin
additional charge,ƙarin cajin
additional insurance,ƙarin inshora
additional premium,ƙarin premium
additionally,bugu da žari
additive,ƙari
address book,address littafin
address table,address tebur
addressed,jawabi
addresses,adiresoshin
addressing,magance
addressing machine,magance naura
adds,in ji
adequacy,hada-
adequate,isasshen
adequate to,isasshen to
adequately,mayalwaci
adhere,bi
adhered,da bin
adherence,riko
adhering,manne
adhesion,mannewa
adhesion contract,mannewa kwangila
adhesive agent,m wakili
adhesive bandage,m bandeji
adhesive friction,m gogayya
adhesive material,m kayan
adhesive plaster,m plaster
adhesive strip,m tsiri
adhesive tape,m tef
adhoc,na musamman
adiabatic process,adiabatic tsari
adjacent angle,m kwana
adjective,siffa
adjoining building,adjoining gini
adjoining room,adjoining dakin
adjourn,dakatad da
adjourn to,dakatad da zuwa
adjournment,dage sauraren
adjudicate,yanke hukunce- hukunce
adjust,daidaita
adjustable,daidaitacce
adjustable wrench,daidaitacce fizgewa
adjusted,gyara
adjusting,daidaitawa
adjusting entry,daidaitawa shigarwa
adjustment,daidaito
administer,tafiyad da
administration,gwamnatin
administration of oath,gwamnatin na rantsuwar
administrative,gudanarwa
administrative body,gudanarwa jiki
administrative district,gudanarwa gundumar
administrative division,gudanarwa division
administrative hearing,gudanarwa sauraron
administrative law,gudanarwa doka
administrative official,gudanarwa hukuma
administrative unit,gudanarwa naúrar
administrator,shugaba
admiral,amiral
admiral nelson,amiral nelson
admiralty board,admiralty hukumar
admiralty law,admiralty doka
admiration,shaawa
admire,shaawan
admired,ganin darajarsa
admirer,shaawar
admires,na darajanta
admission charge,m lura
admission fee,m fee
admission into warehouse,m cikin sito
admission price,m price
admit,shigar da
admit of,shigar da na
admit table,shigar da tebur
admits,ya yarda
admittance,ƙofar shiga
admitted,shigar
admittedly,raunata
admitting,amince
admonish,waazi
admonished,tunãtar
admonishes,waazi
admonishing,waazi
admonishment,tunãtarwa
admonition,tunãtarwa
ado,ƙorahi
adobe house,adobe gidan
adolescence,samartaka
adolescent,matashiya
adopt,riƙe
adopted,soma
adopting,alamurra
adoption,tallafi
adoptive parent,adoptive iyaye
adorable,kyakkyawa
adoration,sunã mãsu sujada
adore,kauna
adored one,adored daya
adoring,sunã yin sujada
adorn,ƙawata
adorned,qawata
adornment,ƙawa
adrift,bisa ikon allah
adult body,adult jiki
adult education,adult ilimi
adult female,adult mace
adult intelligence,adult hankali
adult male,adult maza
adult tooth,adult hakori
adulterated,jabun
adulterer,mazinãci
adulteress,mazinãciya
adulterous,amana
adultery,zina
advance,ci gaba
advance ideas,ci gaba raayoyi
advance payment,gaba da biyan
advance student,gaba dalibi
advance studies,gaba da karatu
advanced,ci-gaba
advanced language,ci-gaba da harshen
advanced level,ci-gaba mataki
advancement,ci gaba
advances,ci gaba
advancing,inganta
advantage,amfani
advent,zuwan
advent sunday,zuwan lahadi
adventitious root,adventitious tushen
adventure,kasada
adventure playground,kasada filin wasa
adventure story,kasada labarin
adventurer,mai kasada
adventurous,yawon buxe ido
adverb,yar bab
adversarial,fito na fito
adversaries,husũma
adversary,husũma
adverse opinion,m raayi
adverse witness,m shaidar
adversity,cũta
advert,tallar
advertise,tallata
advertise for,tallata ga
advertised,talla
advertisement,talla
advertiser,mai talla
advertising,talla
advertising agency,talla dillancin
advertising campaign,talla yakin neman
advertising department,talla sashen
advertising division,talla division
advertising gift,talla kyauta
advice,shawara
advice column,shawara shafi
advice columnist,shawara columnist
advisable,bu mai kyau
advise,shawara
advised,shawarci
adviser,shawara
advises,shawara
advising,shawartar
advisor,shawara
advisory,shawarwari
advisory board,shawarwari hukumar
advisory service,shawarwari sabis
advocacy,bayar da shawarwari
advocate,husũma
aegean civilisation,aegean wayewa
aegean civilization,aegean wayewar
aegean culture,aegean aladun
aegean island,aegean tsibirin
aerated water,aerated ruwa
aerial ladder,m tsani
aerial torpedo,m torpedo
aero,sahihi
aerodynamic,da nata irin
aerodynamic force,da nata irin karfi
aerodynamic lift,da nata irin daga
aeronautical engineer,aeronautical m
aeronautical engineering,aeronautical aikin injiniya
aeroplane,jirgin sama
aerosol can,aerosol iya
aerospace engineer,aerospace m
aerospace engineering,aerospace aikin injiniya
aerospace medicine,aerospace magani
aesthetic,ado
afar,nesa
affair,alamarinsu
affairs,harkokin
affect,shafi
affected,shafi
affecting,shafi
affection,sõyayya
affectionately,ƙauna
affects,rinjayar
affidavit,rantsuwa
affiliated,alaƙa
affiliates,rassan
affiliation,na akidar
affiliation order,na akidar domin
affinity,dangantaka
affirm,tabbata
affirmative action,m mataki
affix,sa
affixing language,affixing harshen
afflict,raunana
afflicted,shãfe
affliction,cũta
affluence,arziki
afford,iya
affordable,mai araha
affrighted,firgita
affront,cin zarafi
afghan woman,afghan mace
afghani,afghan
afloat,ninkaya
afore hand,gabãni hannun
afore mentioned,gabãni aka ambata
afore thought,gabãni tunani
afore time,gabãni lokaci
afoul,yin abubuwa sabanin
afraid,ji tsoro
african,afrika
african american,afrika amirka
afrikaans,afirkanci
afrikaans language,afirkanci harshen
after,bayan
after all,bayan duk
after birth,bayan haihuwa
after crop,bayan amfanin gona
after damp,bayan damp
after dark,bayan duhu
after death,bayan mutuwa
after effect,bayan sakamako
after hours,bayan saoi
after sales service,bayan tallace-tallace sabis
after shave,bayan aski
after taste,bayan dandano
after thought,bayan tunani
after-care,bayan-kula
after-effect,bayan-sakamako
after-life,bayan-rai
afternoon,yamma
afternoons,maraice
after-taste,bayan-dandano
afterward,daga baya
afterwards,bayan haka
again,kuma
against,da
against balance,da sikẽli
against it,da shi
against nature,da yanayi
age,shekaru
age bracket,shekaru sashi
age group,shekaru tara
age long,shekaru tsawon
age old,shekaru da haihuwa
age worn,shekaru sawa
aged,shekaru
ageing,tsufa
agency,hukumar
agenda,ajanda
agent,wakili
agent action,wakili mataki
agent noun,wakili suna
agent provocateur,wakili provocateur
ages,shekaru daban-daban
aggravate,tsananta
aggravation,ƙarin tsanani
aggregate,tara
aggregation,tari
aggression,zãlunci
aggressively,bisa taadi
aggressor,yar tsokanar zalunci
aggrieved,bukaci
agility,sirri
aging,tsufa
agitate,dama
agitating,da hankalinsu
agitation propaganda,agitation farfaganda
ago,da suka wuce
agonise,kuyi radadi
agonising,radadin
agonize,kuyi radadi
agonizing,radadin
agony,mutuwa
agony aunt,azabar inna
agony column,azabar shafi
agree,yarda
agree with,yarda da
agreed,amince
agreed case,m harka
agreed upon,amince a kan
agreed valuation,m daraja
agreeing,yarda
agreement,yarjejeniyar
agrees,ya amince
agriculture,noma
agriculture parity,aikin gona da samun daidaiton
agriculture rites,noma ayyukan hajji
ahead,gaba
ahead of,gaba da
aid,taimako
aide,mataimaki
aided,taimaka
aided school,taimaka makaranta
aide-de-camp,mataimaki-de-sansanin
aides,mukarraban
ailing,majinyata
ailment,rashin lafiya
aim,manufar
aim at,nufin
aim fire,nufin wuta
aim off,nufin kashe
aimed,da nufin
aiming,yin saiti
aims,manufofin
air action,air mataki
air alert,air jijjiga
air attack,air hari
air base,air tushe
air bed,air gado
air bell,air kararrawa
air bladder,air mafitsara
air boat,air jirgin ruwan
air borne,air haifa
air brake,air birki
air case,air harka
air cavity,air kogo
air chamber,air jamiyya
air cock,air zakara
air condition,air yanayin
air conditioned,air sharadi
air conditioner,air kwandishana
air conditioning,kwandishan
air cooled,air sanyaya
air corridor,air hanyan wucewa
air crew,air ƙungiya
air current,air halin yanzu
air cushion,air matashi
air defense,air tsaro
air evacuation,air fitarwa
air field,air filin
air force,air karfi
air freight,air sufurin kaya
air funnel,air mazurari
air graph,air jadawali
air hole,air rami
air horn,air kakakin
air hostess,air uwar gida
air jurisdiction,air iko
air lane,air rariya
air letter,air wasika
air load,air kaya
air mattress,air katifa
air mechanic,air makaniki
air mission,air manufa
air out,watsa daga
air park,air shakatawa
air pilot,air matukin jirgi
air plane,air jirgin sama
air plant,air shuka
air plotting,air mãkircin
air pocket,air aljihu
air pollution,air gurbatawa
air power,air ikon
air pump,air famfo
air raid,air hari
air routes,air hanyoyi
air screw,air dunƙule
air service,air sabis
air ship,air jirgin ruwa
air sickness,air cuta
air sleeve,air hannun riga
air speed,air gudun
air stone,air dutse
air stop,air tasha
air surveillance,air kula
air terminal,air m
air transport,air kai
air traveller,air matafiyi
air valve,air bawul
air wave,air kalaman
air worthy,air cancantar
air burst bombardment,air fashe bombardment
air conditioned,air sharadi
air conditioner,air kwandishana
air cooled,air sanyaya
air-balloon,air-balan-balan
air-bed,air-gado
air-brick,air-tubali
air-carrier,air-m
air-condition,air-yanayin
air-conditioned,air-sharadi
air-conditioning,air-motsa jiki
air-conditions,air-yanayi
aircraft,jirgin sama
aircraft carrier,jirgin sama m
air-dry,air-bushe
air-formation,air-samuwar
airing cupboard,airing kabad
airline,kamfanin jirgin sama
airline business,hanyar jirgin sama kasuwanci
airmail,wasiƙu ta jirgin sama
airmail letter,wasiƙu ta jirgin sama wasika
air-minded,air shiryayye
airplane,jirgin sama
air-plane,air-jirgin sama
airport,filin jirgin sama
air-ship,air-jirgi
airspace,sararin samaniyar
air-umbrella,air-laima
air-valve,air-bawul
airwaves,hanyoyin sadarwa
air-way,air-hanyar
airworthiness,da takwarorinsa
airy fairy,airy aljanna
aisle,wani hanya
akin,ire-iren
alameda,garin alameda
alarm,ƙararrawa
alarm bell,ƙararrawa kararrawa
alarm clock,agogon ƙararrawa
alarm signal,siginar ƙararrawa
alarmed,firgita
alarming,gangami
albinism,zabiya
alcohol,barasa
alcohol dependent,barasa dogara
alcoholic,giya
alcoholic beverage,giya abin sha
alcoholic dementia,giya gigin-tsufa
alcoholic strength,giya ƙarfi
alcoholics,shan barasa
alcoholics anonymous,shan barasa m
alcoholism,burin shan barasa
aldehyde alcohol,aldehyde barasa
ale-house,ale-gida
alert,jijjiga
alexandrian,iskandariya
alfred,karin
algebra,aljabara
algebraic value,algebraic darajar
algerian,algeria
alias,wanda aka ce masa
alien,dan hanya
alienate,rarraba
alienated,b ¯ are
alienation,rarrabuwa tsakani
alien-ism,dan hanya-ism
alight,sauka
alight on,sauka a kan
alighted,sauka
alighting,sauka
align,tsara a layi
aligned,masu hada kai
alignment,jeri
alimentary tract,alimentary fili
alive,da rai
all,duk
all about,duk game da
all along,duk tare
all around,kewaye da
all but,fãce
all clear,duk bayyana
all embracing,duk yalwa
all encompassing,duk kẽwayẽwa
all engrossing,duk engrossing
all events,duk abubuwan da suka faru
all fired,duk kora
all found,duk samu
all fours,duk tun kimanin
all hallows,duk hallows
all his geese are swans,dukan geese ne swans
all holy,duk mai tsarki
all in,duk a
all inclusive,duk m
all is fair in love and war,duk da yake gaskiya a cikin kauna da yaki
all is well that ends well,kome lafiya da ƙare da
all knowing,duk da sanin
all night,dukan dare
all of,duk
all of a sudden,kwatsam
all one,duk daya
all out,duka daga
all over,a duk faɗin
all powerful,duk iko
all purpose,duk manufar
all right,shi ke nan
all round,duk zagaye
all smiles,duk murmushi
all sorts,dukan
all square,duk square
all star,duk star
all that glitters is not gold,duk da cewa glitters ba zinariya
all the,dukan
all there,duk akwai
all time,duk lokacin
all times,kowane lokaci
all together,gabã ɗaya
all told,duk shaida wa
all weather,duk weather
all work and no play makes jack a dull boy,duk aikin da babu play sa jack a maras ban shaawa yaro
allegation,kage
allege,siffantãwa
alleged,zargin
allegedly,wai
alleges,zargin
allegiance,amincewa
alleging,tabbatarwa
allegorical,misali
allegory,misalin
allergic,rashin lafiyan
allergy,alerji
alleviate,rage
alleviation,sauƙaƙewa
alley,titi
alliance,ƙawance
allies,masõya
allocate,ware
allocated,kasaftawa
allocation,kasafi
allot,rarraba
allotment,rabo
allotted,majalisa ta zauna
allotted unit,majalisa ta zauna naúrar
allow,damar
allow for,ba da damar don
allow in,ba da damar a
allow me,bar ni
allow of,damar da
allow out,ba da damar fita
allow up,ba da damar up
allowable,canja
allows,damar
alloy,gami
all-party,mai jamiyyar
all-purpose,duk-manufa
all-round,mai zagaye
all-rounder,duk-rounder
all-star,duk-star
allure,dabarce
ally,ɗan kura
ally ways,ɗan kura hanyoyi
allying,na cudanya
alma mater,alma mathes
almond extract,almond tsantsa
almost,kusan
alms,sadaka
alms box,sadaka akwatin
alms man,sadaka mutum
almsgiving,sadaka
alms-house,sadaka-gidan
alone,kadai
along,tare
along with,tare da
alongside,tare
aloud,da ƙarfi
alpha particle,alpha barbashi
alpha particles,alpha barbashi
alpha plus,alpha da
alpha rays,alpha haskoki
alphabet,haruffa
alphabetic character,alphabetic hali
alphabetic writing,alphabetic rubuce
alphabetical,na haruffa
alphabetically,a jerin abjadi
alphanumeric display,alphanumeric nuni
alpine,mai tsayi
already,riga
alright,nana
altar,bagade
altar boy,bagade yaro
altar-piece,bagade-guntu
alter,canza
alter ego,canza son kai
alteration,canji
altered,canza
altering,musanyãwa
alternate angle,m kwana
alternating current,alternating halin yanzu
alternation,canzawar
alternative,madadin
alternative energy,madadin makamashi
alternative medicine,madadin magani
alternatively,a madadin
alters,giya
although,ko da yake
al-time,al-lokaci
altitude,tsawo
altitude sickness,tsawo cuta
altogether,gaba ɗaya
altruism,sadaukarwa
aluminium,aluminum
alumni,tsofaffin] aliban
alway,kullum
always,ko da yaushe
am,ni
ama,ko
amalgamation,hade kasar
amass,tãrãwa
amateur,mai son
amaze,gigice
amazed,mamakin
amazement,alajabi
amazing,ban mamaki
amazingly,da mãmãki!
ambassador,jakadan
ambience,yanayin
ambient,na yanayi
ambiguities,shubuhohi
ambiguous,shubuha
ambition,kishi
ambulance,motar asibiti
ambulance man,motar asibiti mutum
ambulance worker,motar asibiti maaikacin
ambush,dako
amen,amin
amend,kyautata
amended,gyara
amending,gyara wadanda
amendment,kyautatuwa
amends,gyãra
amenities,abubuwan da ke kara jin dadi
american,amirka
american antelope,amirka dabba irin gada
american cockroach,amirka kyankyaso
american english,amirka english
american football,amirka kwallon kafa
american indian,amirka indian
american licorice,amirka licorice
american liquorice,amirka liquorice
american revolution,amirka juyin juya halin
american robin,amirka robin
amicably,magana mai karimci
amid,a tsakiyan
amid(st),a tsakiyan (st)
ammo,harsashi
ammonite,baammone
ammonites,ammonawa
ammunition,ammonium
amnesia,ɓacin hankali
amnesty,afuwa
amniotic fluid,amniotic ruwa
among,daga
amongst,daga
amoral,wata she] aniyar
amorite,amoriyawa
amortized loan,amortized rance
amount,adadin
amount to,adadin to
amphitheatre,amphitheater
ample,wadatacce
amplification,karawa
amplified,littafi
amplify,fadada
amplifying,aga
amply,zãti
amputation,yanki
amuse,ba daɗi
amused,hutu
amusement,shagala
amusement arcade,shagala gidan kashe ahu
amusement park,wurin nishadi
an,wani
an angel when pleased,malãika a lokacin da yarda
an apple a day keeps the doctor away,wani apple a rana rike likita baya
an army marches on its stomach,dakaru zanga a kan ta ciki
an early bird,wani wuri tsuntsu
an earthquake,mai girgiza
an empty vessel makes much noise,komai a jirgin ruwa sa da yawa amo
an eternity,an abada
an outcast,an jẽfaffe
anachronism,kuskuren ya auku
anaemia,anemia
anal,tsuliya
anal intercourse,tsuliya sadu
anal sex,tsuliya jimai
analogies,misalai
analogue computer,analogue kwamfuta
analogy,misalin
analyses,na nazarin
analysis,bincike
analytic,na nazari
analyze,bincika
analyzed,bincikar
analyzes,na nazarin
analyzing,nazarin
ananias,hananiya
anarchic(al),anarchic (al)
anarchy,rashin tsari
anathema,zamani haramun
anatomical,daga ilimin halittar jiki
anatomy,ilmin jikin mutum
ancestor worship,m bauta
ancestors,kakanninmu
ancestral,kakanninmu suka
ancestry,zuria
anchor,anga
anchoring idea,anchoring raayin
anchor-man,anga-mutum
ancien-regime,ancien-gwamnatin
ancient,zamanin d
ancient remain,tsoho zama
ancients,mutãnen farko
and,da kuma
and all,da dukan
and how!,da kuma yadda!
and operation,da kuma aiki
andhra,haryana
andronicus,andaranikas
anesthesia,maganin sa barci
anew,sãbuwa
angel,malãika
angel cake,malaika cake
angelic,malaiku
anger,fushi
angle,kwana
angle for,kwana ga
angles,kusassari
anglo american,anglo amirka
anglo catholic,anglo katolika
anglo catholicism,anglo katolika
anglo-catholic,anglo-katolika
angolan,angola
angora-goat,angora-bunsuru
angora-wool,angora-ulu
angrily,fushi
anguish,baƙin ciki
anguished,ɓãta masa rai
angular,mai kusurwa
angular-distance,mai kusurwa-nesa
aniline-dye,aniline-fenti
animal,dabba
animal husbandry,dabba noma ne
animal magnetism,dabba magnetism
animal psychology,dabba tunani
animal scientist,dabba masanin kimiyya
animal toxin,dabba toxin
animal worship,dabba bauta
animate,ba da rai
animate being,ba da rai zama
animated,mai rai
animosity,ƙin yarda
anise,anisi
ankle,idon
ankle joint,idon hadin gwiwa
annals,tarihin
annex,ƙarin gini
annexe,annede
annihilate,warware
annihilated,shafe
annihilation,rushewa
anniversary,cika shekaru
announce,sanar
announced,sanar
announcement,sanarwar
announcer,mai sanarwa
announcing,sanar
annoy,cũtar
annoyance,tsangwama
annoyed,quncin rai
annual,shekara-shekara
annually,a shekara
annul,warware
annulled,soke
annulment,warwarewa
annuls,suka soke
anoint,shafa
anointed,shafe
anointing,shafewa
another,wani
answer,amsar
answer back,amsa baya
answer for,amsa ga
answer to,amsa to
answer-ability,amsar-ikon
answered,ya amsa
answering,ya amsa
answering head,ya amsa kai
answering machine,ya amsa naura
answers,amsoshin
ant,turũruwa
ant colony,turũruwa ta mallaka
antagonism,abotar gaba
antagonist,hamayyarsa tana da daka
antagonize,ta da ƙin yarda
ante,anté
ante room,anté dakin
ant-eater,tururuwa ta-ci
antelope,dabba irin gada
antenna,eriya
ante-room,anté-daki
anthem,take
ant-hill,tururuwa-tudun
anthracite coal,anthracite ci
anthrax pneumonia,anthrax ciwon huhu
anthropologist,masanin tarihin mutum
anti aircraft,anti jirgin sama
anti american,anti amirka
